Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Monthly cost,Property taxes,House insurance,HOA fees,Utilities
"115 Mcgill Park Ave NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/115-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878933_zpid/,"$220,000",Condo for sale,1 bd,1 ba,"1,159 sqft",,Condo,1994,Forced air,Other,2 spaces,$315/month,$190,"$1,449",$196/mo,$77/mo,$315/mo,Not included
"1531 Centra Villa Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1531-Centra-Villa-Dr-SW-Atlanta-GA-30311/35853656_zpid/,"$315,000",House for sale,4 bds,2 ba,"1,848 sqft",,Single Family,1955,Forced air,Central,No Data,0.44 acres,$170,"$1,547",$281/mo,$110/mo,$0/mo,Not included
"585 Glenwood Pl SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/585-Glenwood-Pl-SE-Atlanta-GA-30316/35836593_zpid/,"$542,500",House for sale,3 bds,3 ba,"2,271 sqft",,Single Family,1941,Forced air,Central,Off street,"8,015 sqft",$239,"$2,664",$484/mo,$190/mo,$0/mo,Not included
"108 Park Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/108-Park-Ave-SE-Atlanta-GA-30315/35883189_zpid/,"$110,000",House for sale,4 bds,2 ba,"1,050 sqft",,Single Family,1950,Other,None,3 spaces,"6,499 sqft",$105,$586,$98/mo,$39/mo,$0/mo,Not included
"910 Luther St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/910-Luther-St-NW-Atlanta-GA-30318/2082274394_zpid/,"$634,900",House for sale,4 bds,4 ba,"2,591 sqft",,Single Family,No Data,No Data,No Data,No Data,No Data,$245,"$3,268",$566/mo,$222/mo,$62/mo,Not included
"270 Castleberry Station Dr, Atlanta, GA",https://www.zillow.com/homedetails/270-Castleberry-Station-Dr-Atlanta-GA-30313/2082274392_zpid/,"$464,900",New construction,3 bds,4 ba,"2,171 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$214,"$2,387",,,,
"127 Clay St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/127-Clay-St-SE-Atlanta-GA-30317/14466970_zpid/,"$415,000",House for sale,2 bds,2 ba,"1,613 sqft",,Single Family,1947,Forced air,Central,1 space,"8,712 sqft",$257,"$2,052",$384/mo,$145/mo,$0/mo,Not included
"940 Harwell St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/940-Harwell-St-NW-Atlanta-GA-30314/35834507_zpid/,"$125,000",House for sale,3 bds,2 ba,"1,408 sqft",,Single Family,1928,Other,None,2 spaces,"2,827 sqft",$89,$666,$111/mo,$44/mo,$0/mo,Not included
"1315 Eastridge Rd SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1315-Eastridge-Rd-SW-Atlanta-GA-30311/35848819_zpid/,"$94,900",House for sale,3 bds,2 ba,"1,600 sqft",,Single Family,1947,None,Central,No Data,0.27 acres,$59,$506,$85/mo,$33/mo,$0/mo,Not included
"B101 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2087593733_zpid/,"$448,900+",New construction,1 bd,1 ba,974 sqft,,Condo,2019,No Data,No Data,2 spaces,No Data,$461,"$2,204",,,,
"1970 Billups St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1970-Billups-St-SW-Atlanta-GA-30310/35837397_zpid/,"$130,000",House for sale,3 bds,1 ba,"1,106 sqft",None,Single Family,1920,Other,Other,1 space,0.56 acres,$118,$670,$116/mo,$46/mo,$0/mo,Not included
"1143 Regis Rd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1143-Regis-Rd-SE-Atlanta-GA-30315/35884365_zpid/,"$88,000",House for sale,3 bds,1 ba,994 sqft,,Single Family,1957,Other,Other,No Data,"9,888 sqft",$89,$469,$78/mo,$31/mo,$0/mo,Not included
"891 Sims St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/891-Sims-St-SW-Atlanta-GA-30310/249112134_zpid/,"$38,000",Lot / Land for sale,"3,031 sqft lot",,,None,,,,,,,,$202,$34/mo,$13/mo,$0/mo,Not included
"1531 Mims St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1531-Mims-St-SW-Atlanta-GA-30314/35843846_zpid/,"$179,900",House for sale,3 bds,2 ba,"1,026 sqft",,Single Family,1950,Forced air,Central,1 space,"5,998 sqft",$175,$928,$160/mo,$63/mo,$0/mo,Not included
"1816 Evans Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1816-Evans-Dr-SW-Atlanta-GA-30310/35837562_zpid/,"$299,900",House for sale,4 bds,2 ba,"1,700 sqft",,Single Family,1960,Forced air,Central,No Data,0.35 acres,$176,"$1,473",$267/mo,$105/mo,$0/mo,Not included
"1463 La France St NE APT 9, Atlanta, GA 30307",https://www.zillow.com/homedetails/1463-La-France-St-NE-APT-9-Atlanta-GA-30307/2090648789_zpid/,"$589,850",Townhouse for sale,3 bds,4 ba,"2,124 sqft",,Townhouse,2017,Forced air,Central,4 spaces,No Data,$278,"$3,093",$546/mo,$206/mo,$175/mo,Not included
"685 Elbert St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/685-Elbert-St-SW-Atlanta-GA-30310/35831144_zpid/,"$475,000",House for sale,4 bds,3 ba,"1,902 sqft",,Single Family,1920,Forced air,Central,No Data,"9,252 sqft",$250,"$2,332",$424/mo,$166/mo,$0/mo,Not included
"870 Mayson Turner Rd NW UNIT 1220, Atlanta, GA 30314",https://www.zillow.com/homedetails/870-Mayson-Turner-Rd-NW-UNIT-1220-Atlanta-GA-30314/88822094_zpid/,"$89,900",Condo for sale,1 bd,1 ba,768 sqft,,Condo,2007,Forced air,Central,2 spaces,$26/month,$117,$505,$80/mo,$31/mo,$26/mo,Not included
"749 Lawton St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/749-Lawton-St-SW-Atlanta-GA-30310/35835599_zpid/,"$435,000",House for sale,5 bds,3 ba,"2,506 sqft",,Single Family,1930,Other,Central,No Data,"7,492 sqft",$174,"$2,136",$388/mo,$152/mo,$0/mo,Not included
"2789 Jonesboro Rd SE, Atlanta, GA 30354",https://www.zillow.com/homedetails/2789-Jonesboro-Rd-SE-Atlanta-GA-30354/35875709_zpid/,"$45,000",House for sale,2 bds,1 ba,"1,030 sqft",,Single Family,1920,Forced air,None,No Data,0.76 acres,$44,$240,$40/mo,$16/mo,$0/mo,Not included
"3344 Ruby H Harper Blvd SE, Hapeville, GA 30354",https://www.zillow.com/homedetails/3344-Ruby-H-Harper-Blvd-SE-Hapeville-GA-30354/35875349_zpid/,"$155,000",House for sale,3 bds,1 ba,"1,000 sqft",,Single Family,1960,Forced air,Central,2 spaces,0.3 acres,$155,$799,$138/mo,$54/mo,$0/mo,Not included
"1858 Calloway Dr NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1858-Calloway-Dr-NW-Atlanta-GA-30314/35855664_zpid/,"$39,900",Lot / Land for sale,"9,461 sqft lot",,,None,,,,,,,,$213,$36/mo,$14/mo,$0/mo,Not included
"835 Lee Andrews Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/835-Lee-Andrews-Ave-SE-Atlanta-GA-30315/35874483_zpid/,"$144,999",House for sale,3 bds,1 ba,952 sqft,,Single Family,1945,Other,Central,2 spaces,0.34 acres,$152,$748,$129/mo,$51/mo,$0/mo,Not included
"1065 United Ave SE # 205, Atlanta, GA",https://www.zillow.com/homedetails/1065-United-Ave-SE-205-Atlanta-GA-30316/2082291388_zpid/,"$269,900",New construction,1 bd,1 ba,888 sqft,,Condo,2019,Forced air,Central,No Data,No Data,$304,"$1,325",$241/mo,$94/mo,$0/mo,Not included
"1065 United Ave SE # 306, Atlanta, GA",https://www.zillow.com/homedetails/1065-United-Ave-SE-306-Atlanta-GA-30316/2082291387_zpid/,"$369,900",New construction,2 bds,2 ba,"1,325 sqft",,Condo,2019,Forced air,Central,No Data,No Data,$279,"$1,816",$330/mo,$129/mo,$0/mo,Not included
"1065 United Ave SE # 101, Atlanta, GA",https://www.zillow.com/homedetails/1065-United-Ave-SE-101-Atlanta-GA-30316/2082291384_zpid/,"$219,900",New construction,1 bd,1 ba,731 sqft,,Condo,2019,Forced air,Central,No Data,No Data,$301,"$1,134",$196/mo,$77/mo,$0/mo,Not included
"1065 United Ave SE # 201, Atlanta, GA",https://www.zillow.com/homedetails/1065-United-Ave-SE-201-Atlanta-GA-30316/2082291383_zpid/,"$199,900",New construction,1 bd,1 ba,644 sqft,,Condo,2019,Forced air,Central,No Data,No Data,$310,"$1,031",$178/mo,$70/mo,$0/mo,Not included
"998 Redford Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/998-Redford-Dr-SE-Atlanta-GA-30315/35881162_zpid/,"$115,000",House for sale,2 bds,1 ba,"1,000 sqft",,Single Family,1960,Forced air,None,2 spaces,"8,834 sqft",$115,$613,$103/mo,$40/mo,$0/mo,Not included
"1766 S Olympian Way SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1766-S-Olympian-Way-SW-Atlanta-GA-30310/35847383_zpid/,"$175,000",House for sale,3 bds,1 ba,"1,052 sqft",,Single Family,1960,Other,Other,Detached Garage,"9,230 sqft",$166,$902,$156/mo,$61/mo,$0/mo,Not included
"1673 Laurelwood Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1673-Laurelwood-Dr-SW-Atlanta-GA-30311/35862337_zpid/,"$215,000",House for sale,3 bds,2 ba,"1,377 sqft",,Single Family,1958,Other,Central,1 space,0.37 acres,$156,"$1,108",$192/mo,$75/mo,$0/mo,Not included
"Brookwood Plan, Cascades",https://www.zillow.com/community/cascades/2084012306_zpid/,"$215,900+",New construction,3 bds,3.5 ba,"1,685 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$128,"$1,113",,,,
"753 Fraser St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/753-Fraser-St-SE-Atlanta-GA-30315/69345538_zpid/,"$659,000",For sale by owner,4 bds,3 ba,"2,062 sqft",,Single Family,2019,No Data,No Data,2 spaces,"4,503 sqft",$320,"$3,328",$588/mo,$231/mo,$0/mo,Not included
"508 Cleveland Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/508-Cleveland-Ave-SW-Atlanta-GA-30315/35892360_zpid/,"Est. $114,374",Pre-foreclosure / Auction,2 bds,2 ba,"1,386 sqft",,Single Family,1945,Forced air,Central,Detached Garage,0.31 acres,,$590,$102/mo,$40/mo,$0/mo,Not included
"2940 Wanda Cir SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2940-Wanda-Cir-SW-Atlanta-GA-30315/35828494_zpid/,"Est. $89,088",Pre-foreclosure / Auction,2 bds,1 ba,975 sqft,,Single Family,1954,Forced air,Central,No Data,"9,060 sqft",,$475,$79/mo,$31/mo,$0/mo,Not included
"2112 Briar Glen Ln SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/2112-Briar-Glen-Ln-SW-Atlanta-GA-30331/35874145_zpid/,"Est. $117,515",Pre-foreclosure / Auction,3 bds,2 ba,"1,342 sqft",,Single Family,1991,Forced air,Central,No Data,"1,742 sqft",,$606,$105/mo,$41/mo,$0/mo,Not included
"3491 Villa Cir SE, Atlanta, GA 30354",https://www.zillow.com/homedetails/3491-Villa-Cir-SE-Atlanta-GA-30354/35875468_zpid/,"Est. $38,970",Pre-foreclosure / Auction,3 bds,1 ba,"1,000 sqft",,Single Family,1961,Other,Central,1 space,"10,498 sqft",,$208,$35/mo,$14/mo,$0/mo,Not included
"955 Stonewall Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/955-Stonewall-Dr-SE-Atlanta-GA-30315/35884550_zpid/,"Est. $108,373",Pre-foreclosure / Auction,3 bds,1 ba,"1,008 sqft",,Single Family,1960,Other,Central,No Data,"9,161 sqft",,$559,$97/mo,$38/mo,$0/mo,Not included
"28 Scott St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/28-Scott-St-SW-Atlanta-GA-30315/35891679_zpid/,"Est. $76,041",Pre-foreclosure / Auction,2 bds,1 ba,640 sqft,,Single Family,1920,None,No Data,No Data,"9,901 sqft",,$405,$68/mo,$27/mo,$0/mo,Not included
"357 Pickfair Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/357-Pickfair-Ave-SW-Atlanta-GA-30315/35891786_zpid/,"Est. $217,987",Pre-foreclosure / Auction,5 bds,-- ba,"2,438 sqft",,Single Family,2013,Forced air,Central,No Data,0.3 acres,,"$1,070",$194/mo,$76/mo,$0/mo,Not included
"830 Westmont Rd SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/830-Westmont-Rd-SW-Atlanta-GA-30311/35842247_zpid/,"Est. $221,278",Pre-foreclosure / Auction,9 bds,6 ba,"2,277 sqft",,Single Family,1930,Wall,"Central, Wall, Refrigeration",2 spaces,"7,840 sqft",,"$1,141",$197/mo,$77/mo,$0/mo,Not included
"1022 Mayson Turner Rd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1022-Mayson-Turner-Rd-NW-Atlanta-GA-30314/35834182_zpid/,"Est. $55,499",Pre-foreclosure / Auction,5 bds,3 ba,"3,400 sqft",,Single Family,1928,"Forced air, Heat pump",Central,No Data,"5,619 sqft",,$296,$49/mo,$19/mo,$0/mo,Not included
"658 Cascade Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/658-Cascade-Ave-SW-Atlanta-GA-30310/35842033_zpid/,"Est. $227,984",Pre-foreclosure / Auction,6 bds,3 ba,"1,802 sqft",,Multiple Occupancy,1925,Other,Central,No Data,,,"$1,119",$203/mo,$80/mo,$0/mo,Not included
"1932 S Gordon St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1932-S-Gordon-St-SW-Atlanta-GA-30310/35847438_zpid/,"Est. $221,913",Pre-foreclosure / Auction,2 bds,1 ba,"1,316 sqft",,Single Family,1945,Forced air,Central,No Data,"8,159 sqft",,"$1,144",$198/mo,$78/mo,$0/mo,Not included
"269 Sewanee Ave NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/269-Sewanee-Ave-NW-Atlanta-GA-30314/35857291_zpid/,"Est. $59,740",Pre-foreclosure / Auction,2 bds,1 ba,676 sqft,,Single Family,1950,Forced air,Other,No Data,"9,557 sqft",,$318,$53/mo,$21/mo,$0/mo,Not included
"3727 Newhalem St SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3727-Newhalem-St-SW-Atlanta-GA-30331/69377056_zpid/,"Est. $226,999",Pre-foreclosure / Auction,4 bds,3.5 ba,"3,330 sqft",,Single Family,2004,Forced air,Central,No Data,"8,276 sqft",,"$1,115",$202/mo,$79/mo,$0/mo,Not included
"2508 Alston Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/2508-Alston-Dr-SE-Atlanta-GA-30317/14457442_zpid/,"Est. $583,446",Pre-foreclosure / Auction,4 bds,4 ba,536 sqft,,Single Family,1948,Forced air,Central,Attached Garage,"8,712 sqft",,"$2,966",$540/mo,$204/mo,$0/mo,Not included
"1022 Mayson Turner Rd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1022-Mayson-Turner-Rd-NW-Atlanta-GA-30314/35834182_zpid/,"Est. $55,499",Pre-foreclosure / Auction,5 bds,3 ba,"3,400 sqft",,Single Family,1928,"Forced air, Heat pump",Central,No Data,"5,619 sqft",,$296,$49/mo,$19/mo,$0/mo,Not included
"1417 Andrews St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1417-Andrews-St-NW-Atlanta-GA-30314/35844493_zpid/,"$160,000",House for sale,3 bds,1 ba,"1,176 sqft",,Single Family,1965,Forced air,Central,Carport,"7,840 sqft",$136,$825,$143/mo,$56/mo,$0/mo,Not included
"810 Kirkwood Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/810-Kirkwood-Ave-SE-Atlanta-GA-30316/2082295984_zpid/,"$599,900",Coming soon,2 bds,3 ba,"1,700 sqft",,Single Family,2019,No Data,No Data,1 space,No Data,$353,"$2,948",$535/mo,$210/mo,$0/mo,Not included
"607 Federal Ter SE # 24, Atlanta, GA 30315",https://www.zillow.com/homedetails/607-Federal-Ter-SE-24-Atlanta-GA-30315/2082298152_zpid/,"$325,000",House for sale,3 bds,3 ba,"1,175 sqft",,Single Family,2004,Forced air,Central,4 spaces,"7,492 sqft",$277,"$1,596",$290/mo,$114/mo,$0/mo,Not included
"502 Pryor St SW UNIT 129, Atlanta, GA 30312",https://www.zillow.com/homedetails/502-Pryor-St-SW-UNIT-129-Atlanta-GA-30312/82629852_zpid/,"$99,900",Condo for sale,1 bd,1 ba,750 sqft,,Condo,2002,Electric,Central,1 space,$234/month,$133,$766,$89/mo,$35/mo,$234/mo,Not included
"The Reynolds Plan, Madison Yards at Reynoldstown",https://www.zillow.com/community/madison-yards-at-reynoldstown/2082390357_zpid/,"$699,900+",New construction,3 bds,5 ba,"2,907 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$241,"$3,534",,,,
"1023 Mayson Turner Rd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1023-Mayson-Turner-Rd-NW-Atlanta-GA-30314/35834091_zpid/,"$45,000",Lot / Land for sale,"6,185 sqft lot",,,None,,,,,,,,$240,$40/mo,$16/mo,$0/mo,Not included
"3396 Regent Pl SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3396-Regent-Pl-SW-Atlanta-GA-30311/69364718_zpid/,"$243,900",Coming soon,2 bds,2 ba,"1,782 sqft",,Condo,2003,Forced air,Central,1 space,No Data,$137,"$1,257",$217/mo,$85/mo,$0/mo,Not included
"49 Krog St NE # 14, Atlanta, GA",https://www.zillow.com/homedetails/49-Krog-St-NE-14-Atlanta-GA-30307/2082304355_zpid/,"$1,055,900",New construction,4 bds,5 ba,"2,584 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$409,"$5,332",$942/mo,$370/mo,$0/mo,Not included
"1387 Benteen Way SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1387-Benteen-Way-SE-Atlanta-GA-30315/35871478_zpid/,"$294,500",House for sale,3 bds,2 ba,"1,152 sqft",,Single Family,1952,Forced air,Central,4 spaces,"7,405 sqft",$256,"$1,871",$263/mo,$103/mo,$425/mo,Not included
"668 Robinson Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/668-Robinson-Ave-SE-Atlanta-GA-30312/2082795465_zpid/,"$779,000",New construction,4 bds,5 ba,"2,756 sqft",,Single Family,2019,Forced air,Central,No Data,"6,098 sqft",$283,"$3,934",$695/mo,$273/mo,$0/mo,Not included
"3847 Stone Rd SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3847-Stone-Rd-SW-Atlanta-GA-30331/35881488_zpid/,$--,Pre-foreclosure / Auction,3 bds,-- ba,"1,222 sqft",,Single Family,1955,Other,Central,No Data,0.35 acres,,$0,$0/mo,$0/mo,$0/mo,Not included
"1030 Kirkwood Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1030-Kirkwood-Ave-SE-Atlanta-GA-30316/35839157_zpid/,"$360,000",House for sale,2 bds,1 ba,"1,472 sqft",,Single Family,1920,None,No Data,2 spaces,"4,839 sqft",$245,"$1,768",$321/mo,$126/mo,$0/mo,Not included
"355 Laquita Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/355-Laquita-Dr-SE-Atlanta-GA-30315/35876316_zpid/,"$110,000",House for sale,2 bds,1 ba,"1,023 sqft",,Single Family,1958,Forced air,Central,No Data,"7,405 sqft",$108,$586,$98/mo,$39/mo,$0/mo,Not included
"2826 Hedgewood Dr NW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2826-Hedgewood-Dr-NW-Atlanta-GA-30311/35865891_zpid/,"$55,000",Lot / Land for sale,0.69 acres lot,,,None,,,,,,,,$293,$49/mo,$19/mo,$0/mo,Not included
"1135 Hilburn Dr SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1135-Hilburn-Dr-SE-Atlanta-GA-30316/14447083_zpid/,"$339,900",House for sale,3 bds,2 ba,"1,342 sqft",,Single Family,1962,Forced air,Central,Carport,0.3 acres,$253,"$1,680",$314/mo,$119/mo,$0/mo,Not included
"The Reynolds Plan, Madison Yards at Reynoldstown",https://www.zillow.com/community/madison-yards-at-reynoldstown/2082390355_zpid/,"$699,900+",New construction,3 bds,5 ba,"2,907 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$241,"$3,534",,,,
"3729 Landau Ln SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3729-Landau-Ln-SW-Atlanta-GA-30331/65464765_zpid/,"$235,000",House for sale,3 bds,3 ba,"2,590 sqft",,Single Family,2000,Forced air,Central,No Data,"9,583 sqft",$91,"$1,253",$210/mo,$82/mo,$41/mo,Not included
"E404 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2087593735_zpid/,"$629,900+",New construction,1 bd,2 ba,"1,322 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,$476,"$3,181",,,,
"965 Laurelmont Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/965-Laurelmont-Dr-SW-Atlanta-GA-30311/35870016_zpid/,"$263,000",House for sale,4 bds,3 ba,"2,262 sqft",,Single Family,1960,Other,Central,No Data,0.45 acres,$116,"$1,291",$235/mo,$92/mo,$0/mo,Not included
"1512 Olympian Way SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1512-Olympian-Way-SW-Atlanta-GA-30310/35847551_zpid/,"$289,900",House for sale,3 bds,2 ba,"1,900 sqft",,Single Family,1930,Forced air,Central,Detached Garage,"8,712 sqft",$153,"$1,424",$258/mo,$101/mo,$0/mo,Not included
"632 Eloise St SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/632-Eloise-St-SE-Atlanta-GA-30312/69375409_zpid/,"$707,000",Make Me Move®,4 bds,3.5 ba,"2,385 sqft",,Single Family,2015,Forced air,Central,2 spaces,"5,357 sqft",$296,"$3,570",$630/mo,$247/mo,$0/mo,Not included
"939 Prospect Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/939-Prospect-Ave-SE-Atlanta-GA-30316/35828651_zpid/,"$650,000",House for sale,4 bds,4 ba,"2,569 sqft",,Single Family,1950,Forced air,Central,No Data,"8,494 sqft",$253,"$3,282",$580/mo,$228/mo,$0/mo,Not included
"211 S Howard St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/211-S-Howard-St-SE-Atlanta-GA-30317/14457272_zpid/,"$570,000",For sale by owner,0.4 acres lot,,,None,,,,,,,,"$2,820",$527/mo,$200/mo,$0/mo,Not included
"214 Judy Ln SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/214-Judy-Ln-SW-Atlanta-GA-30315/35886541_zpid/,"$195,000",House for sale,3 bds,2 ba,"1,308 sqft",,Single Family,1960,Forced air,Central,2 spaces,0.28 acres,$149,"$1,005",$174/mo,$68/mo,$0/mo,Not included
"Kenilworth Plan, Cascades",https://www.zillow.com/community/cascades/2084012313_zpid/,"$225,900+",New construction,3 bds,2.5 ba,"1,737 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$130,"$1,165",,,,
"532 Mead St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/532-Mead-St-SE-Atlanta-GA-30315/35877296_zpid/,"$809,000",Make Me Move®,4 bds,3 ba,"2,348 sqft",,Single Family,2017,Forced air,Central,4 spaces,"6,852 sqft",$255,"$4,085",$721/mo,$283/mo,$0/mo,Not included
"A108 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2085929966_zpid/,"$385,900+",New construction,1 bd,1 ba,811 sqft,,Condo,2019,No Data,No Data,2 spaces,No Data,$476,"$1,895",,,,
"1229 Veltre Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1229-Veltre-Cir-SW-Atlanta-GA-30311/35866739_zpid/,"Est. $162,014",Pre-foreclosure / Auction,2 bds,2 ba,"1,607 sqft",,Single Family,1954,Other,Central,1 space,0.5 acres,,$835,$144/mo,$57/mo,$0/mo,Not included
"170 Boulevard SE APT H120, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-APT-H120-Atlanta-GA-30312/2082317217_zpid/,"$415,000",House for sale,1 bd,1 ba,"1,003 sqft",,Single Family,2006,Forced air,"Central, Other",No Data,"1,001 sqft",$414,"$2,038",$370/mo,$145/mo,$0/mo,Not included
"314 Brooks Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/314-Brooks-Ave-SW-Atlanta-GA-30310/35857912_zpid/,"$219,000",House for sale,3 bds,2 ba,"1,011 sqft",,Single Family,1960,Forced air,Central,No Data,"4,791 sqft",$217,"$1,129",$195/mo,$77/mo,$0/mo,Not included
"175 Mathewson Pl SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/175-Mathewson-Pl-SW-Atlanta-GA-30314/35843830_zpid/,"$275,000",Foreclosure,3 bds,2 ba,951 sqft,,Single Family,1940,Forced air,Central,4 spaces,"10,018 sqft",$289,"$1,350",$245/mo,$96/mo,$0/mo,Not included
