Address,Title_link,Sale price,list-card-type,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal and interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"9524 Schenck St # 1, Brooklyn, NY 11236",https://www.zillow.com/homedetails/9524-Schenck-St-1-Brooklyn-NY-11236/79719728_zpid/,"$355,900",Condo for sale,2 bds,1 ba,"1,400 sqft","$342,071",Condo,No Data,No Data,No Data,No Data,Yes,$254,Great solar potentialSun Number™: 88.59,"$1,775","$1,458/mo",$0/mo,$193/mo,$125/mo,Unspecified fee required,Not included
"15086 116th Rd, Jamaica, NY 11434",https://www.zillow.com/homedetails/15086-116th-Rd-Jamaica-NY-11434/32186448_zpid/,"$440,000",House for sale,2 bds,1 ba,"1,055 sqft","$432,968",Single Family,1925,No Data,No Data,Attached Garage,"2,000 sqft",$417,Great solar potentialSun Number™: 75.01,"$2,264","$1,802/mo",$0/mo,$308/mo,$154/mo,$0/mo,Not included
"149 Marine Ave APT 1C, Brooklyn, NY 11209",https://www.zillow.com/homedetails/149-Marine-Ave-APT-1C-Brooklyn-NY-11209/245056409_zpid/,"$439,000",Co-op for sale,1 bd,1 ba,"88,530 sqft","$427,969",Cooperative,1962,No Data,No Data,Attached Garage,$5,,Great solar potentialSun Number™: 83.8,"$2,820","$1,798/mo",$0/mo,$238/mo,$154/mo,$630/mo,Not included
"11102 14th Ave, Flushing, NY 11356",https://www.zillow.com/homedetails/11102-14th-Ave-Flushing-NY-11356/32023005_zpid/,"$1,250,000",Apartment for sale,7 bds,3 ba,940 sqft,"$1,173,604",Multi Family,1910,No Data,No Data,No Data,"$1,330",,Great solar potentialSun Number™: 83.8,"$6,299","$4,986/mo",$0/mo,$875/mo,$438/mo,$0/mo,Not included
"130 W 79th St APT 5B, New York, NY 10024",https://www.zillow.com/homedetails/130-W-79th-St-APT-5B-New-York-NY-10024/31521902_zpid/,"$650,000",Condo for sale,Studio,1 ba,480 sqft,"$634,543",Condo,1987,No Data,No Data,No Data,$637/month,"$1,354",Great solar potentialSun Number™: 94.99,"$3,863","$2,521/mo",$0/mo,$477/mo,$228/mo,$637/mo,Not included
"188 Richmond Hill Rd, Staten Island, NY 10314",https://www.zillow.com/homedetails/188-Richmond-Hill-Rd-Staten-Island-NY-10314/32314615_zpid/,"$279,000",For sale by owner,1 bd,1 ba,661 sqft,"$252,197",Townhouse,1986,Gas,No Data,1 space,662 sqft,$422,Great solar potentialSun Number™: 91.02,"$1,590","$1,143/mo",$0/mo,$202/mo,$98/mo,$147/mo,Not included
"1570 E 22nd St, Brooklyn, NY 11210",https://www.zillow.com/homedetails/1570-E-22nd-St-Brooklyn-NY-11210/30726628_zpid/,"$849,000",House for sale,3 bds,2 ba,"1,474 sqft","$823,055",Single Family,1920,No Data,No Data,On street,"1,900 sqft",$576,Great solar potentialSun Number™: 87.85,"$4,050","$3,293/mo",$0/mo,$460/mo,$297/mo,$0/mo,Not included
"961 52nd St, Brooklyn, NY 11219",https://www.zillow.com/homedetails/961-52nd-St-Brooklyn-NY-11219/30685908_zpid/,"$1,550,000",Apartment for sale,5 bds,2 ba,"3,480 sqft","$1,499,999",Multi Family,1905,No Data,No Data,No Data,$445,,Great solar potentialSun Number™: 87,"$7,565","$6,183/mo",$0/mo,$840/mo,$543/mo,$0/mo,Not included
"537 Correll Ave # B, Staten Island, NY 10309",https://www.zillow.com/homedetails/537-Correll-Ave-B-Staten-Island-NY-10309/2082089475_zpid/,"$399,999",Condo for sale,2 bds,1 ba,978 sqft,"$387,019",Condo,1985,Forced air,Central,No Data,No Data,$409,,"$2,068","$1,638/mo",$0/mo,$290/mo,$140/mo,$0/mo,Not included
"301 Beach 84th St, Rockaway Beach, NY 11693",https://www.zillow.com/homedetails/301-Beach-84th-St-Rockaway-Beach-NY-11693/79730764_zpid/,"$649,900",Foreclosure,6 bds,3 ba,"2,000 sqft","$514,734",Multi Family,2007,Other,No Data,No Data,$325,,Candidate for a community solar programSun Number™: 23,"$3,203","$2,521/mo",$0/mo,$455/mo,$227/mo,$0/mo,Not included
"9032 153rd Ave, Howard Beach, NY 11414",https://www.zillow.com/homedetails/9032-153rd-Ave-Howard-Beach-NY-11414/2130275172_zpid/,"$299,000",Co-op for sale,3 bds,1 ba,-- sqft,"$290,153",Cooperative,1960,Other,"Other, Wall",1 space,No Data,,,"$2,174","$1,225/mo",$0/mo,$209/mo,$105/mo,$635/mo,Not included
"10921 133rd St, Jamaica, NY 11420",https://www.zillow.com/homedetails/10921-133rd-St-Jamaica-NY-11420/32171776_zpid/,"$530,000",House for sale,3 bds,2 ba,"1,400 sqft","$514,930",Single Family,1950,No Data,No Data,Attached Garage,"2,343 sqft",$379,Limited solar potentialSun Number™: 50.99,"$2,727","$2,171/mo",$0/mo,$371/mo,$186/mo,$0/mo,Not included
"6628 53rd Dr, Flushing, NY 11378",https://www.zillow.com/homedetails/6628-53rd-Dr-Flushing-NY-11378/31982400_zpid/,"$1,558,000",Apartment for sale,7 bds,4 ba,"3,762 sqft","$1,444,601",Multi Family,1930,No Data,No Data,Attached Garage,$414,,Great solar potentialSun Number™: 95,"$7,851","$6,215/mo",$0/mo,"$1,091/mo",$545/mo,$0/mo,Not included
"171 Wellington Ct APT 3J, Staten Island, NY 10314",https://www.zillow.com/homedetails/171-Wellington-Ct-APT-3J-Staten-Island-NY-10314/32317074_zpid/,"$385,000",Condo for sale,2 bds,2 ba,"1,080 sqft","$375,053",Condo,1988,Electric,No Data,No Data,No Data,$356,Great solar potentialSun Number™: 81.42,"$1,991","$1,577/mo",$0/mo,$279/mo,$135/mo,$0/mo,Not included
"11811 Riverton St, Jamaica, NY 11412",https://www.zillow.com/homedetails/11811-Riverton-St-Jamaica-NY-11412/64671502_zpid/,"$829,000",Apartment for sale,5 bds,3 ba,"1,972 sqft","$807,311",Multi Family,2004,No Data,No Data,No Data,$420,,Great solar potentialSun Number™: 87.81,"$4,086","$3,216/mo",$0/mo,$580/mo,$290/mo,$0/mo,Not included
"8812 151st Ave APT 6G, Howard Beach, NY 11414",https://www.zillow.com/homedetails/8812-151st-Ave-APT-6G-Howard-Beach-NY-11414/245398109_zpid/,"$179,000",Co-op for sale,1 bd,1 ba,"149,000 sqft","$176,613",Cooperative,1964,No Data,No Data,Attached Garage,$1,,Great solar potentialSun Number™: 80.59,"$1,563",$747/mo,$0/mo,$125/mo,$63/mo,$628/mo,Not included
"26 Oliver St APT 3D, Brooklyn, NY 11209",https://www.zillow.com/homedetails/26-Oliver-St-APT-3D-Brooklyn-NY-11209/245028979_zpid/,"$450,000",Co-op for sale,2 bds,1 ba,"16,500 sqft","$436,619",Cooperative,1979,No Data,No Data,No Data,$27,,Great solar potentialSun Number™: 92.6,"$2,936","$1,843/mo",$0/mo,$244/mo,$158/mo,$692/mo,Not included
"67 Alexander Ave, Staten Island, NY 10312",https://www.zillow.com/homedetails/67-Alexander-Ave-Staten-Island-NY-10312/32358729_zpid/,"$569,888",House for sale,3 bds,2 ba,"1,200 sqft",,Single Family,1980,Forced air,Central,No Data,"2,513 sqft",$475,Great solar potentialSun Number™: 87.82,"$2,823","$2,211/mo",$0/mo,$413/mo,$199/mo,$0/mo,Not included
"80 Hitchcock Ave, Staten Island, NY 10306",https://www.zillow.com/homedetails/80-Hitchcock-Ave-Staten-Island-NY-10306/32338392_zpid/,"$540,000",House for sale,3 bds,3 ba,"1,216 sqft",,Single Family,1965,Forced air,No Data,No Data,"3,598 sqft",$444,Limited solar potentialSun Number™: 56.62,"$2,792","$2,212/mo",$0/mo,$392/mo,$189/mo,$0/mo,Not included
"23010 Edgewood Ave, Laurelton, NY",https://www.zillow.com/homedetails/23010-Edgewood-Ave-Laurelton-NY-11413/32209413_zpid/,"$1,039,000",New construction,6 bds,5 ba,"4,000 sqft","$997,439",Multi Family,2019,No Data,Central,No Data,$260,,Great solar potentialSun Number™: 87.01,"$5,236","$4,145/mo",$0/mo,$727/mo,$364/mo,$0/mo,Not included
"37 Montauk Pl, Staten Island, NY 10314",https://www.zillow.com/homedetails/37-Montauk-Pl-Staten-Island-NY-10314/143720176_zpid/,"$862,000",House for sale,3 bds,2 ba,"1,598 sqft","$826,113",Single Family,1955,Gas,Central,Attached Garage,"5,998 sqft",$539,Great solar potentialSun Number™: 95.02,"$4,270","$3,344/mo",$0/mo,$625/mo,$302/mo,$0/mo,Not included
"1094 Bushwick Ave # FOUR-FAMIL, Brooklyn, NY 11221",https://www.zillow.com/homedetails/1094-Bushwick-Ave-FOUR-FAMIL-Brooklyn-NY-11221/2082090704_zpid/,"$1,650,000",Apartment for sale,10 bds,5 ba,-- sqft,"$1,591,696",Multi Family,1931,No Data,No Data,No Data,No Data,,Great solar potentialSun Number™: 95.05,"$8,053","$6,582/mo",$0/mo,$894/mo,$578/mo,$0/mo,Not included
"615 E 2nd St # THS, Brooklyn, NY 11218",https://www.zillow.com/homedetails/615-E-2nd-St-THS-Brooklyn-NY-11218/2082090703_zpid/,"$1,525,000",Apartment for sale,6 bds,5 ba,"3,000 sqft","$1,475,806",Multi Family,1910,No Data,Central,No Data,$508,,Candidate for a community solar programSun Number™: 23.05,"$7,443","$6,083/mo",$0/mo,$826/mo,$534/mo,$0/mo,Not included
"785 Monroe St, Brooklyn, NY 11221",https://www.zillow.com/homedetails/785-Monroe-St-Brooklyn-NY-11221/30603554_zpid/,"$2,100,000",Apartment for sale,5 bds,5 ba,"2,400 sqft","$2,020,578",Multi Family,1899,No Data,No Data,No Data,$875,,Candidate for a community solar programSun Number™: 23.05,"$10,250","$8,377/mo",$0/mo,"$1,138/mo",$735/mo,$0/mo,Not included
"505 E 79th St APT 8F, New York, NY 10075",https://www.zillow.com/homedetails/505-E-79th-St-APT-8F-New-York-NY-10075/244884012_zpid/,"$649,000",Co-op for sale,1 bd,1 ba,630 sqft,"$635,843",Cooperative,1963,No Data,Central,45 spaces,"$1,030",,Great solar potentialSun Number™: 94.19,"$4,356","$2,518/mo",$0/mo,$476/mo,$227/mo,"$1,135/mo",Not included
"160 Ave, Howard Beach, NY 11414",https://www.zillow.com/homedetails/160-Ave-Howard-Beach-NY-11414/2082402903_zpid/,"$769,000",House for sale,4 bds,2 ba,-- sqft,"$752,521",Single Family,1930,Other,No Data,No Data,"2,321 sqft",No Data,,"$3,790","$2,983/mo",$0/mo,$538/mo,$269/mo,$0/mo,Not included
"(undisclosed Address), Howard Beach, NY 11414",https://www.zillow.com/homedetails/(undisclosed-Address)-Howard-Beach-NY-11414/2082090727_zpid/,"$849,000",House for sale,4 bds,3 ba,-- sqft,,Single Family,1960,Other,Central,No Data,"3,598 sqft",No Data,,"$4,185","$3,293/mo",$0/mo,$594/mo,$297/mo,$0/mo,Not included
"11231 207th St, Queens Village, NY 11429",https://www.zillow.com/homedetails/11231-207th-St-Queens-Village-NY-11429/2110272812_zpid/,"$649,000",House for sale,3 bds,2 ba,"1,600 sqft","$636,273",Single Family,1920,Gas,No Data,Detached Garage,"3,001 sqft",$406,Great solar potentialSun Number™: 78.21,"$3,199","$2,518/mo",$0/mo,$454/mo,$227/mo,$0/mo,Not included
"306 Plan, The Belnord",https://www.zillow.com/community/belnord/2086854198_zpid/,"$6,450,000+",New construction,3 bds,4 ba,"2,573 sqft","$6,149,991",Condo,2019,No Data,No Data,No Data,No Data,"$2,507",,"$32,717",,,,,,
"10 West St APT 18A, New York, NY 10004",https://www.zillow.com/homedetails/10-West-St-APT-18A-New-York-NY-10004/2082091115_zpid/,"$3,700,000",Condo for sale,3 bds,4 ba,"1,944 sqft","$3,487,220",Condo,2003,No Data,Central,No Data,"$2,753/month","$1,903",,"$21,521","$14,760/mo",$0/mo,"$2,713/mo","$1,295/mo","$2,753/mo",Not included
"783 Monroe St # DLX, Brooklyn, NY 11221",https://www.zillow.com/homedetails/783-Monroe-St-DLX-Brooklyn-NY-11221/2082091113_zpid/,"$1,450,000",Condo for sale,3 bds,3 ba,"2,200 sqft","$1,422,001",Condo,1899,No Data,Central,No Data,$490/month,$659,Limited solar potentialSun Number™: 54.25,"$7,567","$5,784/mo",$0/mo,$785/mo,$508/mo,$490/mo,Not included
"471 State St, Brooklyn, NY 11217",https://www.zillow.com/homedetails/471-State-St-Brooklyn-NY-11217/30566343_zpid/,"$6,195,000",Townhouse for sale,4 bds,3 ba,"4,040 sqft","$6,077,177",Townhouse,1899,No Data,Central,No Data,"2,000 sqft","$1,533",Great solar potentialSun Number™: 89.45,"$30,236","$24,712/mo",$0/mo,"$3,356/mo","$2,168/mo",$0/mo,Not included
"655 41st St APT 4A, Brooklyn, NY 11232",https://www.zillow.com/homedetails/655-41st-St-APT-4A-Brooklyn-NY-11232/112076191_zpid/,"$710,000",Co-op for sale,3 bds,1 ba,850 sqft,"$710,002",Cooperative,No Data,No Data,No Data,No Data,$835,,Great solar potentialSun Number™: 72.6,"$3,987","$2,754/mo",$0/mo,$385/mo,$249/mo,$600/mo,Not included
"235 Lincoln Pl APT 6B, Brooklyn, NY 11217",https://www.zillow.com/homedetails/235-Lincoln-Pl-APT-6B-Brooklyn-NY-11217/119916578_zpid/,"$792,500",Co-op for sale,1 bd,1 ba,-- sqft,"$792,506",Cooperative,1937,No Data,No Data,No Data,No Data,,Great solar potentialSun Number™: 91.85,"$5,014","$3,074/mo",$0/mo,$429/mo,$277/mo,"$1,233/mo",Not included
"25 Sutton Pl S APT 16M, New York, NY 10022",https://www.zillow.com/homedetails/25-Sutton-Pl-S-APT-16M-New-York-NY-10022/87923575_zpid/,"$1,875,000",Co-op for sale,2 bds,2 ba,"1,500 sqft","$1,821,428",Cooperative,1959,No Data,No Data,No Data,"$1,250",,Great solar potentialSun Number™: 94.99,"$13,215","$7,480/mo",$0/mo,"$1,375/mo",$656/mo,"$3,704/mo",Not included
"303 W 66th St APT 2AW, New York, NY 10023",https://www.zillow.com/homedetails/303-W-66th-St-APT-2AW-New-York-NY-10023/72521547_zpid/,"$750,000",Co-op for sale,2 bds,1 ba,750 sqft,"$733,239",Cooperative,1962,Radiant,Wall,Attached Garage,"$1,000",,Great solar potentialSun Number™: 86.99,"$4,879","$2,909/mo",$0/mo,$550/mo,$263/mo,"$1,157/mo",Not included
"44 W 62nd St # 23DE, New York, NY 10023",https://www.zillow.com/homedetails/44-W-62nd-St-23DE-New-York-NY-10023/2110093497_zpid/,"$3,795,000",Co-op for sale,4 bds,4 ba,"2,100 sqft","$3,617,663",Cooperative,1974,No Data,No Data,No Data,"$1,807",,,"$24,164","$15,139/mo",$0/mo,"$2,783/mo","$1,328/mo","$4,914/mo",Not included
"2451 38th St # D8D9, Astoria, NY 11103",https://www.zillow.com/homedetails/2451-38th-St-D8D9-Astoria-NY-11103/2082091114_zpid/,"$975,000",Co-op for sale,2 bds,2 ba,-- sqft,"$961,004",Cooperative,1929,No Data,No Data,No Data,No Data,,,"$5,808","$3,889/mo",$0/mo,$683/mo,$341/mo,$895/mo,Not included
"100 United Nations Plz APT 42B, New York, NY 10017",https://www.zillow.com/homedetails/100-United-Nations-Plz-APT-42B-New-York-NY-10017/31531854_zpid/,"$2,700,000",Condo for sale,2 bds,3 ba,"1,590 sqft","$1,552,554",Condo,1984,No Data,Central,No Data,"$2,331/month","$1,698",Great solar potentialSun Number™: 94.98,"$16,027","$10,771/mo",$0/mo,"$1,980/mo",$945/mo,"$2,331/mo",Not included
"70 La Salle St APT 4C, New York, NY 10027",https://www.zillow.com/homedetails/70-La-Salle-St-APT-4C-New-York-NY-10027/80382303_zpid/,"$807,000",Co-op for sale,2 bds,1 ba,904 sqft,"$794,432",Cooperative,No Data,No Data,No Data,No Data,$893,,Great solar potentialSun Number™: 94.18,"$5,265","$3,130/mo",$0/mo,$592/mo,$282/mo,"$1,260/mo",Not included
"2628 Broadway APT 5B, New York, NY 10025",https://www.zillow.com/homedetails/2628-Broadway-APT-5B-New-York-NY-10025/83936779_zpid/,"$2,295,000",Condo for sale,3 bds,2 ba,"1,725 sqft","$2,208,577",Condo,2006,No Data,Central,No Data,"$1,898/month","$1,330",Candidate for a community solar programSun Number™: 22.99,"$13,539","$9,155/mo",$0/mo,"$1,683/mo",$803/mo,"$1,898/mo",Not included
"228 E 13th St APT 22, New York, NY 10003",https://www.zillow.com/homedetails/228-E-13th-St-APT-22-New-York-NY-10003/111711348_zpid/,"$549,000",Co-op for sale,1 bd,1 ba,500 sqft,"$535,750",Cooperative,1900,No Data,No Data,No Data,"$1,098",,Great solar potentialSun Number™: 80.59,"$3,897","$2,249/mo",$0/mo,$403/mo,$192/mo,"$1,054/mo",Not included
"253 W 16th St APT 6E, New York, NY 10011",https://www.zillow.com/homedetails/253-W-16th-St-APT-6E-New-York-NY-10011/114414594_zpid/,"$499,000",Co-op for sale,Studio,1 ba,450 sqft,"$487,017",Cooperative,1930,No Data,No Data,No Data,"$1,109",,Candidate for a community solar programSun Number™: 23.02,"$3,285","$2,044/mo",$0/mo,$366/mo,$175/mo,$701/mo,Not included
"440 E 79th St APT 8L, New York, NY 10075",https://www.zillow.com/homedetails/440-E-79th-St-APT-8L-New-York-NY-10075/244805830_zpid/,"$475,000",Co-op for sale,Studio,1 ba,"238,293 sqft","$471,410",Cooperative,1956,No Data,No Data,82 spaces,$2,,Great solar potentialSun Number™: 90.98,"$3,363","$1,946/mo",$0/mo,$348/mo,$166/mo,$903/mo,Not included
"137 E 15th St APT 1B, New York, NY 10003",https://www.zillow.com/homedetails/137-E-15th-St-APT-1B-New-York-NY-10003/244852142_zpid/,"$2,175,000",Co-op for sale,2 bds,2 ba,"8,920 sqft","$2,093,335",Cooperative,1910,No Data,No Data,No Data,$244,,Candidate for a community solar programSun Number™: 22.99,"$13,510","$8,676/mo",$0/mo,"$1,595/mo",$761/mo,"$2,477/mo",Not included
"337 E 50th St APT 1D, New York, NY 10022",https://www.zillow.com/homedetails/337-E-50th-St-APT-1D-New-York-NY-10022/122197782_zpid/,"$1,100,000",Co-op for sale,1 bd,2 ba,-- sqft,"$1,058,577",Cooperative,1960,No Data,No Data,No Data,No Data,,Great solar potentialSun Number™: 74.99,"$7,606","$4,388/mo",$0/mo,$807/mo,$385/mo,"$2,026/mo",Not included
"160 Central Park S # 401, New York, NY 10019",https://www.zillow.com/homedetails/160-Central-Park-S-401-New-York-NY-10019/143113624_zpid/,"$4,600,000",Condo for sale,3 bds,3 ba,"2,058 sqft","$4,373,854",Condo,1930,No Data,Central,No Data,"$5,985/month","$2,235",Great solar potentialSun Number™: 87.78,"$29,318","$18,350/mo",$0/mo,"$3,373/mo","$1,610/mo","$5,985/mo",Not included
"330 E 75th St APT 5D, New York, NY 10021",https://www.zillow.com/homedetails/330-E-75th-St-APT-5D-New-York-NY-10021/31538340_zpid/,"$625,000",Condo for sale,Studio,1 ba,505 sqft,"$604,166",Condo,1985,No Data,Central,No Data,$471/month,"$1,238",Great solar potentialSun Number™: 82.19,"$3,572","$2,424/mo",$0/mo,$458/mo,$219/mo,$471/mo,Not included
"515 W 29th St, New York, NY 10001",https://www.zillow.com/homedetails/515-W-29th-St-New-York-NY-10001/2122538228_zpid/,"$8,500,000",Condo for sale,2 bds,3 ba,"2,455 sqft","$8,036,707",Condo,2018,No Data,No Data,No Data,"$4,491/month","$3,462",Great solar potentialSun Number™: 91.82,"$47,607","$33,907/mo",$0/mo,"$6,233/mo","$2,975/mo","$4,491/mo",Not included
"258 Kosciuszko St, Brooklyn, NY 11221",https://www.zillow.com/homedetails/258-Kosciuszko-St-Brooklyn-NY-11221/30607962_zpid/,"$1,950,000",Townhouse for sale,5 bds,4 ba,"2,660 sqft","$1,812,722",Townhouse,1899,No Data,Central,No Data,"1,875 sqft",$733,Great solar potentialSun Number™: 94.25,"$9,517","$7,779/mo",$0/mo,"$1,056/mo",$683/mo,$0/mo,Not included
"7840 81st St, Glendale, NY 11385",https://www.zillow.com/homedetails/7840-81st-St-Glendale-NY-11385/32018533_zpid/,"$899,000",Apartment for sale,5 bds,2 ba,"1,976 sqft","$876,155",Multi Family,1920,Other,No Data,No Data,$455,,Great solar potentialSun Number™: 91,"$4,431","$3,487/mo",$0/mo,$629/mo,$315/mo,$0/mo,Not included
"220 E 87th St APT 5E, New York, NY 10128",https://www.zillow.com/homedetails/220-E-87th-St-APT-5E-New-York-NY-10128/72532145_zpid/,"$349,000",Co-op for sale,Studio,1 ba,425 sqft,,Cooperative,1960,No Data,No Data,No Data,$821,,Great solar potentialSun Number™: 94.19,"$2,733","$1,429/mo",$0/mo,$256/mo,$122/mo,$925/mo,Not included
"165 Park Row APT 5B, New York, NY 10038",https://www.zillow.com/homedetails/165-Park-Row-APT-5B-New-York-NY-10038/244873404_zpid/,"$930,000",Co-op for sale,2 bds,1 ba,"1,100 sqft","$903,907",Cooperative,1960,No Data,No Data,1 space,$845,,,"$6,006","$3,710/mo",$0/mo,$682/mo,$326/mo,"$1,289/mo",Not included
"5518 96th St, Flushing, NY 11368",https://www.zillow.com/homedetails/5518-96th-St-Flushing-NY-11368/31973935_zpid/,"$799,000",House for sale,3 bds,2 ba,"1,295 sqft","$768,303",Single Family,1935,No Data,Other,Attached Garage,"2,199 sqft",$617,Limited solar potentialSun Number™: 59,"$3,938","$3,099/mo",$0/mo,$559/mo,$280/mo,$0/mo,Not included
"278 Nassau Ave # 2B, Brooklyn, NY 11222",https://www.zillow.com/homedetails/278-Nassau-Ave-2B-Brooklyn-NY-11222/2082092288_zpid/,"$1,299,000",Condo for sale,2 bds,1 ba,"1,124 sqft","$1,270,133",Condo,2018,No Data,Central,No Data,$341/month,"$1,156",,"$6,681","$5,182/mo",$0/mo,$704/mo,$455/mo,$341/mo,Not included
"278 Nassau Ave # 2A, Brooklyn, NY 11222",https://www.zillow.com/homedetails/278-Nassau-Ave-2A-Brooklyn-NY-11222/2082092289_zpid/,"$975,000",Condo for sale,1 bd,2 ba,"1,094 sqft","$970,000",Condo,2018,No Data,Central,No Data,$237/month,$891,,"$4,996","$3,889/mo",$0/mo,$528/mo,$341/mo,$237/mo,Not included
"40 Brighton 1 Rd # 3H, Brooklyn, NY 11235",https://www.zillow.com/homedetails/40-Brighton-1-Rd-3H-Brooklyn-NY-11235/2082092744_zpid/,"$579,000",Co-op for sale,2 bds,1 ba,"1,200 sqft","$552,085",Cooperative,1963,No Data,Central,No Data,$482,,,"$3,778","$2,246/mo",$0/mo,$314/mo,$203/mo,"$1,016/mo",Not included
"180 Nostrand Ave # 2, Brooklyn, NY 11205",https://www.zillow.com/homedetails/180-Nostrand-Ave-2-Brooklyn-NY-11205/2082092745_zpid/,"$1,250,000",Apartment for sale,6 bds,2 ba,"3,500 sqft","$1,175,510",Multi Family,1901,No Data,No Data,No Data,$357,,,"$6,101","$4,986/mo",$0/mo,$677/mo,$438/mo,$0/mo,Not included
"4905 Colden St, Flushing, NY 11355",https://www.zillow.com/homedetails/4905-Colden-St-Flushing-NY-11355/32041492_zpid/,"$1,388,888",Apartment for sale,3 bds,2 ba,"1,121 sqft","$1,322,750",Multi Family,1950,No Data,No Data,"Carport, On street, Attached Garage","$1,239",,Great solar potentialSun Number™: 95,"$6,999","$5,540/mo",$0/mo,$972/mo,$486/mo,$0/mo,Not included
"70 W 139th St APT 8C, New York, NY 10037",https://www.zillow.com/homedetails/70-W-139th-St-APT-8C-New-York-NY-10037/2082092746_zpid/,"$1,039,000",Condo for sale,3 bds,2 ba,"1,114 sqft","$1,014,408",Condo,2018,No Data,No Data,1 space,$782/month,$933,,"$6,052","$4,145/mo",$0/mo,$762/mo,$364/mo,$782/mo,Not included
