Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"1111 SW 1st Ave PH 4019, Miami, FL 33130",https://www.zillow.com/homedetails/1111-SW-1st-Ave-PH-4019-Miami-FL-33130/2134355838_zpid/,"$495,000",Condo for sale,"1,174 sqft","$465,517",Condo,2008,No Data,No Data,2 spaces,No Data,$422,,"$2,481","$1,846/mo",$0/mo,$462/mo,$173/mo,$0/mo,Not included
"2845 Shipping Ave # 2845, Coconut Grove, FL 33133",https://www.zillow.com/homedetails/2845-Shipping-Ave-2845-Coconut-Grove-FL-33133/2092379400_zpid/,"$589,000",Condo for sale,"1,500 sqft","$542,264",Condo,1989,Forced air,Central,2 spaces,$120/month,$393,,"$3,027","$2,151/mo",$0/mo,$550/mo,$206/mo,$120/mo,Not included
"1627 NW 18th St APT 304, Miami, FL 33125",https://www.zillow.com/homedetails/1627-NW-18th-St-APT-304-Miami-FL-33125/72565642_zpid/,"$173,000",For sale by owner,"1,043 sqft",,Condo,2006,Forced air,Central,2 spaces,$237/month,$166,Candidate for a community solar programSun Number™: 22.23,"$1,117",$658/mo,$0/mo,$161/mo,$61/mo,$237/mo,Not included
"488 NE 18th St UNIT 4010, Miami, FL 33132",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-4010-Miami-FL-33132/2088046479_zpid/,"$1,349,000",Condo for sale,"1,592 sqft","$1,281,549",Condo,2018,Electric,Other,2 spaces,"$1,150/month",$847,,"$8,138","$5,257/mo",$0/mo,"$1,259/mo",$472/mo,"$1,150/mo",Not included
"4250 Biscayne Blvd APT 1501, Miami, FL 33137",https://www.zillow.com/homedetails/4250-Biscayne-Blvd-APT-1501-Miami-FL-33137/125575843_zpid/,"$750,000",Condo for sale,"1,420 sqft","$706,284",Condo,2015,Forced air,Central,No Data,$934/month,$528,Great solar potentialSun Number™: 92.6,"$4,819","$2,923/mo",$0/mo,$700/mo,$263/mo,$934/mo,Not included
"999 SW 1st Ave # 1615, Miami, FL 33130",https://www.zillow.com/homedetails/999-SW-1st-Ave-1615-Miami-FL-33130/162032350_zpid/,"$325,000",Condo for sale,825 sqft,"$309,705",Condo,2015,Forced air,Central,1 space,$550/month,$394,Great solar potentialSun Number™: 94.3,"$2,179","$1,212/mo",$0/mo,$303/mo,$114/mo,$550/mo,Not included
"999 SW 1st Ave # 1615, Miami, FL 33130",https://www.zillow.com/homedetails/999-SW-1st-Ave-1615-Miami-FL-33130/162032350_zpid/,"$325,000",Condo for sale,825 sqft,"$309,705",Condo,2015,Forced air,Central,1 space,$550/month,$394,Great solar potentialSun Number™: 94.3,"$2,179","$1,212/mo",$0/mo,$303/mo,$114/mo,$550/mo,Not included
"6736 SW 13th St, Miami, FL 33144",https://www.zillow.com/homedetails/6736-SW-13th-St-Miami-FL-33144/44184928_zpid/,"$375,000",House for sale,"1,205 sqft","$362,620",Single Family,1976,Forced air,Central,1 space,"4,281 sqft",$311,Great solar potentialSun Number™: 87.74,"$1,880","$1,399/mo",$0/mo,$350/mo,$131/mo,$0/mo,Not included
"2 Grove Isle Dr # B710, Miami, FL 33133",https://www.zillow.com/homedetails/2-Grove-Isle-Dr-B710-Miami-FL-33133/43854393_zpid/,"$950,000",Coming soon,"2,424 sqft","$1,265,099",Condo,1980,Forced air,Central,Off street,"$2,128/month",$392,Great solar potentialSun Number™: 92.62,"$7,049","$3,702/mo",$0/mo,$887/mo,$333/mo,"$2,128/mo",Not included
"218 SE 14th St APT 2204, Miami, FL 33131",https://www.zillow.com/homedetails/218-SE-14th-St-APT-2204-Miami-FL-33131/72574323_zpid/,"$259,000",Condo for sale,820 sqft,"$248,639",Condo,2006,Forced air,Central,1 space,$700/month,$316,Great solar potentialSun Number™: 91.9,"$1,998",$966/mo,$0/mo,$242/mo,$91/mo,$700/mo,Not included
"151 SE 1st St APT 3511, Miami, FL 33131",https://www.zillow.com/homedetails/151-SE-1st-St-APT-3511-Miami-FL-33131/247680304_zpid/,"$465,000",Condo for sale,791 sqft,"$433,179",Condo,2016,Forced air,Central,No Data,$589/month,$588,Great solar potentialSun Number™: 94.3,"$2,920","$1,734/mo",$0/mo,$434/mo,$163/mo,$589/mo,Not included
"2195 SW 25th Ter, Miami, FL 33133",https://www.zillow.com/homedetails/2195-SW-25th-Ter-Miami-FL-33133/43854745_zpid/,"$665,000",House for sale,"1,739 sqft","$615,484",Single Family,1949,Forced air,Central,1 space,"7,365 sqft",$382,Great solar potentialSun Number™: 94.23,"$3,445","$2,591/mo",$0/mo,$621/mo,$233/mo,$0/mo,Not included
"131 Shore Dr W, Miami, FL 33133",https://www.zillow.com/homedetails/131-Shore-Dr-W-Miami-FL-33133/43853843_zpid/,"$1,647,000",House for sale,"3,899 sqft","$1,560,475",Single Family,1956,Forced air,Central,3 spaces,"10,362 sqft",$422,Great solar potentialSun Number™: 92.63,"$8,532","$6,418/mo",$0/mo,"$1,537/mo",$576/mo,$0/mo,Not included
"253 NE 2nd St APT 3105, Miami, FL 33132",https://www.zillow.com/homedetails/253-NE-2nd-St-APT-3105-Miami-FL-33132/92442876_zpid/,"$320,000",Condo for sale,632 sqft,"$301,176",Condo,2008,Forced air,Central,2 spaces,$451/month,$506,Great solar potentialSun Number™: 94.3,"$2,055","$1,193/mo",$0/mo,$299/mo,$112/mo,$451/mo,Not included
"5099 NW 7th St APT 1008, Miami, FL 33126",https://www.zillow.com/homedetails/5099-NW-7th-St-APT-1008-Miami-FL-33126/70589998_zpid/,"$220,000",Condo for sale,878 sqft,"$209,647",Condo,2003,Forced air,Central,1 space,$462/month,$251,Great solar potentialSun Number™: 93.42,"$1,581",$837/mo,$0/mo,$205/mo,$77/mo,$462/mo,Not included
"253 NE 2nd St APT 428, Miami, FL 33132",https://www.zillow.com/homedetails/253-NE-2nd-St-APT-428-Miami-FL-33132/92440237_zpid/,"$247,000",Condo for sale,865 sqft,"$231,007",Condo,2008,Electric,Central,No Data,$658/month,$286,Great solar potentialSun Number™: 94.3,"$1,915",$940/mo,$0/mo,$231/mo,$86/mo,$658/mo,Not included
"185 SW 7th St APT 2308, Miami, FL 33130",https://www.zillow.com/homedetails/185-SW-7th-St-APT-2308-Miami-FL-33130/82060734_zpid/,"$268,000",Condo for sale,783 sqft,"$254,970",Condo,2007,Forced air,Central,1 space,$550/month,$342,Great solar potentialSun Number™: 94.3,"$1,893","$1,000/mo",$0/mo,$250/mo,$94/mo,$550/mo,Not included
"200 Biscayne Boulevard Way APT 3514, Miami, FL 33131",https://www.zillow.com/homedetails/200-Biscayne-Boulevard-Way-APT-3514-Miami-FL-33131/2132761584_zpid/,"$380,000",Condo for sale,799 sqft,"$358,716",Condo,2008,Forced air,Central,1 space,No Data,$476,Great solar potentialSun Number™: 94.3,"$1,905","$1,417/mo",$0/mo,$355/mo,$133/mo,$0/mo,Not included
"601 NE 36th St APT 812, Miami, FL 33137",https://www.zillow.com/homedetails/601-NE-36th-St-APT-812-Miami-FL-33137/70773976_zpid/,"$900,000",Condo for sale,"1,870 sqft","$849,999",Condo,2005,Forced air,Central,1 space,No Data,$481,Great solar potentialSun Number™: 82.2,"$4,662","$3,507/mo",$0/mo,$840/mo,$315/mo,$0/mo,Not included
"2900 NE 7th Ave UNIT 3301, Miami, FL 33137",https://www.zillow.com/homedetails/2900-NE-7th-Ave-UNIT-3301-Miami-FL-33137/247651390_zpid/,"$690,000",Condo for sale,"1,060 sqft","$649,193",Condo,2017,Forced air,Central,No Data,"$3,045/month",$651,Great solar potentialSun Number™: 94.2,"$6,619","$2,689/mo",$0/mo,$644/mo,$242/mo,"$3,045/mo",Not included
"1090 NW North River Dr APT 504, Miami, FL 33136",https://www.zillow.com/homedetails/1090-NW-North-River-Dr-APT-504-Miami-FL-33136/82070416_zpid/,"$1,497,500",Condo for sale,"2,394 sqft","$1,411,188",Condo,2007,Forced air,Central,2 spaces,"$1,467/month",$626,Great solar potentialSun Number™: 94.23,"$9,224","$5,835/mo",$0/mo,"$1,398/mo",$524/mo,"$1,467/mo",Not included
"1541 Brickell Ave # B604, Miami, FL 33129",https://www.zillow.com/homedetails/1541-Brickell-Ave-B604-Miami-FL-33129/43869851_zpid/,"$610,000",Condo for sale,"1,640 sqft","$576,973",Condo,1981,Forced air,Central,Attached Garage,$606/month,$372,Great solar potentialSun Number™: 92.7,"$3,766","$2,377/mo",$0/mo,$569/mo,$214/mo,$606/mo,Not included
"151 SE 15th Rd APT 1701, Miami, FL 33129",https://www.zillow.com/homedetails/151-SE-15th-Rd-APT-1701-Miami-FL-33129/43870516_zpid/,"$699,000",Condo for sale,"1,641 sqft","$660,789",Condo,1983,Forced air,Central,1 space,"$1,349/month",$426,Great solar potentialSun Number™: 81.5,"$4,970","$2,724/mo",$0/mo,$652/mo,$245/mo,"$1,349/mo",Not included
"1736 SW 14th St, Miami, FL 33145",https://www.zillow.com/homedetails/1736-SW-14th-St-Miami-FL-33145/43850159_zpid/,"$550,000",House for sale,"1,325 sqft","$516,072",Single Family,1945,Forced air,Central,1 space,"5,148 sqft",$415,Great solar potentialSun Number™: 83.83,"$2,757","$2,051/mo",$0/mo,$513/mo,$193/mo,$0/mo,Not included
"6461 SW 6th St, Miami, FL 33144",https://www.zillow.com/homedetails/6461-SW-6th-St-Miami-FL-33144/43835199_zpid/,"$425,000",House for sale,"1,706 sqft","$408,426",Single Family,1947,Forced air,Central,No Data,"6,499 sqft",$249,Great solar potentialSun Number™: 94.14,"$2,317","$1,585/mo",$0/mo,$397/mo,$149/mo,$187/mo,Not included
"3060 Orange St # 3060, Miami, FL 33133",https://www.zillow.com/homedetails/3060-Orange-St-3060-Miami-FL-33133/2082096921_zpid/,"$925,000",Townhouse for sale,"2,580 sqft","$885,326",Townhouse,1998,Forced air,Central,Attached Garage,No Data,$359,,"$5,187","$3,604/mo",$0/mo,$863/mo,$324/mo,$395/mo,Not included
"1200 Brickell Bay Dr APT 1704, Miami, FL 33131",https://www.zillow.com/homedetails/1200-Brickell-Bay-Dr-APT-1704-Miami-FL-33131/64572489_zpid/,"$294,000",Condo for sale,825 sqft,"$279,757",Condo,2005,Forced air,Central,1 space,$584/month,$356,Great solar potentialSun Number™: 94.3,"$2,058","$1,096/mo",$0/mo,$274/mo,$103/mo,$584/mo,Not included
"1627 Brickell Ave APT 2303, Miami, FL 33129",https://www.zillow.com/homedetails/1627-Brickell-Ave-APT-2303-Miami-FL-33129/43870408_zpid/,"$519,000",Condo for sale,"1,316 sqft","$489,930",Condo,1983,Forced air,Central,No Data,"$1,087/month",$394,Great solar potentialSun Number™: 93.5,"$3,689","$1,936/mo",$0/mo,$484/mo,$182/mo,"$1,087/mo",Not included
"3347 SW 24th St, Miami, FL 33145",https://www.zillow.com/homedetails/3347-SW-24th-St-Miami-FL-33145/43857619_zpid/,"$575,000",Apartment for sale,"2,235 sqft","$546,251",Multi Family,1967,Forced air,Central,Carport,$257,,Great solar potentialSun Number™: 94.23,"$2,838","$2,100/mo",$0/mo,$537/mo,$201/mo,$0/mo,Not included
"3301 NE 5th Ave APT 521, Miami, FL 33137",https://www.zillow.com/homedetails/3301-NE-5th-Ave-APT-521-Miami-FL-33137/43830992_zpid/,"$165,000",Condo for sale,670 sqft,"$157,283",Condo,1961,Forced air,Central,Detached Garage,$498/month,$246,Great solar potentialSun Number™: 94.2,"$1,338",$628/mo,$0/mo,$154/mo,$58/mo,$498/mo,Not included
"501 NE 31st St UNIT 3708, Miami, FL",https://www.zillow.com/homedetails/501-NE-31st-St-UNIT-3708-Miami-FL-33137/2084922496_zpid/,"$697,500",New construction,"1,084 sqft","$659,490",Condo,2018,Electric,No Data,1 space,$778/month,$643,,"$4,391","$2,718/mo",$0/mo,$651/mo,$244/mo,$778/mo,Not included
"495 Brickell Ave APT 5010, Miami, FL 33131",https://www.zillow.com/homedetails/495-Brickell-Ave-APT-5010-Miami-FL-33131/92449662_zpid/,"$724,900",Condo for sale,"1,327 sqft","$680,518",Condo,2009,Forced air,Central,Attached Garage,$110/month,$546,Great solar potentialSun Number™: 87.9,"$3,865","$2,825/mo",$0/mo,$677/mo,$254/mo,$110/mo,Not included
"2645 S Bayshore Dr APT 703, Miami, FL 33133",https://www.zillow.com/homedetails/2645-S-Bayshore-Dr-APT-703-Miami-FL-33133/43863530_zpid/,"$1,699,000",Condo for sale,"2,240 sqft","$1,585,417",Condo,1996,Forced air,Central,No Data,"$1,854/month",$758,Great solar potentialSun Number™: 87.82,"$10,655","$6,621/mo",$0/mo,"$1,586/mo",$595/mo,"$1,854/mo",Not included
"720 NE 69th St APT 19W, Miami, FL 33138",https://www.zillow.com/homedetails/720-NE-69th-St-APT-19W-Miami-FL-33138/43829416_zpid/,"$545,000",Condo for sale,"1,763 sqft",,Condo,1972,Forced air,Central,4 spaces,"$1,216/month",$309,Great solar potentialSun Number™: 83,"$3,948","$2,033/mo",$0/mo,$509/mo,$191/mo,"$1,216/mo",Not included
"1010 Brickell Ave UNIT 4001, Miami, FL",https://www.zillow.com/homedetails/1010-Brickell-Ave-UNIT-4001-Miami-FL-33131/247680377_zpid/,"$1,150,000",New construction,"1,753 sqft","$1,091,772",Condo,2017,Forced air,No Data,No Data,No Data,$656,Great solar potentialSun Number™: 94.3,"$5,957","$4,481/mo",$0/mo,"$1,073/mo",$403/mo,$0/mo,Not included
"7601 SW 19th Ter, Miami, FL 33155",https://www.zillow.com/homedetails/7601-SW-19th-Ter-Miami-FL-33155/44184391_zpid/,"$365,000",House for sale,"1,032 sqft","$351,855",Single Family,1950,Forced air,Central,No Data,"8,102 sqft",$354,Good solar potentialSun Number™: 69.34,"$1,830","$1,361/mo",$0/mo,$341/mo,$128/mo,$0/mo,Not included
"1600 NE 1st Ave APT 2412, Miami, FL",https://www.zillow.com/homedetails/1600-NE-1st-Ave-APT-2412-Miami-FL-33132/2082099729_zpid/,"$464,100",New construction,850 sqft,"$433,933",Condo,2019,Forced air,Central,No Data,No Data,$546,,"$2,326","$1,731/mo",$0/mo,$433/mo,$162/mo,$0/mo,Not included
"3180 SW 22nd Ter # 807, Coral Gables, FL 33145",https://www.zillow.com/homedetails/3180-SW-22nd-Ter-807-Coral-Gables-FL-33145/72575954_zpid/,"$219,900",Condo for sale,694 sqft,"$211,276",Condo,2006,Forced air,Central,No Data,$494/month,$317,Great solar potentialSun Number™: 94.22,"$1,613",$837/mo,$0/mo,$205/mo,$77/mo,$494/mo,Not included
"1624 Tigertail Ave, Miami, FL 33133",https://www.zillow.com/homedetails/1624-Tigertail-Ave-Miami-FL-33133/43854027_zpid/,"$1,150,000",House for sale,"2,317 sqft","$1,091,178",Single Family,1939,Forced air,Central,No Data,0.27 acres,$496,Great solar potentialSun Number™: 92.63,"$5,957","$4,481/mo",$0/mo,"$1,073/mo",$403/mo,$0/mo,Not included
"677 SW 9th Ave APT 311, Miami, FL 33130",https://www.zillow.com/homedetails/677-SW-9th-Ave-APT-311-Miami-FL-33130/43865859_zpid/,"$169,000",Condo for sale,801 sqft,"$159,046",Condo,1972,Forced air,Central,1 space,$177/month,$211,Great solar potentialSun Number™: 86.23,"$1,037",$643/mo,$0/mo,$158/mo,$59/mo,$177/mo,Not included
"8101 Biscayne Blvd # R-511, Miami, FL 33138",https://www.zillow.com/homedetails/8101-Biscayne-Blvd-R-511-Miami-FL-33138/82413447_zpid/,"$209,000",Condo for sale,537 sqft,"$198,567",Condo,1968,Forced air,Central,1 space,$299/month,$389,Great solar potentialSun Number™: 94.2,"$1,362",$795/mo,$0/mo,$195/mo,$73/mo,$299/mo,Not included
"4756 Bay Point Rd, Miami, FL 33137",https://www.zillow.com/homedetails/4756-Bay-Point-Rd-Miami-FL-33137/43830034_zpid/,"$1,675,000",House for sale,"2,390 sqft","$1,512,285",Single Family,1957,Forced air,Central,2 spaces,0.45 acres,$701,Great solar potentialSun Number™: 87,"$8,998","$6,527/mo",$0/mo,"$1,563/mo",$586/mo,$321/mo,Not included
"480 NE 31st St UNIT 1701, Miami, FL",https://www.zillow.com/homedetails/480-NE-31st-St-UNIT-1701-Miami-FL-33137/2082101240_zpid/,"$1,350,900",New construction,-- sqft,"$1,279,043",Condo,2019,Electric,Other,No Data,"$1,100/month",No Data,,"$8,098","$5,264/mo",$0/mo,"$1,261/mo",$473/mo,"$1,100/mo",Not included
"1250 S Miami Ave APT 915, Miami, FL 33130",https://www.zillow.com/homedetails/1250-S-Miami-Ave-APT-915-Miami-FL-33130/70767372_zpid/,"$355,000",Condo for sale,"1,116 sqft","$332,101",Condo,2004,Forced air,Central,1 space,$705/month,$318,Great solar potentialSun Number™: 94.3,"$2,485","$1,324/mo",$0/mo,$331/mo,$124/mo,$705/mo,Not included
"2333 Brickell Ave APT 215, Miami, FL 33129",https://www.zillow.com/homedetails/2333-Brickell-Ave-APT-215-Miami-FL-33129/43867327_zpid/,"$374,900",Condo for sale,"1,100 sqft",,Condo,1974,Forced air,Central,1 space,$626/month,$341,Great solar potentialSun Number™: 93.5,"$2,505","$1,398/mo",$0/mo,$350/mo,$131/mo,$626/mo,Not included
"8020 SW 17th St, Miami, FL 33155",https://www.zillow.com/homedetails/8020-SW-17th-St-Miami-FL-33155/44183104_zpid/,"$498,500",House for sale,"1,716 sqft","$473,522",Single Family,1957,Forced air,Central,No Data,"7,501 sqft",$291,Great solar potentialSun Number™: 94.14,"$2,499","$1,859/mo",$0/mo,$465/mo,$174/mo,$0/mo,Not included
"485 Brickell Ave APT 2410, Miami, FL 33131",https://www.zillow.com/homedetails/485-Brickell-Ave-APT-2410-Miami-FL-33131/92439669_zpid/,"$850,000",Condo for sale,"1,347 sqft","$800,518",Condo,2009,Forced air,Central,1 space,"$1,411/month",$631,Great solar potentialSun Number™: 94.3,"$5,814","$3,312/mo",$0/mo,$793/mo,$298/mo,"$1,411/mo",Not included
"200 Biscayne Boulevard Way APT 506, Miami, FL 33131",https://www.zillow.com/homedetails/200-Biscayne-Boulevard-Way-APT-506-Miami-FL-33131/2082103094_zpid/,"$875,000",Condo for sale,"1,607 sqft","$826,156",Condo,2008,Forced air,Central,Attached Garage,"$1,450/month",$544,Great solar potentialSun Number™: 94.3,"$5,983","$3,410/mo",$0/mo,$817/mo,$306/mo,"$1,450/mo",Not included
"3500 Coral Way APT 410, Miami, FL 33145",https://www.zillow.com/homedetails/3500-Coral-Way-APT-410-Miami-FL-33145/62926306_zpid/,"$299,000",Condo for sale,842 sqft,"$285,808",Condo,2002,Forced air,Central,No Data,$433/month,$355,Great solar potentialSun Number™: 91.03,"$1,932","$1,115/mo",$0/mo,$279/mo,$105/mo,$433/mo,Not included
"5077 NW 7th St APT 414, Miami, FL 33126",https://www.zillow.com/homedetails/5077-NW-7th-St-APT-414-Miami-FL-33126/70773139_zpid/,"$185,000",Condo for sale,685 sqft,"$178,280",Condo,2003,Forced air,Central,1 space,$328/month,$270,Great solar potentialSun Number™: 93.42,"$1,269",$704/mo,$0/mo,$173/mo,$65/mo,$328/mo,Not included
"501 NE 31st St UNIT 1103, Miami, FL",https://www.zillow.com/homedetails/501-NE-31st-St-UNIT-1103-Miami-FL-33137/2087829182_zpid/,"$399,000",New construction,622 sqft,"$377,188",Condo,2018,Forced air,Central,1 space,$428/month,$641,,"$2,428","$1,488/mo",$0/mo,$372/mo,$140/mo,$428/mo,Not included
"3771 SW 27th Ln, Miami, FL 33134",https://www.zillow.com/homedetails/3771-SW-27th-Ln-Miami-FL-33134/121346472_zpid/,"$649,000",Townhouse for sale,"1,882 sqft","$618,805",Townhouse,2012,Forced air,Central,Attached Garage,No Data,$345,Great solar potentialSun Number™: 89.43,"$3,362","$2,529/mo",$0/mo,$606/mo,$227/mo,$0/mo,Not included
"1871 NW South River Dr # TH-402, Miami, FL 33125",https://www.zillow.com/homedetails/1871-NW-South-River-Dr-TH-402-Miami-FL-33125/2083602963_zpid/,"$348,900",Condo for sale,"1,021 sqft","$331,518",Condo,2010,Forced air,Central,2 spaces,$600/month,$342,,"$2,349","$1,301/mo",$0/mo,$326/mo,$122/mo,$600/mo,Not included
"488 NE 18th St UNIT 2510, Miami, FL",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-2510-Miami-FL-33132/2088190409_zpid/,"$980,000",New construction,"1,592 sqft","$909,999",Condo,2018,Forced air,Central,1 space,"$1,149/month",$616,,"$6,225","$3,819/mo",$0/mo,$915/mo,$343/mo,"$1,149/mo",Not included
"488 NE 18th St UNIT 2410, Miami, FL",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-2410-Miami-FL-33132/2088284649_zpid/,"$960,000",New construction,"1,592 sqft","$891,428",Condo,2018,Forced air,Central,1 space,"$1,049/month",$603,,"$6,022","$3,741/mo",$0/mo,$896/mo,$336/mo,"$1,049/mo",Not included
"3816 SW 79th Ave APT 80, Miami, FL 33155",https://www.zillow.com/homedetails/3816-SW-79th-Ave-APT-80-Miami-FL-33155/44192625_zpid/,"$305,000",Townhouse for sale,"1,229 sqft","$290,703",Townhouse,1981,Forced air,No Data,No Data,No Data,$248,Great solar potentialSun Number™: 88.54,"$1,744","$1,137/mo",$0/mo,$285/mo,$107/mo,$215/mo,Not included
"2900 NE 7th Ave UNIT 2303, Miami, FL 33137",https://www.zillow.com/homedetails/2900-NE-7th-Ave-UNIT-2303-Miami-FL-33137/247651909_zpid/,"$845,000",Condo for sale,"1,137 sqft","$793,669",Condo,2017,Electric,Central,No Data,"$1,035/month",$743,Great solar potentialSun Number™: 94.2,"$5,412","$3,293/mo",$0/mo,$789/mo,$296/mo,"$1,035/mo",Not included
"1451 Brickell Ave # 3901, Miami, FL 33131",https://www.zillow.com/homedetails/1451-Brickell-Ave-3901-Miami-FL-33131/247680577_zpid/,"$2,390,000",Condo for sale,"1,627 sqft",,Condo,2017,No Data,Central,Attached Garage,No Data,"$1,469",Great solar potentialSun Number™: 94.3,"$12,380","$9,313/mo",$0/mo,"$2,231/mo",$837/mo,$0/mo,Not included
"244 Biscayne Blvd APT 2106, Miami, FL 33132",https://www.zillow.com/homedetails/244-Biscayne-Blvd-APT-2106-Miami-FL-33132/92439530_zpid/,"$370,000",Condo for sale,806 sqft,"$348,758",Condo,2008,Forced air,Central,No Data,$587/month,$459,Great solar potentialSun Number™: 94.3,"$2,442","$1,380/mo",$0/mo,$345/mo,$130/mo,$587/mo,Not included
"640 NE 58th St, Miami, FL 33137",https://www.zillow.com/homedetails/640-NE-58th-St-Miami-FL-33137/43829167_zpid/,"$1,835,000",House for sale,"2,660 sqft","$1,683,449",Single Family,1936,Forced air,"Central, Wall",Off street,0.32 acres,$690,Great solar potentialSun Number™: 94.2,"$9,990","$7,151/mo",$0/mo,"$1,713/mo",$642/mo,$485/mo,Not included
"1175 NW 26th St, Miami, FL 33127",https://www.zillow.com/homedetails/1175-NW-26th-St-Miami-FL-33127/43817369_zpid/,"$160,000",House for sale,784 sqft,,Single Family,1938,No Data,Other,Carport,"5,000 sqft",$204,Great solar potentialSun Number™: 86.9,$814,$609/mo,$0/mo,$149/mo,$56/mo,$0/mo,Not included
