Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Sunscore,Monthly cost,Mortage insurance,Principal & interest,Property taxes,Home insurance,HOA fee,Utilities
"460 Andrew J Hairston Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/460-Andrew-J-Hairston-Pl-NW-Atlanta-GA-30318/35833157_zpid/,"$95,000",For sale by owner,5 bds,2 ba,"1,980 sqft",,Single Family,1940,Other,Other,No Data,"4,800 sqft",$48,,$508,$0/mo,$390/mo,$85/mo,$33/mo,$0/mo,Not included
"250 Pharr Rd NE APT 1601, Atlanta, GA 30305",https://www.zillow.com/homedetails/250-Pharr-Rd-NE-APT-1601-Atlanta-GA-30305/69375059_zpid/,"$375,000",Condo for sale,2 bds,2 ba,"1,060 sqft","$366,818",Condo,2004,Forced air,Central,4 spaces,$431/month,$354,,"$2,273",$0/mo,"$1,376/mo",$334/mo,$131/mo,$431/mo,Not included
"Ansley Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898950_zpid/,"$196,300+",New construction,3 bds,3 ba,"1,663 sqft","$192,662",Single Family,2019,No Data,No Data,1 space,No Data,$118,,$999,,,,,,
"855 Peachtree St NE UNIT 601, Atlanta, GA 30308",https://www.zillow.com/homedetails/855-Peachtree-St-NE-UNIT-601-Atlanta-GA-30308/92193813_zpid/,"$360,000",Condo for sale,1 bd,1 ba,885 sqft,,Condo,2008,Forced air,Central,Attached Garage,"$3,564/month",$407,,"$5,332",$0/mo,"$1,321/mo",$321/mo,$126/mo,"$3,564/mo",Not included
"1210 Defoor Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1210-Defoor-Ct-NW-Atlanta-GA-30318/35916158_zpid/,"$300,000",Townhouse for sale,3 bds,3 ba,"1,715 sqft","$297,043",Townhouse,1982,Forced air,"Central, Other",2 spaces,"1,698 sqft",$175,Great solar potentialSun Number™: 90.61,"$1,804",$0/mo,"$1,101/mo",$268/mo,$105/mo,$330/mo,Not included
"70 Old Ridgewood Pl, Atlanta, GA 30327",https://www.zillow.com/homedetails/70-Old-Ridgewood-Pl-Atlanta-GA-30327/35919971_zpid/,"$3,200,000",House for sale,6 bds,8 ba,"11,450 sqft","$3,009,971",Single Family,1999,Forced air,Central,3 spaces,2.04 acres,$279,,"$16,464",$0/mo,"$12,490/mo","$2,853/mo","$1,120/mo",$0/mo,Not included
"520 Waldo St SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/520-Waldo-St-SE-Atlanta-GA-30312/35865631_zpid/,"$499,900",House for sale,3 bds,3 ba,"2,159 sqft",,Single Family,1920,Forced air,Central,Detached Garage,"4,500 sqft",$232,Great solar potentialSun Number™: 73.03,"$2,456",$0/mo,"$1,835/mo",$446/mo,$175/mo,$0/mo,Not included
"2574 Santa Barbara Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2574-Santa-Barbara-Dr-NW-Atlanta-GA-30318/35864258_zpid/,"$85,000",Foreclosure,3 bds,1 ba,"1,150 sqft",,Single Family,1955,Forced air,Central,Detached Garage,"9,191 sqft",$74,Candidate for a community solar programSun Number™: 20.22,$455,$0/mo,$349/mo,$76/mo,$30/mo,$0/mo,Not included
"2621 Forrest Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2621-Forrest-Ave-NW-Atlanta-GA-30318/35923540_zpid/,"$119,900",House for sale,2 bds,1 ba,964 sqft,"$194,202",Single Family,1925,Forced air,Central,No Data,"10,018 sqft",$124,Limited solar potentialSun Number™: 51.41,$642,$0/mo,$493/mo,$107/mo,$42/mo,$0/mo,Not included
"225 Valley Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/225-Valley-Rd-NW-Atlanta-GA-30305/35902492_zpid/,"$5,688,000",House for sale,7 bds,11 ba,"9,330 sqft","$5,303,638",Single Family,1930,Forced air,Central,No Data,2.9 acres,$610,Great solar potentialSun Number™: 87.41,"$29,264",$0/mo,"$22,202/mo","$5,072/mo","$1,991/mo",$0/mo,Not included
"3200 Ridgewood Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3200-Ridgewood-Rd-NW-Atlanta-GA-30327/35921917_zpid/,"$4,590,000",House for sale,5 bds,9 ba,"9,272 sqft",,Single Family,2007,Forced air,Central,Attached Garage,1.72 acres,$495,Great solar potentialSun Number™: 91.41,"$23,615",$0/mo,"$17,916/mo","$4,093/mo","$1,607/mo",$0/mo,Not included
"57 Forsyth St NW APT 13C, Atlanta, GA 30303",https://www.zillow.com/homedetails/57-Forsyth-St-NW-APT-13C-Atlanta-GA-30303/2084464049_zpid/,"$174,000",For sale by owner,1 bd,1 ba,860 sqft,"$173,359",Condo,1913,Forced air,Central,No Data,$507/month,$202,,"$1,393",$0/mo,$670/mo,$155/mo,$61/mo,$507/mo,Not included
"1101 Juniper St NE APT 423, Atlanta, GA 30309",https://www.zillow.com/homedetails/1101-Juniper-St-NE-APT-423-Atlanta-GA-30309/55019398_zpid/,"$379,900",Condo for sale,2 bds,2 ba,"1,169 sqft","$372,597",Condo,1999,Forced air,Central,4 spaces,$433/month,$325,,"$2,299",$0/mo,"$1,394/mo",$339/mo,$133/mo,$433/mo,Not included
"2396 Christophers Walk NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2396-Christophers-Walk-NW-Atlanta-GA-30327/35916788_zpid/,"$799,000",House for sale,5 bds,5 ba,"5,700 sqft","$770,846",Single Family,1968,Forced air,Central,4 spaces,0.58 acres,$140,Limited solar potentialSun Number™: 59.41,"$4,111",$0/mo,"$3,119/mo",$712/mo,$280/mo,$0/mo,Not included
"1092 Hobson St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1092-Hobson-St-SW-Atlanta-GA-30310/35890884_zpid/,"$224,900",House for sale,3 bds,2 ba,"1,044 sqft","$219,601",Single Family,1930,Forced air,Central,4 spaces,"5,924 sqft",$215,Candidate for a community solar programSun Number™: 20.22,"$1,145",$0/mo,$866/mo,$201/mo,$79/mo,$0/mo,Not included
"95 Bill Lucas Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/95-Bill-Lucas-Dr-SE-Atlanta-GA-30315/69345545_zpid/,"$399,900",House for sale,3 bds,3 ba,"1,855 sqft",,Single Family,2005,Heat pump,Central,Attached Garage,"2,090 sqft",$216,Great solar potentialSun Number™: 92.23,"$1,964",$0/mo,"$1,468/mo",$357/mo,$140/mo,$0/mo,Not included
"56 Mortimer St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/56-Mortimer-St-SE-Atlanta-GA-30317/14467914_zpid/,"$324,900",House for sale,2 bds,1 ba,"1,002 sqft","$304,210",Single Family,1925,Forced air,Central,1 space,"8,712 sqft",$324,Candidate for a community solar programSun Number™: 20.23,"$1,607",$0/mo,"$1,193/mo",$301/mo,$114/mo,$0/mo,Not included
"120 Lindbergh Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/120-Lindbergh-Dr-NE-Atlanta-GA-30305/35896310_zpid/,"$675,000",House for sale,4 bds,3 ba,"2,633 sqft","$654,040",Single Family,1930,Forced air,Central,3 spaces,0.34 acres,$256,"{""targetDiv"":""gpt-ad-f8729541-631e-4375-a6e1-be9c3213a10b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""120 Lindbergh Dr NE"",""bd"":""4"",""fsbid"":""14230"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35896310"",""lot"":""3"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7086274625450988104"",""sqftrange"":""2500-2999"",""price"":""675000"",""oh"":""yes"",""sqft"":""2633"",""posting_url"":""http://www.bhhsgeorgia.com/mls=PCH8617037?s=zillow"",""mlong"":""-84.383593"",""state"":""GA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""30305"",""mlat"":""33.823232"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3zvu00c7lp580000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Peachtree_Heights_East"",""yrblt"":""1920-1939"",""zestimate"":""654040"",""premieragent"":""no""}}","$3,473",$0/mo,"$2,635/mo",$602/mo,$236/mo,$0/mo,Not included
"3260 Ferncliff Ln, Atlanta, GA 30324",https://www.zillow.com/homedetails/3260-Ferncliff-Ln-Atlanta-GA-30324/121351000_zpid/,"$479,900",Condo for sale,3 bds,4 ba,"1,912 sqft","$468,811",Condo,2012,Forced air,Central,2 spaces,$275/month,$251,Great solar potentialSun Number™: 89.01,"$2,632",$0/mo,"$1,761/mo",$428/mo,$168/mo,$275/mo,Not included
"425 Wynns Way SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/425-Wynns-Way-SW-Atlanta-GA-30331/88824681_zpid/,"Est. $380,998",Pre-foreclosure / Auction,5 bds,6 ba,"4,903 sqft","$380,998",Single Family,2007,Forced air,Central,Attached Garage,0.77 acres,,Great solar potentialSun Number™: 84.21,"$1,905",$0/mo,"$1,398/mo",$340/mo,$133/mo,$33/mo,Not included
"89 Mangum St SW UNIT 309, Atlanta, GA 30313",https://www.zillow.com/homedetails/89-Mangum-St-SW-UNIT-309-Atlanta-GA-30313/71755107_zpid/,"$238,000",Condo for sale,2 bds,2 ba,"1,250 sqft","$233,442",Condo,2005,Forced air,Central,No Data,$284/month,$190,"{""targetDiv"":""gpt-ad-879781a9-c6e5-4e2d-af74-7ee0b8c77af2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 309"",""aamgnrc1"":""89 Mangum St SW"",""bd"":""2"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""cnd"",""pid"":""71755107"",""lot"":""1"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""zguidh"":""5264294841308568454"",""sqftrange"":""1000-1499"",""price"":""238000"",""sqft"":""1250"",""posting_url"":"""",""mlong"":""-84.400215"",""state"":""GA"",""prange"":""200-249k"",""zip"":""30313"",""mlat"":""33.752085"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbhnmxjjp5mvh0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Castleberry_Hill"",""yrblt"":""2000-2009"",""zestimate"":""233442"",""premieragent"":""no""}}","$1,496",$0/mo,$916/mo,$212/mo,$83/mo,$284/mo,Not included
"15 Lake Forrest Ln NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/15-Lake-Forrest-Ln-NE-Atlanta-GA-30342/35941813_zpid/,"$2,485,000",House for sale,5 bds,8 ba,"6,398 sqft","$2,345,932",Single Family,2014,Forced air,Central,3 spaces,0.41 acres,$388,Candidate for a community solar programSun Number™: 20.21,"$12,785",$0/mo,"$9,700/mo","$2,216/mo",$870/mo,$0/mo,Not included
"10 Habersham Way NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/10-Habersham-Way-NW-Atlanta-GA-30305/35901984_zpid/,"$3,495,000",House for sale,9 bds,12 ba,"13,986 sqft",,Single Family,1929,Other,Central,8 spaces,1.5 acres,$250,Great solar potentialSun Number™: 91.41,"$17,982",$0/mo,"$13,642/mo","$3,116/mo","$1,223/mo",$0/mo,Not included
"195 14th St NE UNIT 1602, Atlanta, GA 30309",https://www.zillow.com/homedetails/195-14th-St-NE-UNIT-1602-Atlanta-GA-30309/65469559_zpid/,"$500,000",Condo for sale,2 bds,3 ba,"1,345 sqft","$489,391",Condo,2002,"Heat pump, Other",Other,4 spaces,$651/month,$372,,"$3,107",$0/mo,"$1,835/mo",$446/mo,$175/mo,$651/mo,Not included
"836 Saint Charles Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/836-Saint-Charles-Ave-NE-Atlanta-GA-30306/35854604_zpid/,"$285,000",Townhouse for sale,1 bd,2 ba,"1,061 sqft","$278,372",Townhouse,1983,Forced air,Other,1 space,"1,045 sqft",$269,Great solar potentialSun Number™: 85.83,"$1,520",$0/mo,"$1,046/mo",$254/mo,$100/mo,$120/mo,Not included
"70 Gardenia Dr NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/70-Gardenia-Dr-NW-Atlanta-GA-30314/69344486_zpid/,"$154,900",House for sale,4 bds,2 ba,"1,500 sqft",,Single Family,2006,Other,Other,Off street,"7,492 sqft",$103,Good solar potentialSun Number™: 65.02,$789,$0/mo,$596/mo,$138/mo,$54/mo,$0/mo,Not included
"3640 Randall Hall NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3640-Randall-Hall-NW-Atlanta-GA-30327/2114186906_zpid/,"$3,495,000",House for sale,6 bds,8 ba,"9,000 sqft",,Single Family,1960,"Forced air, Other",Central,2 spaces,2.45 acres,$388,,"$17,982",$0/mo,"$13,642/mo","$3,116/mo","$1,223/mo",$0/mo,Not included
"301 Atlanta Ave SE APT 1, Atlanta, GA 30315",https://www.zillow.com/homedetails/301-Atlanta-Ave-SE-APT-1-Atlanta-GA-30315/65461039_zpid/,"$175,000",Condo for sale,2 bds,1 ba,736 sqft,"$171,506",Condo,1920,Forced air,Central,2 spaces,$300/month,$238,,"$1,191",$0/mo,$674/mo,$156/mo,$61/mo,$300/mo,Not included
"187 Lindbergh Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/187-Lindbergh-Dr-NE-Atlanta-GA-30305/35896496_zpid/,"$442,900",House for sale,3 bds,2 ba,"1,727 sqft","$618,172",Single Family,1940,Forced air,Central,1 space,"7,927 sqft",$256,Great solar potentialSun Number™: 70.61,"$2,176",$0/mo,"$1,626/mo",$395/mo,$155/mo,$0/mo,Not included
"1091 E Paces Ln, Atlanta, GA 30326",https://www.zillow.com/homedetails/1091-E-Paces-Ln-Atlanta-GA-30326/2132496601_zpid/,"$515,000",Townhouse for sale,3 bds,4 ba,"2,371 sqft","$505,884",Townhouse,2010,Forced air,Central,No Data,871 sqft,$217,Great solar potentialSun Number™: 81.01,"$2,705",$0/mo,"$1,890/mo",$459/mo,$180/mo,$175/mo,Not included
"3161 Welmingham Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3161-Welmingham-Dr-SW-Atlanta-GA-30331/82625492_zpid/,"$185,000",House for sale,3 bds,2.5 ba,"1,376 sqft","$180,865",Single Family,2005,Forced air,Central,No Data,"7,839 sqft",$134,Great solar potentialSun Number™: 81.83,$942,$0/mo,$712/mo,$165/mo,$65/mo,$0/mo,Not included
"310 Pineland Rd NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/310-Pineland-Rd-NW-Atlanta-GA-30342/35907022_zpid/,"$5,600,000",House for sale,5 bds,6 ba,"6,034 sqft","$5,345,018",Single Family,2015,Forced air,Central,6 spaces,1.17 acres,$928,Candidate for a community solar programSun Number™: 20.21,"$28,812",$0/mo,"$21,858/mo","$4,993/mo","$1,960/mo",$0/mo,Not included
"77 Peachtree Pl NE UNIT 509, Atlanta, GA 30309",https://www.zillow.com/homedetails/77-Peachtree-Pl-NE-UNIT-509-Atlanta-GA-30309/65469129_zpid/,"$869,900",Condo for sale,2 bds,3 ba,"1,757 sqft","$853,177",Condo,2001,"Forced air, Heat pump",Central,4 spaces,"$1,018/month",$495,,"$5,494",$0/mo,"$3,395/mo",$776/mo,$304/mo,"$1,018/mo",Not included
"872 Eleanor Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/872-Eleanor-Ct-NW-Atlanta-GA-30318/35865019_zpid/,"$225,000",House for sale,3 bds,3 ba,"2,200 sqft","$219,935",Single Family,1963,Forced air,Central,2 spaces,0.28 acres,$102,"{""targetDiv"":""gpt-ad-b2c0d3eb-3d98-46fc-b2cb-1a80ea58c482"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""872 Eleanor Ct NW"",""bd"":""3"",""fsbid"":""15050"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35865019"",""lot"":""3"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""zguidh"":""440120367056581057"",""sqftrange"":""2000-2499"",""price"":""225000"",""sqft"":""2200"",""posting_url"":"""",""mlong"":""-84.484372"",""state"":""GA"",""park"":""yes"",""prange"":""200-249k"",""zip"":""30318"",""mlat"":""33.779563"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqebu4707lyb0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Collier_Heights"",""yrblt"":""1960-1969"",""zestimate"":""219935"",""premieragent"":""no""}}","$1,145",$0/mo,$866/mo,$201/mo,$79/mo,$0/mo,Not included
"3930 Peachtree Dunwoody Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/3930-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35927955_zpid/,"$1,200,000",House for sale,5 bds,6 ba,"6,629 sqft","$1,146,997",Single Family,1940,Forced air,Central,3 spaces,0.78 acres,$181,Great solar potentialSun Number™: 92.21,"$6,174",$0/mo,"$4,684/mo","$1,070/mo",$420/mo,$0/mo,Not included
"211 Eleanor St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/211-Eleanor-St-SE-Atlanta-GA-30317/14457352_zpid/,"Est. $176,774",Pre-foreclosure / Auction,2 bds,1 ba,910 sqft,"$176,774",Single Family,1935,Forced air,Central,2 spaces,"8,712 sqft",,Good solar potentialSun Number™: 68.23,$906,$0/mo,$680/mo,$164/mo,$62/mo,$0/mo,Not included
"1150 Collier Rd NW APT M2, Atlanta, GA 30318",https://www.zillow.com/homedetails/1150-Collier-Rd-NW-APT-M2-Atlanta-GA-30318/69365329_zpid/,"$139,900",House for sale,1 bd,1 ba,775 sqft,"$139,230",Single Family,2004,Forced air,Central,No Data,784 sqft,$181,,$981,$0/mo,$538/mo,$125/mo,$49/mo,$269/mo,Not included
"149 Mcdonough Blvd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/149-Mcdonough-Blvd-SE-Atlanta-GA-30315/35882975_zpid/,"Est. $158,930",Pre-foreclosure / Auction,3 bds,2 ba,"1,200 sqft","$158,930",Single Family,1925,Other,Central,No Data,"4,965 sqft",,Good solar potentialSun Number™: 69.83,$809,$0/mo,$612/mo,$142/mo,$56/mo,$0/mo,Not included
"1376 Hooper Ave NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/1376-Hooper-Ave-NE-Atlanta-GA-30307/14479051_zpid/,"$429,900",House for sale,2 bds,2 ba,"1,029 sqft","$402,587",Single Family,1900,Forced air,Central,No Data,"8,712 sqft",$418,"{""targetDiv"":""gpt-ad-2d32b04f-dd6f-4325-98ca-a568a40bf3ed"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1376 Hooper Ave NE"",""bd"":""2"",""fsbid"":""14311"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""14479051"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""5391973090756132440"",""sqftrange"":""1000-1499"",""price"":""429900"",""sqft"":""1029"",""posting_url"":""http://www.chadsells.com"",""mlong"":""-84.342467"",""state"":""GA"",""prange"":""400-449k"",""zip"":""30307"",""mlat"":""33.767938"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISniso7g34i0dv0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Candler_Park"",""yrblt"":""1900-1919"",""zestimate"":""402587"",""premieragent"":""no""}}","$2,126",$0/mo,"$1,578/mo",$398/mo,$150/mo,$0/mo,Not included
"800 Peachtree St NE APT 107, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-107-Atlanta-GA-30308/2088474535_zpid/,"$249,000",Condo for sale,1 bd,1 ba,891 sqft,,Condo,1927,Forced air,Central,No Data,No Data,$279,,"$1,268",$0/mo,$958/mo,$222/mo,$87/mo,$0/mo,Not included
"384 Ralph Mcgill Blvd NE UNIT 101, Atlanta, GA 30312",https://www.zillow.com/homedetails/384-Ralph-Mcgill-Blvd-NE-UNIT-101-Atlanta-GA-30312/2082103183_zpid/,"$275,000",Condo for sale,2 bds,2 ba,"1,062 sqft","$268,946",Condo,2006,Forced air,Central,No Data,$455/month,$259,"{""targetDiv"":""gpt-ad-99c45881-21fd-4bfe-bb2d-bc6d760e447e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 101"",""aamgnrc1"":""384 Ralph Mcgill Blvd NE"",""bd"":""2"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""cnd"",""pid"":""2082103183"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""-3710795540842501190"",""sqftrange"":""1000-1499"",""price"":""275000"",""sqft"":""1062"",""posting_url"":""http://chrismcguire.kwrealty.com"",""mlong"":""-84.375052"",""state"":""GA"",""prange"":""250-299k"",""zip"":""30312"",""mlat"":""33.764514"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7qjeyctzn6eo1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Old_Fourth_Ward"",""yrblt"":""2000-2009"",""zestimate"":""268946"",""premieragent"":""no""}}","$1,806",$0/mo,"$1,009/mo",$245/mo,$96/mo,$455/mo,Not included
"4289 Mcclatchey Cir NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4289-Mcclatchey-Cir-NE-Atlanta-GA-30342/35927586_zpid/,"$599,900",House for sale,4 bds,3 ba,"3,547 sqft","$575,165",Single Family,1964,Forced air,Central,No Data,0.67 acres,$169,Candidate for a community solar programSun Number™: 20.21,"$2,950",$0/mo,"$2,205/mo",$535/mo,$210/mo,$0/mo,Not included
"305 Goodson Ln NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/305-Goodson-Ln-NW-Atlanta-GA-30309/119315783_zpid/,"$469,900",Townhouse for sale,3 bds,3 ba,"1,862 sqft","$461,261",Townhouse,2011,Forced air,Central,2 spaces,871 sqft,$252,Great solar potentialSun Number™: 83.41,"$2,514",$0/mo,"$1,725/mo",$419/mo,$164/mo,$206/mo,Not included
"650 Courtenay Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/650-Courtenay-Dr-NE-Atlanta-GA-30306/35930240_zpid/,"$1,099,000",House for sale,4 bds,4 ba,"3,100 sqft",,Single Family,2016,Forced air,Central,Off street,0.26 acres,$355,Candidate for a community solar programSun Number™: 20.23,"$5,654",$0/mo,"$4,290/mo",$980/mo,$385/mo,$0/mo,Not included
"1210 Lavista Cir NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1210-Lavista-Cir-NE-Atlanta-GA-30324/118453969_zpid/,"$475,000",Townhouse for sale,3 bds,4 ba,"3,300 sqft","$463,785",Townhouse,2011,Forced air,Central,2 spaces,"1,306 sqft",$144,Great solar potentialSun Number™: 92.21,"$2,583",$0/mo,"$1,743/mo",$424/mo,$166/mo,$250/mo,Not included
"20 Marietta St NW APT 8E, Atlanta, GA 30303",https://www.zillow.com/homedetails/20-Marietta-St-NW-APT-8E-Atlanta-GA-30303/35888504_zpid/,"$114,995",Condo for sale,1 bd,1 ba,590 sqft,"$112,824",Condo,1995,"Forced air, Heat pump",Central,No Data,$377/month,$195,,$992,$0/mo,$473/mo,$103/mo,$40/mo,$377/mo,Not included
"775 Stovall Blvd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/775-Stovall-Blvd-NE-Atlanta-GA-30342/35928067_zpid/,"$469,000",House for sale,3 bds,2 ba,"1,780 sqft",,Single Family,1948,Forced air,Central,1 space,0.52 acres,$263,Candidate for a community solar programSun Number™: 20.21,"$2,304",$0/mo,"$1,721/mo",$418/mo,$164/mo,$0/mo,Not included
