Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"1122 N Clark St APT 3901, Chicago, IL 60610","$449,000 ",2 bds,2 ba,"1,260 sqft","$441,099 ",Condo,1989,Forced air,Central,1 space,,,3600,"$1,637 ",$801 ,$157 ,"$1,005 "
"6125 N Richmond St, Chicago, IL 60659","$495,000 ",5 bds,3 ba,#NAME?,"$478,503 ",Multi Family,1945,Forced air,,Detached Garage,,,2860,"$1,804 ",$883 ,$173 ,$0 
"4268 S Archer Ave, Chicago, IL 60632","$249,900 ",3 bds,3 ba,#NAME?,"$244,859 ",Multi Family,1912,"Electric, Gas",,Detached Garage,,,1483,$950 ,$446 ,$87 ,$0 
"167 N Lavergne Ave, Chicago, IL 60644","$129,233 ",#NAME?,2 ba,"2,500 sqft",,Apartment,1913,,,,,,766,$491 ,$230 ,$45 ,$0 
"5701 N Sheridan Rd APT 6K, Chicago, IL 60660","$162,752 ",#NAME?,#NAME?,#NAME?,"$187,333 ",Condo,1966,,,,,,1424,$618 ,$290 ,$57 ,$459 
"4054 W 58th Pl, Chicago, IL 60629","$149,353 ",1 bd,2 ba,"1,050 sqft","$171,070 ",Condo,1939,,Central,1 space,,,885,$567 ,$266 ,$52 ,$0 
"1652 N Linder Ave, Chicago, IL 60639","$173,691 ",4 bds,2 ba,"2,248 sqft",,Apartment,1923,,,,,,1031,$660 ,$310 ,$61 ,$0 
"1348 E Hyde Park Blvd # 2W, Chicago, IL 60615","$238,169 ",3 bds,#NAME?,"1,800 sqft",,Condo,1917,Other,,None,,,1963,$905 ,$425 ,$83 ,$550 
"7443 S Rhodes Ave, Chicago, IL 60619","$132,163 ",4 bds,3 ba,"2,730 sqft",,Apartment,1917,"Electric, Gas",,Detached Garage,,,784,$502 ,$236 ,$46 ,$0 
"1725 W Touhy Ave APT 1, Chicago, IL 60626","$100,000 ",1 bd,1 ba,750 sqft,"$93,639 ",Condo,1974,Baseboard,,1 space,,,922,$410 ,$178 ,$35 ,$299 
"3239 N Racine Ave # 2, Chicago, IL 60657","$450,000 ",2 bds,2 ba,"1,300 sqft","$442,741 ",Condo,2000,Gas,Central,1 space,,,2748,"$1,640 ",$803 ,$158 ,$147 
"3126 N St Louis Ave, Chicago, IL 60618","$299,900 ",5 bds,2 ba,#NAME?,"$294,567 ",Multi Family,1901,Gas,,Detached Garage,,,1733,"$1,093 ",$535 ,$105 ,$0 
"5112 S Woodlawn Ave APT 1I, Chicago, IL 60615","$169,900 ",2 bds,1 ba,"1,000 sqft","$165,389 ",Condo,1924,,,None,,,1322,$646 ,$303 ,$59 ,$314 
"1251 S Kolin Ave, Chicago, IL 60623","$169,900 ",6 bds,2 ba,#NAME?,"$166,121 ",Multi Family,1910,Forced air,,2 spaces,,,1008,$646 ,$303 ,$59 ,$0 
"3944 W Grenshaw St, Chicago, IL 60624","$189,900 ",7 bds,2 ba,#NAME?,"$185,745 ",Multi Family,1905,,,2 spaces,,,1127,$722 ,$339 ,$66 ,$0 
"3402 S Bell Ave, Chicago, IL 60608","$369,000 ",5 bds,2 ba,#NAME?,"$361,365 ",Multi Family,1903,Forced air,,2 spaces,,,2132,"$1,345 ",$658 ,$129 ,$0 
"4452 N Hermitage Ave, Chicago, IL 60640","$799,000 ",6 bds,3 ba,#NAME?,"$774,466 ",Multi Family,,Forced air,Central,None,,,4665,"$2,960 ","$1,425 ",$280 ,$0 
"3024 W Walnut St, Chicago, IL 60612","$324,900 ",8 bds,3 ba,#NAME?,"$319,469 ",Multi Family,1911,Forced air,,3 spaces,,,1877,"$1,184 ",$579 ,$114 ,$0 
"6135 S Ada St, Chicago, IL 60636","$17,000 ",5 bds,3 ba,"1,753 sqft",,Multi Family,1885,,,None,,,106,$70 ,$30 ,$6 ,$0 
"345 N Canal St APT 1204, Chicago, IL 60606","$319,900 ",1 bd,1 ba,"1,055 sqft","$312,678 ",Condo,1898,Electric,,1 space,,,3871,"$1,166 ",$570 ,$112 ,"$2,023 "
"8444 S Buffalo Ave, Chicago, IL 60617","$149,900 ",8 bds,3 ba,"3,213 sqft","$144,941 ",Multi Family,1886,Forced air,,None,,,889,$570 ,$267 ,$52 ,$0 
"1113 N Harding Ave, Chicago, IL 60651","$145,000 ",#NAME?,#NAME?,#NAME?,,Multi Family,,,,,,,861,$551 ,$259 ,$51 ,$0 
"8619 W Foster Ave UNIT 1A, Chicago, IL 60656","$189,000 ",4 bds,2 ba,"1,000 sqft","$184,371 ",Condo,1975,Baseboard,Central,28 spaces,,,1396,$718 ,$337 ,$66 ,$275 
"4250 N Marine Dr APT 2408, Chicago, IL 60613","$195,000 ",1 bd,1 ba,906 sqft,"$190,276 ",Condo,1964,,Wall,Attached Garage,,,1719,$741 ,$348 ,$68 ,$562 
"226 N Clinton St APT 523, Chicago, IL 60661","$275,000 ",1 bd,1 ba,725 sqft,"$283,413 ",Multi Family,1996,,Central,Attached Garage,,,2456,"$1,002 ",$490 ,$96 ,$868 
"11 E Walton St APT 5802, Chicago, IL 60611","$4,475,000 ",3 bds,4 ba,"2,650 sqft","$4,094,771 ",Condo,2009,Gas,Central,Attached Garage,,,29418,"$16,580 ","$7,980 ","$1,566 ","$3,292 "
"6 N Michigan Ave UNIT 604, Chicago, IL 60602","$345,000 ",1 bd,1 ba,897 sqft,"$334,545 ",Condo,1898,Gas,Central,1 space,,,2516,"$1,258 ",$615 ,$121 ,$522 
"Two Bedroom Plan, Cirrus Condominiums","$830,000 ",2 bds,2 ba,"1,201 sqft","$813,935 ",Condo,2019,,,1 space,,,0,,,,
"7821 S East End Ave, Chicago, IL 60649","$150,000 ",8 bds,3 ba,#NAME?,"$148,006 ",Multi Family,1920,Gas,,Detached Garage,,,891,$570 ,$268 ,$53 ,$0 
"6033 S Artesian Ave, Chicago, IL 60629","$179,900 ",5 bds,3 ba,#NAME?,"$177,771 ",Multi Family,1964,Forced air,,Detached Garage,,,1068,$684 ,$321 ,$63 ,$0 
"05 Plan, Triangle Square Condos","$865,000 ",3 bds,3 ba,"2,055 sqft","$834,760 ",Condo,2019,,,1 space,,,0,,,,
"360 W Illinois St APT 407, Chicago, IL 60654","$574,875 ",2 bds,2 ba,#NAME?,"$557,966 ",Condo,1920,Forced air,Central,Attached Garage,,,3920,"$2,077 ","$1,025 ",$201 ,$617 
"Residence D Plan, Renelle on the River","$1,325,900 ",3 bds,3 ba,"1,827 sqft","$1,259,128 ",Condo,2019,Forced air,Central,1 space,,,0,,,,
"5316 S Kenneth Ave # 301, Chicago, IL 60632","$124,900 ",2 bds,2 ba,#NAME?,"$121,501 ",Condo,2007,Forced air,Central,1 space,,,779,$512 ,$223 ,$44 ,$0 
"8311 S Elizabeth St, Chicago, IL 60620","$335,000 ",8 bds,5 ba,#NAME?,"$327,671 ",Multi Family,1921,Gas,,Detached Garage,,,1935,"$1,221 ",$597 ,$117 ,$0 
"1632 S Indiana Ave APT 505, Chicago, IL 60616","$240,000 ",1 bd,1 ba,#NAME?,"$232,727 ",Condo,1905,Gas,Central,1 space,,,1713,$912 ,$428 ,$84 ,$289 
"1313 N Ritchie Ct APT 606, Chicago, IL 60610","$279,900 ",1 bd,1 ba,650 sqft,"$270,824 ",Condo,1972,Electric,,Attached Garage,,,2021,"$1,020 ",$499 ,$98 ,$404 
"2800 N Lake Shore Dr APT 913, Chicago, IL 60657","$169,900 ",1 bd,1 ba,530 sqft,"$162,650 ",Condo,1966,Gas,Central,Attached Garage,,,1355,$646 ,$303 ,$59 ,$347 
"4900 N Marine Dr APT 504, Chicago, IL 60640","$182,900 ",2 bds,1 ba,950 sqft,"$176,281 ",Condo,1950,Gas,,None,,,1719,$695 ,$326 ,$64 ,$634 
"4236 W Wilcox St, Chicago, IL 60624","$275,000 ",6 bds,2 ba,#NAME?,"$271,333 ",Multi Family,1909,Forced air,Central,Detached Garage,,,1588,"$1,002 ",$490 ,$96 ,$0 
"4710 N Elston Ave APT 106C, Chicago, IL 60630","$215,000 ",2 bds,2 ba,"1,245 sqft","$210,517 ",Condo,1997,Forced air,Central,1 space,,,1563,$817 ,$383 ,$75 ,$288 
"6156 S Indiana Ave, Chicago, IL 60637","$155,000 ",9 bds,2 ba,"1,100 sqft","$152,615 ",Multi Family,1907,Other,None,Detached Garage,,,919,$589 ,$276 ,$54 ,$0 
"2027 N Laporte Ave, Chicago, IL 60639","$325,000 ",5 bds,3 ba,#NAME?,"$317,278 ",Multi Family,1930,Gas,,Detached Garage,,,1879,"$1,185 ",$580 ,$114 ,$0 
"420 E Waterside Dr UNIT 1403, Chicago, IL 60601","$499,000 ",2 bds,2 ba,"1,117 sqft","$488,557 ",Condo,2007,Forced air,Central,1 space,,,3559,"$1,819 ",$890 ,$175 ,$675 
"3260 N Clark St APT 506, Chicago, IL 60657","$475,000 ",2 bds,2 ba,"1,475 sqft","$461,935 ",Condo,2000,Forced air,Central,Attached Garage,,,3047,"$1,732 ",$847 ,$166 ,$302 
"1350 W Grand Ave APT 2A, Chicago, IL 60642","$339,900 ",1 bd,1 ba,#NAME?,"$331,609 ",Condo,1926,Gas,Central,Attached Garage,,,1964,"$1,239 ",$606 ,$119 ,$0 
"6245 S Champlain Ave, Chicago, IL 60637","$96,000 ",8 bds,3 ba,#NAME?,"$91,200 ",Multi Family,1907,Gas,,Detached Garage,,,598,$393 ,$171 ,$34 ,$0 
"Residence B Plan, Three Sixty West","$1,149,900 ",3 bds,2.5 ba,"1,735 sqft","$1,092,345 ",Condo,2019,,,1 space,,,0,,,,
"4717 W Pensacola Ave, Chicago, IL 60641","$1,400,000 ",12 bds,10 ba,"1,600 sqft","$1,343,278 ",Multi Family,2006,Forced air,Central,4 spaces,,,8174,"$5,187 ","$2,497 ",$490 ,$0 
"235 W Van Buren St UNIT 4017, Chicago, IL 60607","$250,000 ",1 bd,1 ba,763 sqft,"$243,243 ",Condo,2009,Forced air,Central,1 space,,,1771,$950 ,$446 ,$88 ,$287 
"3712 N Sacramento Ave, Chicago, IL 60618","$549,000 ",6 bds,3 ba,#NAME?,"$534,730 ",Multi Family,1926,,,Detached Garage,,,3172,"$2,001 ",$979 ,$192 ,$0 
"1950 W Diversey Pkwy # 1, Chicago, IL 60614","$450,000 ",3 bds,3 ba,"2,800 sqft","$442,622 ",Condo,1999,Gas,Central,1 space,,,2811,"$1,640 ",$803 ,$158 ,$210 
"2910 W Berwyn Ave APT 2, Chicago, IL 60625","$174,900 ",2 bds,1 ba,"1,030 sqft","$170,314 ",Condo,1949,Forced air,Central,1 space,,,1315,$665 ,$312 ,$61 ,$277 
"2911 N Western Ave APT 304, Chicago, IL 60618","$323,500 ",2 bds,2 ba,"1,200 sqft","$317,977 ",Condo,2000,Forced air,Central,1 space,,,2189,"$1,179 ",$577 ,$113 ,$320 
"1612 W Pierce Ave UNIT C, Chicago, IL 60622","$749,000 ",3 bds,4 ba,#NAME?,"$733,382 ",Condo,1999,Forced air,Central,Attached Garage,,,4373,"$2,775 ","$1,336 ",$262 ,$0 
"2150 W North Ave APT 12, Chicago, IL 60647","$376,000 ",2 bds,2 ba,#NAME?,"$365,576 ",Condo,,Forced air,Central,1 space,,,2428,"$1,371 ",$671 ,$132 ,$254 
"1612 W Pierce Ave UNIT C, Chicago, IL 60622","$749,000 ",3 bds,4 ba,#NAME?,"$733,382 ",Condo,1999,Forced air,Central,Attached Garage,,,4373,"$2,775 ","$1,336 ",$262 ,$0 
"3045 N Laramie Ave # G, Chicago, IL 60641","$115,000 ",1 bd,1 ba,720 sqft,"$109,508 ",Condo,1928,Forced air,Central,None,,,856,$471 ,$205 ,$40 ,$140 
"1918 N Cleveland Ave UNIT C, Chicago, IL 60614","$695,000 ",3 bds,2 ba,"1,800 sqft","$680,959 ",Condo,1975,Forced air,Central,1 space,,,4057,"$2,575 ","$1,239 ",$243 ,$0 
"9113 S Wentworth Ave, Chicago, IL 60620","$49,900 ",4 bds,2 ba,"1,504 sqft","$46,858 ",Condo,1944,Forced air,,2 spaces,,,310,$204 ,$89 ,$17 ,$0 
"4011 N Francisco Ave UNIT 104, Chicago, IL 60618","$295,000 ",2 bds,2 ba,"1,161 sqft","$288,525 ",Condo,2004,Forced air,Central,Attached Garage,,,1982,"$1,075 ",$526 ,$103 ,$278 
"411 W Ontario St APT 627, Chicago, IL 60654","$365,000 ",1 bd,1 ba,"1,050 sqft","$357,426 ",Condo,1910,Forced air,Central,1 space,,,2685,"$1,331 ",$651 ,$128 ,$575 
"1600 S Indiana Ave UNIT 1007, Chicago, IL 60616","$350,000 ",2 bds,2 ba,941 sqft,"$342,533 ",Condo,2005,Gas,Central,Attached Garage,,,2478,"$1,276 ",$624 ,$123 ,$455 
"10 E Ontario St APT 3302, Chicago, IL 60611","$349,000 ",1 bd,1 ba,995 sqft,"$338,449 ",Condo,1983,Forced air,Central,1 space,,,2689,"$1,272 ",$622 ,$122 ,$673 
"4204 W Thomas St, Chicago, IL 60651","$219,000 ",5 bds,2 ba,#NAME?,"$214,085 ",Multi Family,1895,Forced air,,4 spaces,,,1300,$832 ,$391 ,$77 ,$0 
"PH 02 - Hampden 73 Plan, Hampden 73","$1,500,000 ",4 bds,4 ba,"2,053 sqft",,Condo,2019,Baseboard,Central,Attached Garage,,,0,,,,
"7614 S Lowe Ave, Chicago, IL 60620","$195,000 ",7 bds,2 ba,"1,200 sqft","$190,568 ",Multi Family,1900,Forced air,,None,,,1157,$741 ,$348 ,$68 ,$0 
"3150 N Southport Ave # 303, Chicago, IL","$649,000 ",2 bds,2 ba,"1,357 sqft","$635,375 ",Condo,2019,Forced air,Central,Attached Garage,,,4027,"$2,405 ","$1,157 ",$227 ,$238 
"2546 W Iowa St, Chicago, IL 60622","$795,000 ",6 bds,4 ba,#NAME?,"$641,693 ",Multi Family,1906,Forced air,Central,2 spaces,,,4641,"$2,945 ","$1,418 ",$278 ,$0 
"1030 N State St APT 36G, Chicago, IL 60610","$397,000 ",1 bd,1 ba,#NAME?,"$383,766 ",Condo,1970,Forced air,Central,1 space,,,2779,"$1,447 ",$708 ,$139 ,$485 
"1150 N Lake Shore Dr APT 14B, Chicago, IL 60611","$250,000 ",1 bd,1 ba,850 sqft,"$241,967 ",Condo,1958,Baseboard,Refrigeration,1 space,,,2292,$950 ,$446 ,$88 ,$808 
"8340 S Merrill Ave, Chicago, IL 60617","$245,000 ",3 bds,2 ba,"1,700 sqft","$680,959 ",Condo,1975,Forced air,Central,1 space,,,4057,"$2,575 ","$1,239 ",$243 ,$0 
"6843 S Racine Ave, Chicago, IL 60636","$185,000 ",3 bds,4 ba,#NAME?,"$46,858 ",Condo,1944,Forced air,,2 spaces,,,310,$204 ,$89 ,$17 ,$0 
"1800 W Grace St APT 109, Chicago, IL 60613","$550,000 ",2 bds,2 ba,"1,368 sqft","$288,525 ",Condo,2004,Forced air,Central,Attached Garage,,,1987,"$1,080 ",$526 ,$103 ,$278 
"2020 N Lincoln Park W APT 6L, Chicago, IL 60614","$198,000 ",1 bds,1 ba,550 sqft,"$357,426 ",Condo,1910,Forced air,Central,1 space,,,2691,"$1,337 ",$651 ,$128 ,$575 
"7337 S Harvard Ave, Chicago, IL 60621","$39,000 ",6 bds,2 ba,"2,836 sqft","$342,533 ",Condo,2005,Gas,Central,Attached Garage,,,2484,"$1,282 ",$624 ,$123 ,$455 
"3500 S Sangamon St APT 113, Chicago, IL 60609","$249,900 ",2 bds,1 ba,"1,600 sqft","$338,449 ",Condo,1983,Forced air,Central,1 space,,,2695,"$1,278 ",$622 ,$122 ,$673 
"3862 S Lake Park Ave # 2N, Chicago, IL 60653","$239,900 ",3 bds,2 ba,#NAME?,"$214,085 ",Multi Family,1895,Forced air,,4 spaces,,,1299,$831 ,$391 ,$77 ,$0 
"480 N Mcclurg Ct APT 415, Chicago, IL 60611","$292,000 ",1 bd,1 ba,775 sqft,,Condo,2019,Baseboard,Central,Attached Garage,,,0,,,,
"1842 S May St, Chicago, IL","$599,900 ",3 bds,4 ba,#NAME?,"$190,568 ",Multi Family,1900,Forced air,,None,,,1156,$740 ,$348 ,$68 ,$0 
"1525 S Michigan Ave APT 212, Chicago, IL 60605","$310,000 ",1 bd,1 ba,950 sqft,"$635,375 ",Condo,2019,Forced air,Central,Attached Garage,,,4027,"$2,405 ","$1,157 ",$227 ,$238 
"1030 N State St APT 36G, Chicago, IL 60610","$397,000 ",1 bd,1 ba,#NAME?,"$383,766 ",Condo,1970,Forced air,Central,1 space,,,2786,"$1,454 ",$708 ,$139 ,$485 
"1150 N Lake Shore Dr APT 14B, Chicago, IL 60611","$250,000 ",1 bd,1 ba,850 sqft,"$241,967 ",Condo,1958,Baseboard,Refrigeration,1 space,,,2291,$949 ,$446 ,$88 ,$808 
"6430 W Berteau Ave APT 202, Chicago, IL 60634","$220,000 ",2 bds,2 ba,"1,400 sqft","$213,944 ",Condo,2000,Forced air,Central,Detached Garage,,,1671,$835 ,$392 ,$77 ,$367 
"6843 S Racine Ave, Chicago, IL 60636","$185,000 ",3 bds,4 ba,#NAME?,"$182,481 ",Multi Family,1895,Forced air,,Attached Garage,,,1097,$702 ,$330 ,$65 ,$0 
"1800 W Grace St APT 109, Chicago, IL 60613","$550,000 ",2 bds,2 ba,"1,368 sqft","$536,192 ",Condo,2008,Gas,Central,Attached Garage,,,3608,"$2,014 ",$981 ,$193 ,$420 
"2020 N Lincoln Park W APT 6L, Chicago, IL 60614","$198,000 ",1 bds,1 ba,550 sqft,"$193,138 ",Condo,1971,Forced air,Central,Attached Garage,,,1645,$752 ,$353 ,$69 ,$471 
"7337 S Harvard Ave, Chicago, IL 60621","$39,000 ",6 bds,2 ba,"2,836 sqft","$112,153 ",Multi Family,1907,,,,,,244,$160 ,$70 ,$14 ,$0 
"3500 S Sangamon St APT 113, Chicago, IL 60609","$249,900 ",2 bds,1 ba,"1,600 sqft","$245,037 ",Condo,1913,Forced air,Central,1 space,,,1885,$949 ,$446 ,$87 ,$403 
"480 N Mcclurg Ct APT 415, Chicago, IL 60611","$292,000 ",1 bd,1 ba,775 sqft,"$284,938 ",Condo,1991,Forced air,Central,Attached Garage,,,2186,"$1,069 ",$521 ,$102 ,$494 
"3862 S Lake Park Ave # 2N, Chicago, IL 60653","$239,900 ",3 bds,2 ba,#NAME?,"$233,871 ",Condo,2007,Gas,Central,1 space,,,1560,$911 ,$428 ,$84 ,$137 
"3023 S Bonfield St, Chicago, IL 60608","$458,000 ",5 bds,2 ba,#NAME?,"$445,684 ",Multi Family,,"Gas, Other",,Detached Garage,,,2654,"$1,677 ",$817 ,$160 ,$0 
"4631 S Indiana Ave APT 2S, Chicago, IL 60653","$210,000 ",3 bds,2 ba,"1,472 sqft","$206,844 ",Condo,1893,Forced air,Central,1 space,,,1471,$797 ,$375 ,$74 ,$225 
"6166 N Sheridan Rd APT 4B, Chicago, IL 60660","$117,000 ",1 bd,2 ba,750 sqft,"$110,721 ",Condo,1968,Baseboard,Other,None,,,1268,$479 ,$209 ,$41 ,$539 
"1525 S Michigan Ave APT 212, Chicago, IL 60605","$310,000 ",1 bd,1 ba,950 sqft,"$303,218 ",Condo,1928,Other,Central,1 space,,,2186,"$1,135 ",$553 ,$109 ,$389 
"260 E Chestnut St APT 1414, Chicago, IL 60611","$192,000 ",1 bds,1 ba,550 sqft,"$187,398 ",Condo,1965,Forced air,Central,None,,,1563,$729 ,$342 ,$67 ,$425 
"1037 W Dickens Ave # 1B, Chicago, IL 60614","$249,900 ",1 bd,1 ba,#NAME?,"$241,569 ",Condo,,Forced air,Central,None,,,1602,$949 ,$446 ,$87 ,$120 
"6101 N Sheridan Rd # 23B, Chicago, IL 60660","$375,000 ",2 bds,2 ba,"2,200 sqft","$361,956 ",Condo,1968,Electric,,200 spaces,,,2741,"$1,373 ",$669 ,$131 ,$568 
"Four Bedroom Plan, Cirrus Condominiums","$2,900,000 ",4 bds,4 ba,"2,835 sqft","$2,750,047 ",Condo,2019,,,1 space,,,0,,,,
"222 N Columbus Dr APT 610, Chicago, IL 60601","$244,900 ",1 bd,1 ba,700 sqft,"$239,739 ",Condo,2002,Forced air,Central,Attached Garage,,,2003,$930 ,$437 ,$86 ,$550 
"01 Plan, Triangle Square Condos","$495,000 ",2 bds,2 ba,"1,227 sqft","$478,810 ",Condo,2019,,,1 space,,,0,,,,
"2127 N Lawler Ave, Chicago, IL 60639","$319,900 ",7 bds,3 ba,#NAME?,"$313,980 ",Multi Family,1911,,,None,,,1854,"$1,172 ",$570 ,$112 ,$0 
"5300 S Shore Dr APT 97, Chicago, IL 60615","$89,000 ",1 bd,1 ba,800 sqft,"$88,395 ",Condo,1918,Other,Refrigeration,1 space,,,1317,$365 ,$159 ,$31 ,$762 
"1426 E Marquette Rd, Chicago, IL 60637","$135,000 ",18 bds,9 ba,#NAME?,"$129,119 ",Multi Family,1908,None,,None,,,801,$513 ,$241 ,$47 ,$0 
"7206 W Wellington Ave APT 2F, Elmwood Park, IL 60707","$90,000 ",1 bd,1 ba,650 sqft,"$83,454 ",Condo,1965,Forced air,Other,1 space,,,716,$369 ,$161 ,$32 ,$154 
"Residence A Plan, Renelle on the River","$2,184,900 ",3 bds,4 ba,"2,424 sqft","$2,072,013 ",Condo,2019,Forced air,Central,1 space,,,0,,,,
"4015 N Milwaukee Ave UNIT 315, Chicago, IL 60641","$152,000 ",1 bd,1 ba,#NAME?,"$146,934 ",Condo,1929,Gas,Central,Attached Garage,,,1132,$577 ,$271 ,$53 ,$231 
"5008 S Morgan St, Chicago, IL 60609","$139,900 ",4 bds,2 ba,#NAME?,"$134,837 ",Multi Family,1891,Forced air,,3 spaces,,,829,$531 ,$249 ,$49 ,$0 
"Unit PH-C - Hampden 53 Plan, Hampden 53","$2,800,000 ",4 bds,5 ba,"3,555 sqft",,Condo,2019,Forced air,Central,2 spaces,,,0,,,,
"1960 N Lincoln Park West Ave # 1611, Chicago, IL 60614","$245,000 ",1 bd,1 ba,827 sqft,,Condo,,Gas,,Attached Garage,,,2123,$930 ,$437 ,$86 ,$670 
"4138 W Jackson Blvd, Chicago, IL 60624","$110,000 ",14 bds,4 ba,#NAME?,"$104,376 ",Multi Family,1897,Forced air,,4 spaces,,,686,$451 ,$196 ,$39 ,$0 
"208 W Washington St APT 610, Chicago, IL 60606","$424,900 ",2 bds,2 ba,"1,300 sqft","$410,555 ",Condo,1927,Forced air,Central,1 space,,,3333,"$1,556 ",$758 ,$149 ,$870 
"474 N Lake Shore Dr APT 5108, Chicago, IL 60611","$625,000 ",3 bds,3 ba,"1,590 sqft","$606,706 ",Condo,1991,Gas,Central,1 space,,,4966,"$2,316 ","$1,115 ",$219 ,"$1,316 "
"420 S Homan Ave # 3, Chicago, IL 60624","$75,000 ",2 bds,1 ba,542 sqft,"$69,886 ",Condo,1930,Forced air,Central,1 space,,,697,$307 ,$134 ,$26 ,$230 
"5441 S Nottingham Ave, Chicago, IL 60638","$330,000 ",5 bds,3 ba,#NAME?,"$324,698 ",Multi Family,1925,Forced air,Central,Detached Garage,,,1914,"$1,209 ",$589 ,$116 ,$0 
"111 W Maple St APT 2304, Chicago, IL 60610","$369,000 ",2 bds,2 ba,"1,050 sqft","$358,796 ",Condo,1991,Electric,Central,Attached Garage,,,2822,"$1,351 ",$658 ,$129 ,$684 
"505 N Mcclurg Ct APT 2002, Chicago, IL 60611","$725,000 ",2 bds,2 ba,"1,464 sqft","$708,638 ",Condo,2008,Forced air,Central,1 space,,,5127,"$2,686 ","$1,293 ",$254 ,$894 
"1560 N Sandburg Ter APT 1704, Chicago, IL 60610","$194,900 ",1 bd,1 ba,#NAME?,"$187,847 ",Condo,1970,Forced air,Central,Attached Garage,,,1806,$740 ,$348 ,$68 ,$650 
"7059 N Damen Ave APT 1S, Chicago, IL 60645","$194,500 ",2 bds,1 ba,950 sqft,"$189,310 ",Condo,1921,Forced air,Central,None,,,1401,$738 ,$347 ,$68 ,$248 
"1455 N Sandburg Ter APT 1804, Chicago, IL 60610","$235,000 ",1 bd,1 ba,800 sqft,"$227,100 ",Condo,1965,,,Attached Garage,,,2010,$892 ,$419 ,$82 ,$617 
"4117 N Sheridan Rd APT 1S, Chicago, IL 60613","$325,000 ",2 bds,2 ba,"1,250 sqft","$317,211 ",Condo,1916,Forced air,Central,1 space,,,2221,"$1,190 ",$580 ,$114 ,$337 
"310 E 109th St, Chicago, IL 60628","$119,900 ",4 bds,2 ba,#NAME?,"$115,130 ",Multi Family,1920,Forced air,,Detached Garage,,,747,$491 ,$214 ,$42 ,$0 
"6968 W Belmont Ave APT 3, Chicago, IL 60634","$155,000 ",2 bds,1 ba,"1,000 sqft","$150,967 ",Condo,1968,Baseboard,Wall,1 space,,,1165,$589 ,$276 ,$54 ,$246 
"1000 N Lake Shore Plz APT 40B, Chicago, IL 60611","$1,225,000 ",3 bds,3 ba,"2,100 sqft","$1,153,242 ",Condo,1965,Forced air,Central,2 spaces,,,9343,"$4,539 ","$2,185 ",$429 ,"$2,190 "
"645 N Kingsbury St APT 1801, Chicago, IL 60654","$409,900 ",2 bds,2 ba,"1,200 sqft","$399,695 ",Condo,2002,Forced air,Central,Attached Garage,,,3161,"$1,501 ",$731 ,$143 ,$786 
"2108 W North Ave APT 2N, Chicago, IL 60647","$259,000 ",2 bds,1 ba,#NAME?,"$253,217 ",Condo,1910,Gas,Central,None,,,1810,$949 ,$462 ,$91 ,$308 
"849 N Franklin St UNIT 702, Chicago, IL 60610","$275,000 ",1 bd,1 ba,800 sqft,"$266,388 ",Condo,2006,Forced air,Central,None,,,2069,"$1,007 ",$490 ,$96 ,$476 
"1437 E 65th Pl # 3, Chicago, IL 60637","$229,900 ",3 bds,2 ba,"1,600 sqft","$223,967 ",Condo,2007,Forced air,Central,1 space,,,1606,$873 ,$410 ,$80 ,$243 
"950 N Michigan Ave APT 4103, Chicago, IL 60611","$899,000 ",3 bds,4 ba,"2,430 sqft","$870,294 ",Condo,1983,Forced air,Central,Attached Garage,,,7049,"$3,331 ","$1,603 ",$315 ,"$1,800 "
"2548 W Sunnyside Ave # 1, Chicago, IL 60625","$275,000 ",2 bds,1 ba,#NAME?,"$269,683 ",Condo,1912,Forced air,Central,None,,,1790,"$1,007 ",$490 ,$96 ,$197 
"6005 N Kimball Ave APT 4D, Chicago, IL 60659","$260,000 ",2 bds,2 ba,"1,450 sqft","$316,888 ",Condo,2005,Forced air,Central,,,,1801,$952 ,$464 ,$91 ,$294 
"2922 N Sheffield Ave APT 2, Chicago, IL 60657","$549,000 ",2 bds,2 ba,#NAME?,"$533,716 ",Condo,2015,Forced air,Central,Detached Garage,,,3316,"$2,011 ",$979 ,$192 ,$134 
"340 W Diversey Pkwy APT 616, Chicago, IL 60657","$225,000 ",1 bd,1 ba,850 sqft,"$217,741 ",Condo,1958,Forced air,Central,Attached Garage,,,1957,$854 ,$401 ,$79 ,$623 
"7234 S Peoria St, Chicago, IL 60621","$75,000 ",8 bds,2 ba,#NAME?,"$70,651 ",Multi Family,1880,Gas,,None,,,467,$307 ,$134 ,$26 ,$0 
"10258 S Avenue L, Chicago, IL 60617","$65,470 ",6 bds,3 ba,#NAME?,,Multi Family,1917,Baseboard,,Detached Garage,,,408,$268 ,$117 ,$23 ,$0 
"3109 N Kedzie Ave, Chicago, IL 60618","$410,000 ",5 bds,2 ba,"1,200 sqft","$403,301 ",Multi Family,1903,Forced air,,3 spaces,,,2377,"$1,502 ",$731 ,$144 ,$0 
"3318 N Damen Ave # 1, Chicago, IL 60618","$569,000 ",3 bds,3 ba,"2,090 sqft","$559,646 ",Condo,1998,Forced air,Central,Detached Garage,,,3410,"$2,056 ","$1,015 ",$199 ,$140 
