Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"2689 Sharondale Dr NE, Atlanta, GA 30305","$875,000 ",3 bds,3 ba,"2,025 sqft","$856,283 ",Single Family,1950,Forced air,Central,4 spaces,0.3 acres,Great solar potentialSun Number™: 85.81,"$4,502 ","$3,415/mo",$780/mo,$306/mo,$0/mo
"3374 Collier Dr NW, Atlanta, GA 30331","$77,000 ",3 bds,2 ba,"1,126 sqft",,Single Family,1968,Forced air,Central,No Data,"10,498 sqft",Good solar potentialSun Number™: 65.02,$412 ,$316/mo,$69/mo,$27/mo,$0/mo
"799 Connally St SE, Atlanta, GA","$575,000 ",3 bds,4 ba,"2,190 sqft","$560,015 ",Single Family,2019,"Forced air, Heat pump",Central,No Data,"2,874 sqft",Great solar potentialSun Number™: 87.43,"$2,827 ","$2,113/mo",$513/mo,$201/mo,$0/mo
"951 Fern Ave SE # B, Atlanta, GA","$385,000 ",3 bds,3 ba,"1,725 sqft","$378,773 ",Townhouse,2019,"Forced air, Heat pump",Central,No Data,"3,920 sqft",,"$1,891 ","$1,413/mo",$343/mo,$135/mo,$0/mo
"3611 Tuxedo Ct NW, Atlanta, GA 30305","$7,499,000 ",6 bds,11 ba,"14,350 sqft",,Single Family,1999,Forced air,Central,Attached Garage,1.36 acres,Great solar potentialSun Number™: 91.41,"$38,582 ","$29,271/mo","$6,687/mo","$2,625/mo",$0/mo
"2534 County Line Rd SW, Atlanta, GA 30331","$88,000 ",3 bds,2 ba,"1,100 sqft","$83,823 ",Single Family,1962,Other,Central,1 space,0.85 acres,Candidate for a community solar programSun Number™: 20.23,$471 ,$362/mo,$78/mo,$31/mo,$0/mo
"1323 Wylie St SE, Atlanta, GA 30317","$275,000 ",2 bds,2 ba,"1,021 sqft","$273,638 ",Single Family,1947,Forced air,Central,Off street,"8,712 sqft",Candidate for a community solar programSun Number™: 20.23,"$1,360 ","$1,009/mo",$254/mo,$96/mo,$0/mo
"655 Mead St SE UNIT 26, Atlanta, GA 30312","$349,999 ",3 bds,3 ba,"1,840 sqft","$340,818 ",Townhouse,2005,Forced air,Central,2 spaces,910 sqft,,"$1,958 ","$1,285/mo",$312/mo,$122/mo,$239/mo
"3235 Camden Ct, Atlanta, GA","$263,389 ",4 bds,3 ba,"2,122 sqft",,Single Family,2019,Forced air,Central,2 spaces,"9,147 sqft",,"$1,294 ",$967/mo,$235/mo,$92/mo,$0/mo
"3645 Nancy Creek Rd NW, Atlanta, GA 30327","$3,800,000 ",7 bds,9 ba,"9,100 sqft","$3,570,019 ",Single Family,1940,Forced air,Central,2 spaces,1.94 acres,Great solar potentialSun Number™: 72.21,"$19,551 ","$14,832/mo","$3,388/mo","$1,330/mo",$0/mo
"422 Glen Iris Dr NE, Atlanta, GA 30308","$899,000 ",4 bds,3 ba,"2,792 sqft","$882,654 ",Single Family,2015,Gas,Central,4 spaces,"7,270 sqft",Great solar potentialSun Number™: 77.03,"$4,625 ","$3,509/mo",$802/mo,$315/mo,$0/mo
"412 E Side Ave SE, Atlanta, GA 30316","$814,000 ",4 bds,3 ba,"2,727 sqft","$777,277 ",Single Family,1935,Gas,No Data,No Data,"10,454 sqft",Limited solar potentialSun Number™: 53.83,"$4,215 ","$3,177/mo",$753/mo,$285/mo,$0/mo
"6303 Jasper Way, Atlanta, GA 30331","$335,118 ",4 bds,3 ba,"3,236 sqft","$322,789 ",Single Family,2019,Forced air,Central,Attached Garage,No Data,,"$1,683 ","$1,230/mo",$299/mo,$117/mo,$37/mo
"1786 N Olympian Way SW, Atlanta, GA 30310","$340,000 ",3 bds,3 ba,"2,100 sqft","$328,899 ",Single Family,1935,Other,Central,No Data,"8,712 sqft",Candidate for a community solar programSun Number™: 20.22,"$1,670 ","$1,248/mo",$303/mo,$119/mo,$0/mo
"2554 Laquanda Ct SW, Atlanta, GA 30331","Est. $323,803",4 bds,4 ba,"3,524 sqft","$323,803 ",Single Family,2003,Forced air,Central,No Data,0.42 acres,Great solar potentialSun Number™: 92.23,"$1,591 ","$1,189/mo",$289/mo,$113/mo,$0/mo
"345 Sand Bay Dr SW, Atlanta, GA 30331","$190,000 ",3 bds,4 ba,"1,744 sqft","$185,957 ",Townhouse,2015,Forced air,Central,2 spaces,"2,178 sqft",Great solar potentialSun Number™: 92.21,$967 ,$731/mo,$169/mo,$67/mo,$0/mo
"250 Amal Dr SW, Atlanta, GA 30315","Est. $70,322",3 bds,2.5 ba,"1,570 sqft","$70,322 ",Townhouse,2004,Forced air,Central,Attached Garage,"1,568 sqft",,$376 ,$289/mo,$63/mo,$25/mo,$0/mo
"1210 Lavista Cir NE, Atlanta, GA 30324","$475,000 ",3 bds,4 ba,"3,300 sqft","$463,785 ",Townhouse,2011,Forced air,Central,2 spaces,"1,306 sqft",Great solar potentialSun Number™: 92.21,"$2,583 ","$1,743/mo",$424/mo,$166/mo,$250/mo
"721 Taylor Ct NE, Atlanta, GA 30324","$449,900 ",3 bds,3 ba,"1,513 sqft","$439,038 ",Townhouse,2017,Forced air,Central,2 spaces,"1,001 sqft",,"$2,500 ","$1,651/mo",$401/mo,$157/mo,$290/mo
"848 Durant Pl NE, Atlanta, GA 30308","$699,000 ",3 bds,3 ba,"3,523 sqft",,Single Family,1928,Forced air,Central,No Data,"7,971 sqft",Great solar potentialSun Number™: 87.43,"$3,596 ","$2,728/mo",$623/mo,$245/mo,$0/mo
"3617 Tuxedo Ct NW, Atlanta, GA 30305","$3,995,000 ",6 bds,10 ba,"9,913 sqft","$3,746,861 ",Single Family,1992,Forced air,Central,No Data,1.42 acres,Great solar potentialSun Number™: 92.21,"$20,554 ","$15,594/mo","$3,562/mo","$1,398/mo",$0/mo
"3003 Habersham Rd NW, Atlanta, GA 30305","$6,830,000 ",7 bds,11 ba,"10,042 sqft","$6,041,218 ",Single Family,2005,Forced air,Central,1 space,3.42 acres,,"$35,140 ","$26,659/mo","$6,090/mo","$2,391/mo",$0/mo
"3458 Heritage Valley Rd SW, Atlanta, GA 30331","Est. $56,965",3 bds,2 ba,"1,849 sqft","$56,965 ",Single Family,1960,Forced air,Central,Attached Garage,0.4 acres,Great solar potentialSun Number™: 85.81,$305 ,$234/mo,$51/mo,$20/mo,$0/mo
"998 Wildwood Rd NE, Atlanta, GA 30306","$1,450,000 ",4 bds,4 ba,"3,300 sqft",,Single Family,1951,Forced air,Central,2 spaces,0.39 acres,Great solar potentialSun Number™: 85.01,"$7,460 ","$5,660/mo","$1,293/mo",$508/mo,$0/mo
"3005 Argonne Dr NW, Atlanta, GA","$1,000,000 ",6 bds,6 ba,"5,813 sqft","$939,162 ",Single Family,2019,Forced air,Central,2 spaces,0.72 acres,Candidate for a community solar programSun Number™: 20.21,"$5,145 ","$3,903/mo",$892/mo,$350/mo,$0/mo
"690 Dameron Cir SW, Atlanta, GA 30311","$144,500 ",5 bds,3 ba,"2,786 sqft","$143,196 ",Single Family,1999,Forced air,Central,2 spaces,1.03 acres,Great solar potentialSun Number™: 77.02,$736 ,$556/mo,$129/mo,$51/mo,$0/mo
"460 Jefferson Chase Cir SE, Atlanta, GA 30354","$249,900 ",4 bds,3 ba,"2,809 sqft","$246,642 ",Single Family,2007,Forced air,Central,4 spaces,"5,706 sqft",Great solar potentialSun Number™: 92.22,"$1,427 ",$962/mo,$223/mo,$87/mo,$155/mo
"136 Peachtree Memorial Dr NW # NC2, Atlanta, GA 30309","$260,000 ",2 bds,2 ba,"1,108 sqft","$257,908 ",Townhouse,1975,Forced air,Central,2 spaces,"1,089 sqft",Great solar potentialSun Number™: 79.41,"$1,602 ",$954/mo,$232/mo,$91/mo,$325/mo
"895 Cherokee Ave SE, Atlanta, GA 30315","$475,000 ",3 bds,2 ba,"1,302 sqft","$473,981 ",Single Family,1910,"Forced air, Heat pump",Central,2 spaces,"3,789 sqft",Candidate for a community solar programSun Number™: 20.23,"$2,333 ","$1,743/mo",$424/mo,$166/mo,$0/mo
"3968 Riverchess Dr SW, Atlanta, GA 30331","Est. $234,881",5 bds,4 ba,"5,369 sqft","$234,881 ",Single Family,2008,Forced air,Central,Attached Garage,0.41 acres,Great solar potentialSun Number™: 89.03,"$1,179 ",$862/mo,$209/mo,$82/mo,$25/mo
"2045 Lenox Rd NE, Atlanta, GA 30324","$379,000 ",4 bds,4 ba,"2,300 sqft","$375,146 ",Single Family,1997,Forced air,Central,No Data,0.27 acres,Great solar potentialSun Number™: 85.81,"$1,862 ","$1,391/mo",$338/mo,$133/mo,$0/mo
"3710 Powers Ferry Rd NW, Atlanta, GA 30342","$724,900 ",5 bds,4 ba,"2,680 sqft",,Single Family,1954,Forced air,Central,1 space,0.52 acres,Candidate for a community solar programSun Number™: 20.21,"$3,730 ","$2,829/mo",$646/mo,$254/mo,$0/mo
"1795 W Wesley Rd NW, Atlanta, GA 30327","$4,700,000 ",7 bds,11 ba,"11,000 sqft","$4,312,154 ",Single Family,2008,Forced air,Central,No Data,1.17 acres,Great solar potentialSun Number™: 90.61,"$24,181 ","$18,345/mo","$4,191/mo","$1,645/mo",$0/mo
"2640 Peachtree Rd NW # 2, Atlanta, GA 30305","$2,000,000 ",3 bds,6 ba,"5,990 sqft","$1,893,412 ",Townhouse,2008,Forced air,"Central, Other",5 spaces,"3,920 sqft",,"$11,865 ","$7,807/mo","$1,783/mo",$700/mo,"$1,575/mo"
"1600 Westwood Ave SW, Atlanta, GA 30310","$252,000 ",7 bds,3 ba,"1,800 sqft","$241,714 ",Single Family,1930,Forced air,Central,No Data,"9,931 sqft",Great solar potentialSun Number™: 86.62,"$1,238 ",$925/mo,$225/mo,$88/mo,$0/mo
"Turnberry 4 Plan, Summit At Stonewall Tell","$364,990+",5 bds,4 ba,"4,443 sqft","$350,046 ",Single Family,2019,No Data,No Data,3 spaces,No Data,Great solar potentialSun Number™: 92.23,"$1,793 ",,,,
"756 Cumberland Rd NE, Atlanta, GA 30306","$799,900 ",4 bds,3 ba,"2,800 sqft","$785,356 ",Single Family,1928,Heat pump,Central,2 spaces,"7,949 sqft",Candidate for a community solar programSun Number™: 20.23,"$4,115 ","$3,122/mo",$713/mo,$280/mo,$0/mo
"686 Alex Way SW, Atlanta, GA 30331","$123,000 ",3 bds,2 ba,"1,042 sqft","$118,241 ",Single Family,1986,Forced air,Central,Attached Garage,0.5 acres,Good solar potentialSun Number™: 67.41,$658 ,$506/mo,$110/mo,$43/mo,$0/mo
"110 Norton Dr SW # 25, Atlanta, GA 30331","$250,900 ",6 bds,4 ba,"3,728 sqft","$248,805 ",Single Family,2005,Forced air,Central,No Data,0.28 acres,,"$1,265 ",$921/mo,$224/mo,$88/mo,$33/mo
"4280 W Club Ln NE, Atlanta, GA 30319","$1,749,000 ",5 bds,5 ba,"4,516 sqft","$1,662,589 ",Single Family,2000,Forced air,Central,No Data,0.49 acres,Great solar potentialSun Number™: 88.21,"$8,998 ","$6,827/mo","$1,560/mo",$612/mo,$0/mo
"1881 Lake Cove Dr SW, Atlanta, GA 30331","$375,000 ",5 bds,4 ba,"3,379 sqft","$366,356 ",Single Family,1995,Forced air,Central,Attached Garage,0.53 acres,Great solar potentialSun Number™: 72.21,"$1,887 ","$1,376/mo",$334/mo,$131/mo,$45/mo
"3235 Saville St SW, Atlanta, GA 30331","$183,000 ",3 bds,3 ba,"1,376 sqft","$136,735 ",Single Family,2006,Forced air,Central,Attached Garage,"5,227 sqft",Great solar potentialSun Number™: 82.63,$982 ,$704/mo,$163/mo,$64/mo,$50/mo
"1919 S Gordon St SW, Atlanta, GA 30310","$360,000 ",3 bds,2 ba,"1,433 sqft","$350,208 ",Single Family,1952,Forced air,Central,No Data,"10,410 sqft",Candidate for a community solar programSun Number™: 20.22,"$1,768 ","$1,321/mo",$321/mo,$126/mo,$0/mo
"2494 Butner Rd SW, Atlanta, GA 30331","$120,000 ",4 bds,3 ba,#NAME?,"$114,580 ",Single Family,2015,Other,Other,No Data,0.92 acres,,$642 ,$493/mo,$107/mo,$42/mo,$0/mo
"426 Macedonia Rd SE, Atlanta, GA 30354","$90,800 ",3 bds,1 ba,"1,300 sqft","$90,800 ",Single Family,1960,Forced air,Central,No Data,"9,348 sqft",Candidate for a community solar programSun Number™: 20.22,$486 ,$373/mo,$81/mo,$32/mo,$0/mo
"2085 Bellrick Rd NW, Atlanta, GA 30318","$959,900 ",5 bds,6 ba,"4,830 sqft",,Single Family,2015,"Forced air, Heat pump",Central,2 spaces,"1,698 sqft",Great solar potentialSun Number™: 85.81,"$5,114 ","$3,747/mo",$856/mo,$336/mo,$175/mo
"1764 Springview Rd NW, Atlanta, GA 30314","$205,000 ",3 bds,2 ba,954 sqft,,Single Family,1950,Other,Central,No Data,"9,100 sqft",Great solar potentialSun Number™: 77.82,"$1,044 ",$789/mo,$183/mo,$72/mo,$0/mo
"3745 Clovis Ct NW, Atlanta, GA 30331","$43,000 ",3 bds,1 ba,"1,025 sqft",,Single Family,1958,Other,Other,No Data,"10,097 sqft",Limited solar potentialSun Number™: 41.81,$230 ,$177/mo,$38/mo,$15/mo,$0/mo
"3600 Habersham Rd NW, Atlanta, GA 30305","$1,075,000 ",5 bds,5 ba,"4,639 sqft","$1,041,029 ",Single Family,2006,Forced air,Central,Attached Garage,"9,583 sqft",Good solar potentialSun Number™: 63.41,"$5,531 ","$4,196/mo",$959/mo,$376/mo,$0/mo
"585 Mcwilliams Rd SE UNIT 2406, Atlanta, GA 30315","$115,998 ",2 bds,3 ba,"1,308 sqft","$121,548 ",Townhouse,2005,Forced air,Central,Off street,871 sqft,,$621 ,$477/mo,$103/mo,$41/mo,$0/mo
"552 Monticello Blvd SE UNIT 107, Atlanta, GA","$232,455 ",3 bds,3 ba,"1,891 sqft","$228,440 ",Townhouse,2019,No Data,No Data,2 spaces,No Data,,"$1,183 ",,,,
"1300 Monroe Dr NE, Atlanta, GA 30306","$2,100,000 ",5 bds,4 ba,"4,433 sqft","$1,996,615 ",Single Family,1999,Other,"Central, Other",2 spaces,0.26 acres,Great solar potentialSun Number™: 92.23,"$10,804 ","$8,197/mo","$1,873/mo",$735/mo,$0/mo
"2603 Habersham Rd NW, Atlanta, GA 30305","$1,475,000 ",4 bds,5 ba,"4,519 sqft","$1,364,028 ",Single Family,1930,Forced air,Central,3 spaces,0.74 acres,Great solar potentialSun Number™: 73.01,"$7,589 ","$5,757/mo","$1,315/mo",$516/mo,$0/mo
"717 Woodward Way NW, Atlanta, GA 30327","$599,000 ",3 bds,2 ba,"2,072 sqft","$579,424 ",Single Family,1930,Forced air,Central,2 spaces,0.35 acres,Candidate for a community solar programSun Number™: 20.21,"$2,945 ","$2,201/mo",$534/mo,$210/mo,$0/mo
"3633 Wartrace Dr, South Fulton, GA","$268,775 ",5 bds,3 ba,"2,361 sqft","$257,915 ",Single Family,2019,Forced air,Central,Attached Garage,"9,104 sqft",,"$1,365 ",$987/mo,$240/mo,$94/mo,$45/mo
"1091 E Paces Ln, Atlanta, GA 30326","$515,000 ",3 bds,4 ba,"2,371 sqft","$505,884 ",Townhouse,2010,Forced air,Central,No Data,871 sqft,Great solar potentialSun Number™: 81.01,"$2,705 ","$1,890/mo",$459/mo,$180/mo,$175/mo
"18 Peachtree Ave NE APT 2, Atlanta, GA 30305","$715,000 ",3 bds,4 ba,#NAME?,"$698,703 ",Townhouse,2016,Forced air,Central,3 spaces,"1,045 sqft",,"$3,714 ","$2,791/mo",$638/mo,$250/mo,$35/mo
"3577 Parc Cir SW, Atlanta, GA 30311","$149,900 ",2 bds,3 ba,"2,614 sqft","$145,087 ",Townhouse,2005,Forced air,Central,2 spaces,"1,306 sqft",Great solar potentialSun Number™: 77.02,$888 ,$577/mo,$134/mo,$52/mo,$125/mo
"1000 Battle Creek Way NW, Atlanta, GA 30327","$1,725,000 ",5 bds,7 ba,"4,881 sqft","$1,635,403 ",Single Family,2019,No Data,No Data,No Data,0.68 acres,,"$8,916 ","$6,733/mo","$1,538/mo",$604/mo,$41/mo
"1387 Jonesboro Rd SE, Atlanta, GA 30315","$300,000 ",4 bds,3 ba,"2,008 sqft","$294,233 ",Single Family,1935,Forced air,Central,No Data,"7,187 sqft",Great solar potentialSun Number™: 91.43,"$1,474 ","$1,101/mo",$268/mo,$105/mo,$0/mo
"3706 Clovis Ct NW, Atlanta, GA","$189,900 ",3 bds,2 ba,"1,200 sqft",,Single Family,2019,Other,Central,3 spaces,"9,099 sqft",Limited solar potentialSun Number™: 50.61,$967 ,$731/mo,$169/mo,$66/mo,$0/mo
"1070 Sims St SW, Atlanta, GA 30310","$99,900 ",3 bds,2 ba,"1,300 sqft","$96,569 ",Single Family,1950,Other,Other,Off street,"5,009 sqft",Candidate for a community solar programSun Number™: 20.22,$535 ,$411/mo,$89/mo,$35/mo,$0/mo
"2335 Daniel Rd SW, Atlanta, GA 30331","$159,999 ",4 bds,3 ba,"1,566 sqft","$157,324 ",Single Family,2005,Forced air,Central,No Data,"6,534 sqft",Good solar potentialSun Number™: 68.23,$814 ,$616/mo,$143/mo,$56/mo,$0/mo
"2561 Bohler Rd NW, Atlanta, GA 30327","$7,750,000 ",4 bds,6 ba,#NAME?,,Single Family,2012,Forced air,Central,2 spaces,9.16 acres,Great solar potentialSun Number™: 91.41,"$39,873 ","$30,250/mo","$6,910/mo","$2,713/mo",$0/mo
"152 Nathan Rd SW, Atlanta, GA 30331","$250,000 ",5 bds,3 ba,"3,270 sqft","$238,133 ",Single Family,2007,Heat pump,Central,"Attached Garage, Detached Garage","9,757 sqft",Great solar potentialSun Number™: 78.61,"$1,273 ",$962/mo,$223/mo,$88/mo,$0/mo
"398 Mulberry Row SE UNIT 1606, Atlanta, GA","$236,605 ",3 bds,3 ba,"1,891 sqft","$231,102 ",Townhouse,2019,No Data,No Data,2 spaces,No Data,,"$1,204 ",,,,
"3924 The Highlands NW, Atlanta, GA 30327","$2,490,000 ",5 bds,10 ba,"10,256 sqft",,Single Family,1995,Forced air,Central,Attached Garage,1.24 acres,Great solar potentialSun Number™: 92.21,"$12,811 ","$9,719/mo","$2,220/mo",$872/mo,$0/mo
"1469 Belmont Ave SW, Atlanta, GA 30310","$285,000 ",3 bds,2 ba,"1,416 sqft","$277,611 ",Single Family,1920,Heat pump,Central,No Data,"6,490 sqft",Candidate for a community solar programSun Number™: 20.22,"$1,400 ","$1,046/mo",$254/mo,$100/mo,$0/mo
"2742 Jacanar Ln SW, Atlanta, GA 30331","$535,000 ",4 bds,3 ba,"4,457 sqft","$519,497 ",Single Family,2014,Forced air,Central,No Data,0.58 acres,"{""targetDiv"":""gpt-ad-a157299f-99e8-42cf-a39d-91b4df15b332"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2742 Jacanar Ln SW"",""bd"":""4"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""125826120"",""lot"":""4"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-2228938759061681129"",""sqftrange"":""4000-4499"",""price"":""535000"",""sqft"":""4457"",""posting_url"":"""",""mlong"":""-84.585643"",""state"":""GA"",""prange"":""500-599k"",""zip"":""30331"",""mlat"":""33.679284"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvk3dawavd74c1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""519497"",""premieragent"":""no""}}","$2,640 ","$1,964/mo",$477/mo,$187/mo,$12/mo
"6406 Celtic Dr SW, Atlanta, GA 30331","$268,000 ",5 bds,3 ba,"2,902 sqft","$263,860 ",Single Family,2005,Forced air,Other,Attached Garage,"10,010 sqft",Great solar potentialSun Number™: 89.83,"$1,351 ",$984/mo,$239/mo,$94/mo,$35/mo
"Flora Plan, Hampshire Park","$215,600+",4 bds,3 ba,"2,170 sqft","$210,655 ",Single Family,2019,No Data,No Data,2 spaces,No Data,,"$1,098 ",,,,
"696 Cumberland Rd NE, Atlanta, GA 30306","$650,000 ",3 bds,3 ba,"2,167 sqft","$637,820 ",Single Family,1929,Forced air,Central,No Data,"8,999 sqft",Limited solar potentialSun Number™: 51.43,"$3,344 ","$2,537/mo",$580/mo,$228/mo,$0/mo
"2776 Alpine Rd NE, Atlanta, GA 30305","$675,000 ",4 bds,3 ba,"2,350 sqft","$663,598 ",Single Family,1935,Forced air,Central,2 spaces,"9,308 sqft",Candidate for a community solar programSun Number™: 20.21,"$3,473 ","$2,635/mo",$602/mo,$236/mo,$0/mo
"40 Conifer Park Ln NE, Atlanta, GA 30342","$849,000 ",4 bds,5 ba,"3,467 sqft",,Single Family,2000,Forced air,Central,2 spaces,"3,485 sqft",Great solar potentialSun Number™: 92.21,"$6,168 ","$3,314/mo",$757/mo,$297/mo,"$1,800/mo"
"622 Cameron St SE, Atlanta, GA 30312","$375,000 ",3 bds,2 ba,"1,392 sqft","$374,043 ",Single Family,1930,Forced air,Central,No Data,"7,187 sqft",Candidate for a community solar programSun Number™: 20.23,"$1,842 ","$1,376/mo",$334/mo,$131/mo,$0/mo
"260 18th St NW UNIT 10319, Atlanta, GA 30363","$354,900 ",2 bds,2 ba,"1,094 sqft","$347,657 ",Townhouse,2005,Forced air,Central,2 spaces,No Data,,"$2,095 ","$1,303/mo",$316/mo,$124/mo,$352/mo
"811 Fox St NW, Atlanta, GA 30318","$90,000 ",4 bds,2 ba,"1,092 sqft","$87,621 ",Single Family,1930,Forced air,Central,No Data,"6,141 sqft",Great solar potentialSun Number™: 88.22,$482 ,$370/mo,$80/mo,$32/mo,$0/mo
"2000 Grange Dr SE, Atlanta, GA 30315","$75,000 ",3 bds,1 ba,"1,040 sqft",,Single Family,1968,Forced air,Central,No Data,"9,583 sqft",Great solar potentialSun Number™: 91.42,$401 ,$308/mo,$67/mo,$26/mo,$0/mo
"2194 Edison Ave NE, Atlanta, GA 30305","$1,200,000 ",6 bds,6 ba,"4,000 sqft","$1,241,871 ",Single Family,2007,"Forced air, Other",Central,2 spaces,"10,019 sqft",Candidate for a community solar programSun Number™: 20.21,"$6,174 ","$4,684/mo","$1,070/mo",$420/mo,$0/mo
"71 Vannoy St SE, Atlanta, GA 30317","$415,000 ",3 bds,2 ba,"1,195 sqft","$393,461 ",Single Family,1925,Forced air,Central,4 spaces,"8,712 sqft","{""targetDiv"":""gpt-ad-6eca065a-4536-4013-87e4-d2f0512c445a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""71 Vannoy St SE"",""bd"":""3"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""14467928"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""377625618353727745"",""sqftrange"":""1000-1499"",""price"":""415000"",""oh"":""yes"",""sqft"":""1195"",""posting_url"":"""",""mlong"":""-84.346703"",""state"":""GA"",""prange"":""400-449k"",""zip"":""30317"",""mlat"":""33.751585"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jjqkpkpxem31000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Edgewood"",""yrblt"":""1920-1939"",""zestimate"":""393461"",""premieragent"":""no""}}","$2,052 ","$1,523/mo",$384/mo,$145/mo,$0/mo
"1531 Centra Villa Dr SW, Atlanta, GA 30311","$315,000 ",4 bds,2 ba,"1,848 sqft","$301,874 ",Single Family,1955,Forced air,Central,No Data,0.44 acres,Candidate for a community solar programSun Number™: 37.02,"$1,547 ","$1,156/mo",$281/mo,$110/mo,$0/mo
"410 Darkwater Ct SW, Atlanta, GA 30331","$267,990 ",5 bds,4 ba,"4,292 sqft","$261,571 ",Single Family,2006,Forced air,"Central, Other",2 spaces,0.26 acres,Great solar potentialSun Number™: 77.02,"$1,357 ",$984/mo,$239/mo,$94/mo,$41/mo
"1455 Lanier Pl NE, Atlanta, GA 30306","$675,000 ",4 bds,2 ba,"1,394 sqft","$665,000 ",Single Family,1945,Forced air,Central,3 spaces,0.29 acres,Candidate for a community solar programSun Number™: 20.23,"$3,473 ","$2,635/mo",$602/mo,$236/mo,$0/mo
"241 Woodstone Ct, Atlanta, GA","$346,025 ",4 bds,4 ba,"3,138 sqft","$331,283 ",Single Family,2019,Forced air,Central,Attached Garage,No Data,,"$1,737 ","$1,270/mo",$309/mo,$121/mo,$37/mo
"310 Pineland Rd NW, Atlanta, GA 30342","$5,600,000 ",5 bds,6 ba,"6,034 sqft","$5,345,018 ",Single Family,2015,Forced air,Central,6 spaces,1.17 acres,Candidate for a community solar programSun Number™: 20.21,"$28,812 ","$21,858/mo","$4,993/mo","$1,960/mo",$0/mo
"478 Hamilton St SE, Atlanta, GA 30316","$799,000 ",4 bds,4 ba,"3,232 sqft","$781,322 ",Single Family,2005,Forced air,Central,4 spaces,"3,920 sqft",Great solar potentialSun Number™: 92.23,"$4,252 ","$3,119/mo",$712/mo,$280/mo,$141/mo
"2631 W Wesley Rd NW, Atlanta, GA 30327","$1,198,000 ",5 bds,5 ba,"5,105 sqft","$1,140,335 ",Single Family,1959,Forced air,Central,2 spaces,2.17 acres,Candidate for a community solar programSun Number™: 20.21,"$6,164 ","$4,676/mo","$1,068/mo",$419/mo,$0/mo
"553 Loridans Dr NE, Atlanta, GA 30342","$1,749,000 ",5 bds,6 ba,"5,000 sqft","$1,469,444 ",Single Family,2019,Other,Central,3 spaces,0.58 acres,Candidate for a community solar programSun Number™: 20.21,"$8,998 ","$6,827/mo","$1,560/mo",$612/mo,$0/mo
"1973 Cummings Dr SW, Atlanta, GA 30311","$179,900 ",3 bds,2 ba,"1,210 sqft","$176,240 ",Single Family,1955,"Forced air, Heat pump",Central,No Data,0.28 acres,Candidate for a community solar programSun Number™: 39.42,$916 ,$692/mo,$160/mo,$63/mo,$0/mo
"485 Hillside Dr NW, Atlanta, GA 30342","$1,150,000 ",5 bds,5 ba,"4,399 sqft","$1,094,553 ",Single Family,1955,Forced air,Central,3 spaces,1.03 acres,Candidate for a community solar programSun Number™: 20.21,"$5,917 ","$4,489/mo","$1,025/mo",$403/mo,$0/mo
