Title,Title_link,list-card-price,list-card-type,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA/Lot,Price/sqft,Monthly cost
"855-B Saint Charles Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/855-B-Saint-Charles-Ave-NE-Atlanta-GA-30306/2082184333_zpid/,"$799,900",House for sale,4 bds,4 ba,"2,688 sqft",,Single Family,2000,Forced air,Central,Attached Garage,"5,662 sqft",$298,"$4,056"
"1406 Summit North Dr NE # 1406, Atlanta, GA 30324",https://www.zillow.com/homedetails/1406-Summit-North-Dr-NE-1406-Atlanta-GA-30324/2082184489_zpid/,"$135,000",Condo for sale,1 bd,1 ba,998 sqft,,Condo,1982,No Data,No Data,1 space,$247/month,$135,$938
"791 Wylie St SE APT 502, Atlanta, GA 30316",https://www.zillow.com/homedetails/791-Wylie-St-SE-APT-502-Atlanta-GA-30316/2129735238_zpid/,"$389,000",Condo for sale,2 bds,2 ba,"1,002 sqft","$374,369",Condo,2003,Forced air,Central,Detached Garage,$333/month,$388,"$2,244"
"Parmani Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071966_zpid/,"$679,490+",New construction,3 bds,4 ba,"2,704 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$251,"$3,445"
"1875 Flat Shoals Rd SE, Atlanta, GA",https://www.zillow.com/homedetails/1875-Flat-Shoals-Rd-SE-Atlanta-GA-30316/14447046_zpid/,"$475,000",New construction,3 bds,4 ba,"1,744 sqft","$455,672",Single Family,2019,Forced air,None,No Data,"8,712 sqft",$272,"$2,349"
"241 E Wesley Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/241-E-Wesley-Rd-NE-Atlanta-GA-30305/35896091_zpid/,"$969,000",House for sale,4 bds,4 ba,"3,179 sqft","$943,955",Single Family,1940,Forced air,Central,2 spaces,"9,099 sqft",$305,"$4,913"
"Flora Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898951_zpid/,"$215,600+",New construction,4 bds,3 ba,"2,170 sqft","$211,493",Single Family,2019,No Data,No Data,2 spaces,No Data,$99,"$1,104"
"100 Suttles Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/100-Suttles-Dr-SW-Atlanta-GA-30331/69374154_zpid/,"$189,000",Townhouse for sale,3 bds,3 ba,"1,904 sqft","$185,213",Townhouse,2004,Forced air,Central,No Data,"1,319 sqft",$99,"$1,218"
"The Brookhaven Plan, Pratt Stacks",https://www.zillow.com/community/pratt-stacks/2082336534_zpid/,"$489,900+",New construction,3 bds,3 ba,"2,236 sqft","$478,765",Townhouse,2019,No Data,No Data,1 space,No Data,$219,"$2,406"
"250 Park Avenue West NW UNIT 606, Atlanta, GA 30313",https://www.zillow.com/homedetails/250-Park-Avenue-West-NW-UNIT-606-Atlanta-GA-30313/65462616_zpid/,"$465,000",For sale by owner,2 bds,2 ba,"1,678 sqft","$476,949",Condo,2002,Forced air,Central,2 spaces,$685/month,$277,"$2,969"
"711 Cosmopolitan Dr NE UNIT 126, Atlanta, GA 30324",https://www.zillow.com/homedetails/711-Cosmopolitan-Dr-NE-UNIT-126-Atlanta-GA-30324/82610692_zpid/,"$310,000",Condo for sale,2 bds,2 ba,"1,061 sqft","$302,000",Condo,2006,Forced air,Central,4 spaces,$400/month,$292,"$1,923"
"811 Fox St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/811-Fox-St-NW-Atlanta-GA-30318/65463477_zpid/,"$90,000",House for sale,4 bds,2 ba,"1,092 sqft","$87,977",Single Family,1930,Forced air,Central,No Data,"6,141 sqft",$82,$480
"Carver Plan, Cascades",https://www.zillow.com/community/cascades/2084012309_zpid/,"$194,900+",New construction,2 bds,2.5 ba,"1,451 sqft","$189,996",Townhouse,2019,No Data,No Data,2 spaces,No Data,$134,$998
"493:B Winton Ter NE # B, Atlanta, GA 30308",https://www.zillow.com/homedetails/493B-Winton-Ter-NE-B-Atlanta-GA-30308/2082191981_zpid/,"$675,000",Townhouse for sale,3 bds,4 ba,-- sqft,,Townhouse,2019,Gas,Central,No Data,"2,178 sqft",No Data,"$3,422"
"921 Virginia Cir NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/921-Virginia-Cir-NE-Atlanta-GA-30306/35895747_zpid/,"$799,000",House for sale,3 bds,2 ba,"2,477 sqft","$775,805",Single Family,1918,Forced air,Central,Off street,"6,534 sqft",$323,"$4,051"
"C4 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2088571276_zpid/,"$636,900+",New construction,2 bds,2 ba,"1,172 sqft","$621,132",Condo,2019,No Data,No Data,2 spaces,No Data,$543,"$3,229"
"2660 Peachtree Rd NW APT 16E, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-16E-Atlanta-GA-30305/35901792_zpid/,"$1,350,000",Condo for sale,2 bds,3 ba,"2,951 sqft","$1,259,361",Condo,1987,"Forced air, Heat pump",Central,No Data,"$1,515/month",$457,"$8,360"
"697 Garibaldi St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/697-Garibaldi-St-SW-Atlanta-GA-30310/2082192483_zpid/,"$95,000",For sale by owner,"4,791 sqft lot",,,,,,,,,,,$507
"701 Smith St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/701-Smith-St-SW-Atlanta-GA-30310/35890167_zpid/,"$95,000",For sale by owner,"4,356 sqft lot",,,,,,,,,,,$507
"252 Powell St SE, Atlanta, GA",https://www.zillow.com/homedetails/252-Powell-St-SE-Atlanta-GA-30316/35862901_zpid/,"$750,000",New construction,3 bds,4 ba,"2,110 sqft","$730,831",Single Family,2019,"Forced air, Heat pump",Central,No Data,"5,706 sqft",$355,"$3,803"
"15 Brittany Way NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/15-Brittany-Way-NE-Atlanta-GA-30324/35935779_zpid/,"$265,000",Condo for sale,2 bds,2 ba,"1,450 sqft","$257,166",Condo,1988,Forced air,Central,1 space,$475/month,$183,"$1,777"
"979 Dimmock St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/979-Dimmock-St-SW-Atlanta-GA-30310/171447345_zpid/,"$85,000",Lot / Land for sale,"8,581 sqft lot",,,,,,,,,,,$454
"2700 Pine Tree Rd NE UNIT 2305, Atlanta, GA 30324",https://www.zillow.com/homedetails/2700-Pine-Tree-Rd-NE-UNIT-2305-Atlanta-GA-30324/65466653_zpid/,"$169,900",Condo for sale,1 bd,1 ba,748 sqft,"$165,389",Condo,2000,Forced air,Central,1 space,$225/month,$227,"$1,095"
"2965 Pharr Court South NW APT 711, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Court-South-NW-APT-711-Atlanta-GA-30305/35894671_zpid/,"$124,900",Condo for sale,1 bd,1 ba,658 sqft,"$120,676",Condo,1958,Forced air,Central,Attached Garage,$300/month,$190,$967
"3113 Lenox Rd NE # 6, Atlanta, GA 30324",https://www.zillow.com/homedetails/3113-Lenox-Rd-NE-6-Atlanta-GA-30324/2135763176_zpid/,"$988,000",Townhouse for sale,4 bds,5 ba,"2,961 sqft","$961,144",Townhouse,2009,No Data,No Data,4 spaces,"1,742 sqft",$334,"$5,334"
"1105 Faith Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/1105-Faith-Ave-SE-Atlanta-GA-30316/35836509_zpid/,"$488,696",New construction,5 bds,4 ba,"4,000 sqft","$476,787",Single Family,2016,Other,Central,No Data,0.27 acres,$122,"$2,400"
"1767 Russell St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1767-Russell-St-SE-Atlanta-GA-30316/87688641_zpid/,"$499,900",House for sale,4 bds,4 ba,"2,502 sqft","$485,566",Single Family,2018,Forced air,Central,4 spaces,0.6 acres,$200,"$2,513"
"1301 Peachtree St NE UNIT 1E, Atlanta, GA 30309",https://www.zillow.com/homedetails/1301-Peachtree-St-NE-UNIT-1E-Atlanta-GA-30309/2082196857_zpid/,"$2,000,000",Condo for sale,3 bds,3 ba,"2,362 sqft","$1,901,538",Condo,2017,Forced air,Central,2 spaces,"$1,563/month",$847,"$11,703"
"1011 Lindbergh Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1011-Lindbergh-Dr-NE-Atlanta-GA-30324/35929566_zpid/,"$445,000",House for sale,3 bds,2 ba,"1,552 sqft","$434,598",Single Family,1948,Other,Central,Detached Garage,0.3 acres,$287,"$2,186"
"406 E Side Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/406-E-Side-Ave-SE-Atlanta-GA-30316/14456893_zpid/,"$650,000",House for sale,5 bds,4 ba,"2,943 sqft","$628,265",Single Family,2018,Forced air,Central,4 spaces,"4,356 sqft",$221,"$3,317"
"1 Biscayne Dr NW UNIT 604, Atlanta, GA 30309",https://www.zillow.com/homedetails/1-Biscayne-Dr-NW-UNIT-604-Atlanta-GA-30309/35900756_zpid/,"$184,900",House for sale,1 bd,1 ba,750 sqft,,Single Family,1997,Forced air,Central,2 spaces,871 sqft,$247,"$1,211"
"120 Ralph Mcgill Blvd NE APT 1309, Atlanta, GA 30308",https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1309-Atlanta-GA-30308/82630202_zpid/,"$189,900",Condo for sale,1 bd,1 ba,813 sqft,"$186,099",Condo,1974,Forced air,Central,2 spaces,$402/month,$234,"$1,374"
"620 Peachtree St NE APT 1113, Atlanta, GA 30308",https://www.zillow.com/homedetails/620-Peachtree-St-NE-APT-1113-Atlanta-GA-30308/55016623_zpid/,"$274,500",Condo for sale,2 bds,2 ba,"1,288 sqft","$269,589",Condo,1965,Forced air,Other,2 spaces,$895/month,$213,"$2,243"
"2285 Peachtree Rd NE UNIT 808, Atlanta, GA 30309",https://www.zillow.com/homedetails/2285-Peachtree-Rd-NE-UNIT-808-Atlanta-GA-30309/2084860236_zpid/,"$149,900",Condo for sale,1 bd,1 ba,698 sqft,"$142,506",Condo,1965,No Data,Central,No Data,$32/month,$215,$799
"Rockford Plan, The Swift",https://www.zillow.com/community/swift/2092491242_zpid/,"$441,139+",New construction,2 bds,4 ba,"2,074 sqft",,Townhouse,2019,No Data,No Data,1 space,No Data,$213,"$2,167"
"1012 Custer Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/1012-Custer-Ave-SE-Atlanta-GA-30316/35891891_zpid/,"$549,000",New construction,4 bds,4 ba,"2,260 sqft","$526,731",Single Family,2019,Gas,Central,No Data,0.41 acres,$243,"$2,697"
"970 Sidney Marcus Blvd NE UNIT 1506, Atlanta, GA 30324",https://www.zillow.com/homedetails/970-Sidney-Marcus-Blvd-NE-UNIT-1506-Atlanta-GA-30324/65464917_zpid/,"$173,000",Condo for sale,1 bd,1 ba,840 sqft,"$168,564",Condo,1988,Forced air,Central,2 spaces,$263/month,$206,"$1,149"
"878 Peachtree St NE APT 533, Atlanta, GA 30309",https://www.zillow.com/homedetails/878-Peachtree-St-NE-APT-533-Atlanta-GA-30309/55016311_zpid/,"$289,900",Condo for sale,1 bd,1 ba,956 sqft,"$281,200",Condo,1951,Forced air,Central,1 space,$385/month,$303,"$1,809"
"1529 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1529-Liberty-Pkwy-NW-Atlanta-GA-30318/88824181_zpid/,"$270,000",Townhouse for sale,3 bds,3 ba,"1,326 sqft","$264,255",Townhouse,2005,Forced air,Central,1 space,653 sqft,$204,"$1,641"
"B-1B Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118319_zpid/,"$704,900+",New construction,2 bds,3 ba,"1,453 sqft","$685,726",Condo,2019,Heat pump,Central,Attached Garage,No Data,$485,"$3,574"
"756 Cumberland Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/756-Cumberland-Rd-NE-Atlanta-GA-30306/35929949_zpid/,"$799,900",House for sale,4 bds,3 ba,"2,800 sqft","$785,500",Single Family,1928,Heat pump,Central,2 spaces,"7,949 sqft",$286,"$4,056"
"1246 Grape St SE # 16, Atlanta, GA 30315",https://www.zillow.com/homedetails/1246-Grape-St-SE-16-Atlanta-GA-30315/2082204941_zpid/,"$45,900",Lot / Land for sale,"5,227 sqft lot",,,,,,,,,,,$245
"659 Auburn Ave NE APT 123, Atlanta, GA 30312",https://www.zillow.com/homedetails/659-Auburn-Ave-NE-APT-123-Atlanta-GA-30312/88825819_zpid/,"$325,000",Condo for sale,1 bd,1 ba,"1,038 sqft","$318,879",Condo,1925,Forced air,Central,1 space,$223/month,$313,"$1,819"
"The Bishop Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434174_zpid/,"$749,900+",New construction,3 bds,4 ba,"2,643 sqft","$734,249",Townhouse,2019,No Data,No Data,No Data,No Data,$284,"$3,802"
"1684 Braeburn Dr SE # .EMPTY, Atlanta, GA 30316",https://www.zillow.com/homedetails/1684-Braeburn-Dr-SE-EMPTY-Atlanta-GA-30316/2082208615_zpid/,"$460,000",House for sale,4 bds,3 ba,"2,000 sqft","$435,425",Single Family,1972,Forced air,Central,No Data,"8,712 sqft",$230,"$2,275"
"308 Warren St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/308-Warren-St-SE-Atlanta-GA-30317/14457311_zpid/,"$459,000",House for sale,3 bds,2 ba,"2,000 sqft","$443,699",Single Family,2012,"Forced air, Heat pump",Central,2 spaces,0.4 acres,$230,"$2,270"
"427 Formwalt St SW, Atlanta, GA 30312",https://www.zillow.com/homedetails/427-Formwalt-St-SW-Atlanta-GA-30312/69346312_zpid/,"$83,000",For sale by owner,"2,461 sqft lot",,,,,,,,,,,$443
"223 Tennessee Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/223-Tennessee-Ave-SW-Atlanta-GA-30315/35888167_zpid/,"$85,000",For sale by owner,"2,178 sqft lot",,,,,,,,,,,$454
"810 Cooper St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/810-Cooper-St-SW-Atlanta-GA-30315/69346279_zpid/,"$95,000",For sale by owner,"4,791 sqft lot",,,,,,,,,,,$507
"726 Windsor St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/726-Windsor-St-SW-Atlanta-GA-30310/2095994750_zpid/,"$95,000",For sale by owner,"8,058 sqft lot",,,,,,,,,,,$507
"676 Smith St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/676-Smith-St-SW-Atlanta-GA-30310/2099607323_zpid/,"$99,900",For sale by owner,"5,445 sqft lot",,,,,,,,,,,$533
"219 Tennessee Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/219-Tennessee-Ave-SW-Atlanta-GA-30315/249111623_zpid/,"$85,000",For sale by owner,"2,500 sqft lot",,,,,,,,,,,$454
"504 Tarragon Way SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/504-Tarragon-Way-SW-Atlanta-GA-30331/35873839_zpid/,"$147,000",House for sale,3 bds,2 ba,"1,060 sqft","$142,099",Single Family,1986,Forced air,Central,2 spaces,"9,016 sqft",$139,$753
"504 Tarragon Way SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/504-Tarragon-Way-SW-Atlanta-GA-30331/35873839_zpid/,"$147,000",House for sale,3 bds,2 ba,"1,060 sqft","$142,099",Single Family,1986,Forced air,Central,2 spaces,"9,016 sqft",$139,$753
"838 Jett St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/838-Jett-St-NW-Atlanta-GA-30318/55016975_zpid/,"$185,000",House for sale,3 bds,3 ba,"1,680 sqft","$181,068",Single Family,2007,Forced air,Wall,On street,"3,963 sqft",$110,$947
"53 Saint Claire Ln NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/53-Saint-Claire-Ln-NE-Atlanta-GA-30324/35935754_zpid/,"$270,000",Condo for sale,3 bds,2 ba,"1,550 sqft",,Condo,1983,Forced air,Central,No Data,$475/month,$174,"$1,801"
"Halton Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898949_zpid/,"$247,600+",New construction,5 bds,3 ba,"3,209 sqft","$243,437",Single Family,2019,No Data,No Data,2 spaces,No Data,$77,"$1,268"
"1221 W Wesley Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1221-W-Wesley-Rd-NW-Atlanta-GA-30327/82615746_zpid/,"$1,850,000",House for sale,6 bds,9 ba,"8,863 sqft","$1,760,951",Single Family,2006,Forced air,"Central, Solar",3 spaces,0.81 acres,$209,"$9,380"
"2036 Emery Pl NE, Atlanta, GA",https://www.zillow.com/homedetails/2036-Emery-Pl-NE-Atlanta-GA-30317/14469022_zpid/,"$839,900",New construction,5 bds,5 ba,"3,600 sqft","$812,990",Single Family,2019,Other,Other,2 spaces,0.3 acres,$233,"$4,286"
"1886 N Ave Nw, Atlanta, GA 30318",https://www.zillow.com/homedetails/1886-N-Ave-Nw-Atlanta-GA-30318/35856171_zpid/,"$139,000",House for sale,3 bds,3 ba,"1,694 sqft","$135,331",Single Family,1950,Other,Other,4 spaces,0.25 acres,$82,$712
"989 Dimmock St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/989-Dimmock-St-SW-Atlanta-GA-30310/65440626_zpid/,"$98,000",Lot / Land for sale,"9,452 sqft lot",,,,,,,,,,,$523
"2965 Pharr Ct # 514, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Ct-514-Atlanta-GA-30305/2082212957_zpid/,"$165,000",Condo for sale,2 bds,2 ba,980 sqft,"$157,969",Condo,1958,Forced air,Central,No Data,$38/month,$168,$883
"1892 Sandringham Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1892-Sandringham-Dr-SW-Atlanta-GA-30311/35862167_zpid/,"$204,000",House for sale,3 bds,2 ba,"1,297 sqft","$193,957",Single Family,1957,Forced air,Central,3 spaces,0.59 acres,$157,"$1,044"
"170 Boulevard SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-Atlanta-GA-30312/88811609_zpid/,"$535,000",Condo for sale,2 bds,2 ba,"1,855 sqft","$523,321",Condo,2007,Forced air,Central,1 space,$508/month,$288,"$3,136"
"301 Atlanta Ave SE APT 1, Atlanta, GA 30315",https://www.zillow.com/homedetails/301-Atlanta-Ave-SE-APT-1-Atlanta-GA-30315/65461039_zpid/,"$175,000",Condo for sale,2 bds,1 ba,736 sqft,"$170,355",Condo,1920,Forced air,Central,2 spaces,$300/month,$238,"$1,196"
"1976 Ruth St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1976-Ruth-St-NW-Atlanta-GA-30318/35921056_zpid/,"$129,000",Lot / Land for sale,0.34 acres lot,,,,,,,,,,,$660
"2029 Memorial Dr SE # 20, Atlanta, GA",https://www.zillow.com/homedetails/2029-Memorial-Dr-SE-20-Atlanta-GA-30317/2088175474_zpid/,"$469,900",New construction,3 bds,4 ba,"2,605 sqft",,Townhouse,2018,Forced air,Central,Attached Garage,No Data,$180,"$2,324"
"Bainbridge Plan, Hillgrove",https://www.zillow.com/community/hillgrove/2084629303_zpid/,"$1,021,768+",New construction,3 bds,3.5 ba,"3,352 sqft","$987,818",Townhouse,2019,No Data,No Data,2 spaces,No Data,$305,"$5,165"
"848 Durant Pl NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/848-Durant-Pl-NE-Atlanta-GA-30308/35879772_zpid/,"$699,000",House for sale,3 bds,3 ba,"3,523 sqft",,Single Family,1928,Forced air,Central,No Data,"7,971 sqft",$198,"$3,533"
"1901A Windemere Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1901A-Windemere-Dr-NE-Atlanta-GA-30324/2082216133_zpid/,"$589,000",House for sale,3 bds,2 ba,-- sqft,,Single Family,1950,Forced air,No Data,No Data,0.48 acres,No Data,"$2,889"
"596 Woods Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/596-Woods-Dr-NW-Atlanta-GA-30318/35864066_zpid/,"$227,950",House for sale,3 bds,2 ba,"1,201 sqft",,Single Family,1945,Forced air,Central,No Data,"6,752 sqft",$190,"$1,167"
"A107 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2085929965_zpid/,"$417,900+",New construction,1 bd,1 ba,879 sqft,"$405,856",Condo,2019,No Data,No Data,2 spaces,No Data,$475,"$2,053"
"Opus Place E Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110474_zpid/,"$1,075,900+",New construction,2 bds,3 ba,"1,578 sqft","$1,044,563",Condo,2019,No Data,No Data,2 spaces,No Data,$682,"$5,439"
"742 Hamilton Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/742-Hamilton-Ave-SE-Atlanta-GA-30312/35869555_zpid/,"$429,900",House for sale,3 bds,2 ba,"1,500 sqft","$419,797",Single Family,1928,"Forced air, Heat pump",Central,2 spaces,"4,356 sqft",$287,"$2,112"
"435 Highland Ave NE UNIT 1431, Atlanta, GA 30312",https://www.zillow.com/homedetails/435-Highland-Ave-NE-UNIT-1431-Atlanta-GA-30312/69372550_zpid/,"Est. $212,435",Pre-foreclosure / Auction,2 bds,2 ba,"1,458 sqft","$212,435",Condo,2003,Forced air,Central,No Data,$224/month,,"$1,267"
"Cali Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898952_zpid/,"$204,100+",New construction,4 bds,2 ba,"1,774 sqft","$199,844",Single Family,2019,No Data,No Data,2 spaces,No Data,$115,"$1,045"
"Sherwood Plan, Cascades",https://www.zillow.com/community/cascades/2084012308_zpid/,"$225,900+",New construction,3 bds,3 ba,"1,754 sqft","$220,043",Townhouse,2019,No Data,No Data,2 spaces,No Data,$129,"$1,156"
"2060 Shirley St SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2060-Shirley-St-SW-Atlanta-GA-30311/35855014_zpid/,"$225,000",House for sale,3 bds,2 ba,"1,800 sqft","$212,557",Single Family,1955,Forced air,Central,No Data,0.64 acres,$125,"$1,152"
"A-5 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118300_zpid/,"$508,900+",New construction,1 bd,1 ba,"1,009 sqft","$488,544",Condo,2019,Heat pump,Central,Attached Garage,No Data,$504,"$2,500"
"300 Peachtree St NE APT 11G, Atlanta, GA 30308",https://www.zillow.com/homedetails/300-Peachtree-St-NE-APT-11G-Atlanta-GA-30308/2086129027_zpid/,"$259,000",Condo for sale,2 bds,2 ba,890 sqft,"$250,366",Condo,1962,Heat pump,Central,No Data,$640/month,$291,"$1,912"
"Meadowbrook Plan, Cascades",https://www.zillow.com/community/cascades/2083205648_zpid/,"$230,900+",New construction,3 bds,3 ba,"1,887 sqft","$225,819",Single Family,2019,No Data,No Data,2 spaces,No Data,$122,"$1,182"
"943 Peachtree St NE UNIT 1415, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1415-Atlanta-GA-30309/2083473727_zpid/,"$249,900",Condo for sale,1 bd,1 ba,768 sqft,"$241,490",Condo,2002,No Data,No Data,1 space,$358/month,$325,"$1,637"
"Bastille Plan, Broadview Place Manor",https://www.zillow.com/community/broadview-place-manor/2088071988_zpid/,"$586,990+",New construction,3 bds,4 ba,"1,984 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$296,"$2,879"
"2973 Margaret Mitchell Ct NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2973-Margaret-Mitchell-Ct-NW-Atlanta-GA-30327/35917379_zpid/,"$1,435,000",House for sale,5 bds,5 ba,"4,483 sqft","$1,352,973",Single Family,2007,Forced air,Central,6 spaces,1 acre,$320,"$7,258"
"696 Center Hill Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/696-Center-Hill-Ave-NW-Atlanta-GA-30318/35856693_zpid/,"$125,000",House for sale,2 bds,1 ba,"1,320 sqft","$119,581",Single Family,1940,Other,Central,No Data,"7,501 sqft",$95,$667
