Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"390 17th St NW UNIT 4009, Atlanta, GA 30363",https://www.zillow.com/homedetails/390-17th-St-NW-UNIT-4009-Atlanta-GA-30363/88828122_zpid/,"$251,500",2 bds,2 ba,"1,117 sqft","$244,937",Condo,2007,Forced air,Central,4 spaces,$564/month,$225,"$1,801"
"3557 Bolfair Dr NW, Atlanta, GA",https://www.zillow.com/homedetails/3557-Bolfair-Dr-NW-Atlanta-GA-30331/35871969_zpid/,"$99,900",3 bds,2 ba,"1,000 sqft","$96,289",Single Family,1960,Other,Central,1 space,"9,748 sqft",$100,$541
"0 N Stratford Rd # 19, Atlanta, GA 30342",https://www.zillow.com/homedetails/0-N-Stratford-Rd-19-Atlanta-GA-30342/2082166764_zpid/,"$335,000","8,712 sqft lot",,,,,,,,,,,"$1,648"
"0 N Stratford Rd, Atlanta, GA 30342",https://www.zillow.com/homedetails/0-N-Stratford-Rd-Atlanta-GA-30342/2082167040_zpid/,"$335,000","8,712 sqft lot",,,,,,,,,,,"$1,648"
"3600 Habersham Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/3600-Habersham-Rd-NW-Atlanta-GA-30305/35942763_zpid/,"$1,075,000",5 bds,5 ba,"4,639 sqft","$1,039,674",Single Family,2006,Forced air,Central,Attached Garage,"9,583 sqft",$232,"$5,446"
"1100 Howell Mill Rd NW UNIT 404, Atlanta, GA 30318",https://www.zillow.com/homedetails/1100-Howell-Mill-Rd-NW-UNIT-404-Atlanta-GA-30318/108598898_zpid/,"$324,900",1 bd,1 ba,940 sqft,,Condo,2009,Forced air,Central,No Data,$52/month,$346,"$1,650"
"979 Cato St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/979-Cato-St-NW-Atlanta-GA-30318/35921094_zpid/,"$66,000",3 bds,1 ba,"1,323 sqft",,Single Family,1930,Forced air,Central,No Data,"8,451 sqft",$50,$352
"Grove Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390379_zpid/,"$999,900+",4 bds,5 ba,"3,794 sqft","$967,645",Single Family,2019,No Data,No Data,No Data,No Data,$264,"$5,066"
"4075 Peachtree Dunwoody Rd NE, Atlanta, GA",https://www.zillow.com/homedetails/4075-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35900344_zpid/,"$1,695,000",4 bds,5 ba,"4,200 sqft","$1,612,983",Single Family,2019,Forced air,Central,Attached Garage,0.57 acres,$404,"$8,587"
"Opus Place M1 Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110479_zpid/,"$2,340,900+",3 bds,4 ba,"2,926 sqft","$2,242,385",Condo,2019,No Data,No Data,2 spaces,No Data,$800,"$11,859"
"1406 Summit North Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1406-Summit-North-Dr-NE-Atlanta-GA-30324/65466920_zpid/,"$135,000",1 bd,1 ba,998 sqft,"$141,058",Condo,1982,Forced air,Central,No Data,$241/month,$135,$939
"2603 Habersham Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2603-Habersham-Rd-NW-Atlanta-GA-30305/35901454_zpid/,"$1,475,000",4 bds,5 ba,"4,519 sqft","$1,395,270",Single Family,1930,Forced air,Central,3 spaces,0.74 acres,$326,"$7,472"
"733 Frederica St NE APT 16, Atlanta, GA 30306",https://www.zillow.com/homedetails/733-Frederica-St-NE-APT-16-Atlanta-GA-30306/2082712740_zpid/,"$218,000",1 bd,1 ba,717 sqft,"$208,227",Condo,1929,Forced air,Other,1 space,$200/month,$304,"$1,327"
"Woodland Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390376_zpid/,"$999,900+",4 bds,5 ba,"3,755 sqft","$967,645",Single Family,2019,No Data,No Data,No Data,No Data,$266,"$5,066"
"The Lockland 27-33 Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434143_zpid/,"$839,900+",4 bds,4 ba,"2,806 sqft","$818,225",Townhouse,2019,No Data,No Data,No Data,No Data,$299,"$4,255"
"PH-10 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118317_zpid/,"$1,236,900+",3 bds,3 ba,"2,189 sqft","$1,200,823",Condo,2019,Heat pump,Central,Attached Garage,No Data,$565,"$6,286"
"Felice Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071968_zpid/,"$586,490+",3 bds,4 ba,"1,997 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$294,"$2,876"
"The Lochner Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434170_zpid/,"$848,900+",2 bds,4 ba,"2,466 sqft","$826,992",Townhouse,2019,No Data,No Data,No Data,No Data,$344,"$4,314"
"Aviana Plan, Broadview Place Manor",https://www.zillow.com/community/broadview-place-manor/2088071987_zpid/,"$586,990+",3 bds,3 ba,"2,015 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$291,"$2,878"
"311 Peachtree Hills Ave NE APT 15C, Atlanta, GA 30305",https://www.zillow.com/homedetails/311-Peachtree-Hills-Ave-NE-APT-15C-Atlanta-GA-30305/65467110_zpid/,"$199,900",2 bds,1 ba,"1,020 sqft","$196,057",Condo,1960,Forced air,Central,2 spaces,$350/month,$196,"$1,381"
"1581 Gilstrap Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1581-Gilstrap-Ln-NW-Atlanta-GA-30318/69379274_zpid/,"$475,000",4 bds,3 ba,"2,216 sqft","$461,986",Single Family,2005,Forced air,Central,2 spaces,"3,920 sqft",$214,"$2,453"
"2376 Defoors Ferry Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2376-Defoors-Ferry-Rd-NW-Atlanta-GA-30318/35917034_zpid/,"$475,000",3 bds,4 ba,356 sqft,"$462,088",Single Family,1984,Forced air,Central,2 spaces,"3,833 sqft","$1,334","$2,557"
"The Lochner Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434177_zpid/,"$649,900+",2 bds,4 ba,"2,466 sqft","$637,885",Townhouse,2019,No Data,No Data,No Data,No Data,$264,"$3,303"
"785 Piedmont Ave NE # E, Atlanta, GA 30308",https://www.zillow.com/homedetails/785-Piedmont-Ave-NE-E-Atlanta-GA-30308/2102347117_zpid/,"$1,400,000",3 bds,4 ba,"2,250 sqft","$1,311,036",Townhouse,2015,No Data,Central,2 spaces,"2,247 sqft",$622,"$7,606"
"3655 Habersham Rd NE APT 227, Atlanta, GA 30305",https://www.zillow.com/homedetails/3655-Habersham-Rd-NE-APT-227-Atlanta-GA-30305/55018776_zpid/,"$225,000",2 bds,2 ba,981 sqft,"$220,213",Condo,1989,"Forced air, Heat pump",Central,2 spaces,$402/month,$229,"$1,563"
"140 Alden Ave NW APT 202, Atlanta, GA 30309",https://www.zillow.com/homedetails/140-Alden-Ave-NW-APT-202-Atlanta-GA-30309/82628076_zpid/,"$324,900",2 bds,2 ba,888 sqft,,Condo,2006,Forced air,Central,2 spaces,$342/month,$366,"$1,940"
"2921 Lenox Rd NE APT 410, Atlanta, GA 30324",https://www.zillow.com/homedetails/2921-Lenox-Rd-NE-APT-410-Atlanta-GA-30324/65465137_zpid/,"$200,000",1 bd,1 ba,848 sqft,"$194,627",Condo,1987,Forced air,Central,1 space,$269/month,$236,"$1,301"
"664 Florence Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/664-Florence-Pl-NW-Atlanta-GA-30318/35845524_zpid/,"$175,000",2 bds,1 ba,"1,462 sqft","$168,472",Single Family,1940,Forced air,Central,Carport,"8,145 sqft",$120,$903
"1209 Pine Heights Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1209-Pine-Heights-Dr-NE-Atlanta-GA-30324/55017159_zpid/,"$235,000",2 bds,2 ba,"1,510 sqft","$228,608",Condo,1986,Forced air,Central,No Data,$512/month,$156,"$1,724"
"250 15th St NE # 14, Atlanta, GA 30309",https://www.zillow.com/homedetails/250-15th-St-NE-14-Atlanta-GA-30309/2082179314_zpid/,"$845,000",2 bds,3 ba,"1,928 sqft","$812,080",Condo,1965,No Data,No Data,No Data,No Data,$438,"$4,294"
"3655 Habersham Rd NE APT A107, Atlanta, GA 30305",https://www.zillow.com/homedetails/3655-Habersham-Rd-NE-APT-A107-Atlanta-GA-30305/2082179597_zpid/,"$160,000",1 bd,1 ba,696 sqft,"$152,866",Condo,1989,Forced air,Central,No Data,$286/month,$230,"$1,111"
"6 Paper Mill Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/6-Paper-Mill-Pl-NW-Atlanta-GA-30318/35920418_zpid/,"$339,000",3 bds,3 ba,"1,560 sqft","$327,508",Townhouse,1972,Forced air,Central,2 spaces,"1,319 sqft",$217,"$2,007"
"2965 Pharr Court South NW APT 202, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Court-South-NW-APT-202-Atlanta-GA-30305/35894574_zpid/,"$124,900",1 bd,1 ba,658 sqft,"$121,273",Condo,1958,Forced air,Central,Attached Garage,$25/month,$190,$692
"1421 Peachtree St NE APT 514, Atlanta, GA 30309",https://www.zillow.com/homedetails/1421-Peachtree-St-NE-APT-514-Atlanta-GA-30309/35898088_zpid/,"$235,000",1 bd,1 ba,871 sqft,"$231,260",Condo,1960,Heat pump,Central,1 space,$347/month,$270,"$1,559"
"1080 Peachtree St NE UNIT 904, Atlanta, GA 30309",https://www.zillow.com/homedetails/1080-Peachtree-St-NE-UNIT-904-Atlanta-GA-30309/92193745_zpid/,"$549,900",2 bds,2 ba,"1,213 sqft","$539,359",Condo,2008,Forced air,Other,4 spaces,$479/month,$453,"$3,184"
"544 Montgomery Ferry Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/544-Montgomery-Ferry-Rd-NE-Atlanta-GA-30324/35931932_zpid/,"$640,000",3 bds,2 ba,"1,780 sqft","$617,472",Single Family,1935,Forced air,Central,2 spaces,0.26 acres,$360,"$3,253"
"855-B Saint Charles Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/855-B-Saint-Charles-Ave-NE-Atlanta-GA-30306/2082184333_zpid/,"$799,900",4 bds,4 ba,"2,688 sqft",,Single Family,2000,Forced air,Central,Attached Garage,"5,662 sqft",$298,"$4,065"
"1406 Summit North Dr NE # 1406, Atlanta, GA 30324",https://www.zillow.com/homedetails/1406-Summit-North-Dr-NE-1406-Atlanta-GA-30324/2082184489_zpid/,"$135,000",1 bd,1 ba,998 sqft,,Condo,1982,No Data,No Data,1 space,$247/month,$135,$943
"Parmani Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071966_zpid/,"$679,490+",3 bds,4 ba,"2,704 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$251,"$3,453"
"241 E Wesley Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/241-E-Wesley-Rd-NE-Atlanta-GA-30305/35896091_zpid/,"$969,000",4 bds,4 ba,"3,179 sqft","$942,747",Single Family,1940,Forced air,Central,2 spaces,"9,099 sqft",$305,"$4,925"
"Marion Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390372_zpid/,"$999,900+",4 bds,5 ba,"3,509 sqft","$966,972",Single Family,2019,No Data,No Data,No Data,No Data,$285,"$5,082"
"711 Cosmopolitan Dr NE UNIT 126, Atlanta, GA 30324",https://www.zillow.com/homedetails/711-Cosmopolitan-Dr-NE-UNIT-126-Atlanta-GA-30324/82610692_zpid/,"$310,000",2 bds,2 ba,"1,061 sqft","$302,000",Condo,2006,Forced air,Central,4 spaces,$400/month,$292,"$1,925"
"1124 Park Overlook Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1124-Park-Overlook-Dr-NE-Atlanta-GA-30324/82616676_zpid/,"$650,000",4 bds,4 ba,"2,623 sqft","$634,141",Single Family,2006,"Forced air, Heat pump",Central,4 spaces,"2,918 sqft",$248,"$3,399"
"921 Virginia Cir NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/921-Virginia-Cir-NE-Atlanta-GA-30306/35895747_zpid/,"$799,000",3 bds,2 ba,"2,477 sqft","$775,805",Single Family,1918,Forced air,Central,Off street,"6,534 sqft",$323,"$4,061"
"2660 Peachtree Rd NW APT 16E, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-16E-Atlanta-GA-30305/35901792_zpid/,"$1,350,000",2 bds,3 ba,"2,951 sqft","$1,260,159",Condo,1987,"Forced air, Heat pump",Central,No Data,"$1,515/month",$457,"$8,376"
"15 Brittany Way NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/15-Brittany-Way-NE-Atlanta-GA-30324/35935779_zpid/,"$265,000",2 bds,2 ba,"1,450 sqft","$257,359",Condo,1988,Forced air,Central,1 space,$475/month,$183,"$1,779"
"3675 Peachtree Rd NE APT 3, Atlanta, GA 30319",https://www.zillow.com/homedetails/3675-Peachtree-Rd-NE-APT-3-Atlanta-GA-30319/65465387_zpid/,"$263,900",2 bds,2 ba,"1,090 sqft","$245,244",Condo,1960,Forced air,Central,2 spaces,$330/month,$242,"$1,628"
"2700 Pine Tree Rd NE UNIT 2305, Atlanta, GA 30324",https://www.zillow.com/homedetails/2700-Pine-Tree-Rd-NE-UNIT-2305-Atlanta-GA-30324/65466653_zpid/,"$169,900",1 bd,1 ba,748 sqft,"$173,393",Condo,2000,Forced air,Central,1 space,$225/month,$227,"$1,101"
"2965 Pharr Court South NW APT 711, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Court-South-NW-APT-711-Atlanta-GA-30305/35894671_zpid/,"$124,900",1 bd,1 ba,658 sqft,"$120,676",Condo,1958,Forced air,Central,Attached Garage,$300/month,$190,$967
"3445 Stratford Rd NE APT 303, Atlanta, GA 30326",https://www.zillow.com/homedetails/3445-Stratford-Rd-NE-APT-303-Atlanta-GA-30326/82629003_zpid/,"$311,900",1 bd,1 ba,"1,303 sqft","$303,800",Condo,2006,Forced air,Central,1 space,$556/month,$239,"$2,091"
"3113 Lenox Rd NE # 6, Atlanta, GA 30324",https://www.zillow.com/homedetails/3113-Lenox-Rd-NE-6-Atlanta-GA-30324/2135763176_zpid/,"$988,000",4 bds,5 ba,"2,961 sqft","$955,464",Townhouse,2009,No Data,No Data,4 spaces,"1,742 sqft",$334,"$5,346"
"1301 Peachtree St NE UNIT 1E, Atlanta, GA 30309",https://www.zillow.com/homedetails/1301-Peachtree-St-NE-UNIT-1E-Atlanta-GA-30309/2082196857_zpid/,"$2,000,000",3 bds,3 ba,"2,362 sqft","$1,901,538",Condo,2017,Forced air,Central,2 spaces,"$1,563/month",$847,"$11,727"
"1011 Lindbergh Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1011-Lindbergh-Dr-NE-Atlanta-GA-30324/35929566_zpid/,"$445,000",3 bds,2 ba,"1,552 sqft","$432,024",Single Family,1948,Other,Central,Detached Garage,0.3 acres,$287,"$2,189"
"1 Biscayne Dr NW UNIT 604, Atlanta, GA 30309",https://www.zillow.com/homedetails/1-Biscayne-Dr-NW-UNIT-604-Atlanta-GA-30309/35900756_zpid/,"$184,900",1 bd,1 ba,750 sqft,,Single Family,1997,Forced air,Central,2 spaces,871 sqft,$247,"$1,218"
"2285 Peachtree Rd NE UNIT 808, Atlanta, GA 30309",https://www.zillow.com/homedetails/2285-Peachtree-Rd-NE-UNIT-808-Atlanta-GA-30309/2084860236_zpid/,"$149,900",1 bd,1 ba,698 sqft,"$141,905",Condo,1965,No Data,Central,No Data,$32/month,$215,$805
"The Camber Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434178_zpid/,"$799,900+",2 bds,4 ba,"2,643 sqft","$780,832",Townhouse,2019,No Data,No Data,No Data,No Data,$303,"$4,065"
"1015 Eulalia Rd NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/1015-Eulalia-Rd-NE-Atlanta-GA-30319/35939972_zpid/,"$749,000",3 bds,2 ba,"1,800 sqft","$728,529",Single Family,1935,Forced air,Other,1 space,0.36 acres,$416,"$3,807"
"970 Sidney Marcus Blvd NE UNIT 1506, Atlanta, GA 30324",https://www.zillow.com/homedetails/970-Sidney-Marcus-Blvd-NE-UNIT-1506-Atlanta-GA-30324/65464917_zpid/,"$173,000",1 bd,1 ba,840 sqft,"$168,564",Condo,1988,Forced air,Central,2 spaces,$263/month,$206,"$1,155"
"878 Peachtree St NE APT 533, Atlanta, GA 30309",https://www.zillow.com/homedetails/878-Peachtree-St-NE-APT-533-Atlanta-GA-30309/55016311_zpid/,"$289,900",1 bd,1 ba,956 sqft,"$281,200",Condo,1951,Forced air,Central,1 space,$385/month,$303,"$1,811"
"1529 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1529-Liberty-Pkwy-NW-Atlanta-GA-30318/88824181_zpid/,"$270,000",3 bds,3 ba,"1,326 sqft","$264,255",Townhouse,2005,Forced air,Central,1 space,653 sqft,$204,"$1,643"
"Chastain Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390374_zpid/,"$874,900+",4 bds,5 ba,"3,355 sqft","$849,417",Single Family,2019,No Data,No Data,No Data,No Data,$261,"$4,446"
"B-1B Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118319_zpid/,"$704,900+",2 bds,3 ba,"1,453 sqft","$680,463",Condo,2019,Heat pump,Central,Attached Garage,No Data,$485,"$3,582"
"756 Cumberland Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/756-Cumberland-Rd-NE-Atlanta-GA-30306/35929949_zpid/,"$799,900",4 bds,3 ba,"2,800 sqft","$783,870",Single Family,1928,Heat pump,Central,2 spaces,"7,949 sqft",$286,"$4,065"
"The Lockland 27-33 Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434147_zpid/,"$839,900+",4 bds,4 ba,"2,806 sqft","$818,225",Townhouse,2019,No Data,No Data,No Data,No Data,$299,"$4,269"
"3902 Peachtree Dunwoody Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/3902-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35928178_zpid/,"$799,000",4 bds,3 ba,"1,675 sqft","$764,139",Single Family,1940,"Forced air, Heat pump",Central,4 spaces,0.65 acres,$477,"$4,061"
"The Bishop Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434174_zpid/,"$749,900+",3 bds,4 ba,"2,643 sqft","$732,856",Townhouse,2019,No Data,No Data,No Data,No Data,$284,"$3,811"
"9 Vista Sq NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/9-Vista-Sq-NW-Atlanta-GA-30327/35915335_zpid/,"$275,000",2 bds,3 ba,"1,300 sqft","$264,150",Townhouse,1968,Forced air,Central,2 spaces,"1,298 sqft",$212,"$1,764"
"53 Saint Claire Ln NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/53-Saint-Claire-Ln-NE-Atlanta-GA-30324/35935754_zpid/,"$270,000",3 bds,2 ba,"1,550 sqft",,Condo,1983,Forced air,Central,No Data,$475/month,$174,"$1,803"
"1221 W Wesley Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1221-W-Wesley-Rd-NW-Atlanta-GA-30327/82615746_zpid/,"$1,850,000",6 bds,9 ba,"8,863 sqft","$1,760,951",Single Family,2006,Forced air,"Central, Solar",3 spaces,0.81 acres,$209,"$9,402"
"3070 Mabry Rd NE, Brookhaven, GA 30319",https://www.zillow.com/homedetails/3070-Mabry-Rd-NE-Brookhaven-GA-30319/14566732_zpid/,"$1,000,000",4 bds,3 ba,"4,300 sqft","$967,741",Single Family,1999,Forced air,Central,2 spaces,0.8 acres,$233,"$5,082"
"2965 Pharr Ct # 514, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Ct-514-Atlanta-GA-30305/2082212957_zpid/,"$165,000",2 bds,2 ba,980 sqft,"$156,750",Condo,1958,Forced air,Central,No Data,$38/month,$168,$889
"5 Wieuca Trce NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/5-Wieuca-Trce-NE-Atlanta-GA-30342/35933747_zpid/,"$725,000",4 bds,3 ba,"3,136 sqft","$705,386",Single Family,1997,Forced air,Central,4 spaces,0.25 acres,$231,"$3,776"
"1976 Ruth St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1976-Ruth-St-NW-Atlanta-GA-30318/35921056_zpid/,"$129,000",0.34 acres lot,,,,,,,,,,,$665
"Bainbridge Plan, Hillgrove",https://www.zillow.com/community/hillgrove/2084629303_zpid/,"$1,021,768+",3 bds,3.5 ba,"3,352 sqft","$987,969",Townhouse,2019,No Data,No Data,2 spaces,No Data,$305,"$5,193"
"848 Durant Pl NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/848-Durant-Pl-NE-Atlanta-GA-30308/35879772_zpid/,"$699,000",3 bds,3 ba,"3,523 sqft",,Single Family,1928,Forced air,Central,No Data,"7,971 sqft",$198,"$3,552"
"1901A Windemere Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1901A-Windemere-Dr-NE-Atlanta-GA-30324/2082216133_zpid/,"$589,000",3 bds,2 ba,-- sqft,,Single Family,1950,Forced air,No Data,No Data,0.48 acres,No Data,"$2,888"
"3703 Manor Brook Ct NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/3703-Manor-Brook-Ct-NE-Atlanta-GA-30319/121353046_zpid/,"$665,000",3 bds,4 ba,"2,592 sqft","$646,525",Townhouse,2012,Forced air,Central,2 spaces,"1,742 sqft",$257,"$3,765"
"Opus Place E Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110474_zpid/,"$1,075,900+",2 bds,3 ba,"1,578 sqft","$1,041,510",Condo,2019,No Data,No Data,2 spaces,No Data,$682,"$5,468"
"Hilmar Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071971_zpid/,"$574,490+",3 bds,3 ba,"1,805 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$318,"$2,817"
"Crest Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390373_zpid/,"$949,900+",4 bds,5 ba,"3,987 sqft","$922,233",Single Family,2019,No Data,No Data,No Data,No Data,$238,"$4,828"
"A-5 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118300_zpid/,"$508,900+",1 bd,1 ba,"1,009 sqft","$488,544",Condo,2019,Heat pump,Central,Attached Garage,No Data,$504,"$2,504"
"943 Peachtree St NE UNIT 1415, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1415-Atlanta-GA-30309/2083473727_zpid/,"$249,900",1 bd,1 ba,768 sqft,"$241,670",Condo,2002,No Data,No Data,1 space,$358/month,$325,"$1,647"
"Bastille Plan, Broadview Place Manor",https://www.zillow.com/community/broadview-place-manor/2088071988_zpid/,"$586,990+",3 bds,4 ba,"1,984 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$296,"$2,878"
"The Lockland 27-33 Plan, Landen Pine",https://www.zillow.com/community/landen-pine/2082434148_zpid/,"$859,900+",4 bds,4 ba,"2,806 sqft","$837,709",Townhouse,2019,No Data,No Data,No Data,No Data,$306,"$4,370"
"2973 Margaret Mitchell Ct NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2973-Margaret-Mitchell-Ct-NW-Atlanta-GA-30327/35917379_zpid/,"$1,435,000",5 bds,5 ba,"4,483 sqft","$1,348,683",Single Family,2007,Forced air,Central,6 spaces,1 acre,$320,"$7,297"
"50 Valley Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/50-Valley-Rd-NW-Atlanta-GA-30305/35902425_zpid/,"$10,850,000",6 bds,10 ba,"11,380 sqft",,Single Family,1941,Forced air,Central,Attached Garage,4.86 acres,$953,"$55,142"
"696 Center Hill Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/696-Center-Hill-Ave-NW-Atlanta-GA-30318/35856693_zpid/,"$125,000",2 bds,1 ba,"1,320 sqft","$119,145",Single Family,1940,Other,Central,No Data,"7,501 sqft",$95,$667
"711 Broadland Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/711-Broadland-Rd-NW-Atlanta-GA-30327/35911756_zpid/,"$3,986,700",7 bds,9 ba,"10,652 sqft","$3,644,829",Single Family,1938,Forced air,Central,3 spaces,7.74 acres,$374,"$20,261"
"970 Sidney Marcus Blvd NE UNIT 1103, Atlanta, GA 30324",https://www.zillow.com/homedetails/970-Sidney-Marcus-Blvd-NE-UNIT-1103-Atlanta-GA-30324/65464834_zpid/,"$209,900",2 bds,2 ba,"1,165 sqft","$204,288",Condo,1998,Forced air,Central,1 space,$370/month,$180,"$1,453"
"275 13th St NE APT 1102, Atlanta, GA 30309",https://www.zillow.com/homedetails/275-13th-St-NE-APT-1102-Atlanta-GA-30309/71752088_zpid/,"$340,000",1 bd,1 ba,960 sqft,"$333,660",Condo,2005,Forced air,Central,1 space,$413/month,$354,"$2,086"
"2161 Peachtree Rd NE APT 406, Atlanta, GA 30309",https://www.zillow.com/homedetails/2161-Peachtree-Rd-NE-APT-406-Atlanta-GA-30309/35901319_zpid/,"$250,000",2 bds,2 ba,"1,193 sqft",,Condo,1986,Forced air,Central,1 space,"$5,472/month",$210,"$6,762"
"2161 Peachtree Rd NE APT 406, Atlanta, GA 30309",https://www.zillow.com/homedetails/2161-Peachtree-Rd-NE-APT-406-Atlanta-GA-30309/35901319_zpid/,"$250,000",2 bds,2 ba,"1,193 sqft",,Condo,1986,Forced air,Central,1 space,"$5,472/month",$210,"$6,762"
